,HR
0,57.0
1,56.8
2,57.0
3,57.57
4,58.0
5,58.33
6,58.6
7,58.55
8,58.5
9,58.46
10,59.14
11,59.73
12,60.19
13,60.53
14,60.72
15,60.89
16,61.05
17,61.14
18,61.14
19,61.17
20,61.21
21,61.32
22,61.5
23,61.67
24,61.82
25,62.0
26,62.13
27,62.26
28,62.28
29,62.3
30,62.32
31,62.34
32,62.42
33,62.49
34,62.55
35,62.62
36,62.67
37,62.78
38,62.86
39,62.93
40,63.0
41,63.22
42,63.3
43,63.49
44,63.67
45,63.86
46,64.04
47,64.22
48,64.37
49,64.51
50,64.56
51,64.6
52,64.62
53,64.61
54,64.64
55,64.68
56,64.75
57,64.92
58,65.08
59,65.4
60,65.72
61,66.02
62,66.22
63,66.37
64,66.52
65,66.62
66,66.75
67,66.92
68,67.12
69,67.37
70,67.53
71,67.65
72,67.83
73,68.03
74,68.3
75,68.58
76,68.87
77,69.18
78,69.55
79,69.97
80,70.35
81,70.7
82,71.0
83,71.27
84,71.5
85,71.82
86,72.15
87,72.52
88,72.9
89,73.27
90,73.62
91,74.0
92,74.25
93,74.52
94,74.8
95,75.02
96,75.25
97,75.45
98,75.67
99,75.82
100,75.95
101,75.98
102,76.12
103,76.17
104,76.25
105,76.3
106,76.42
107,76.55
108,76.7
109,76.85
110,77.08
111,77.32
112,77.55
113,77.78
114,77.97
115,78.13
116,78.25
117,78.3
118,78.35
119,78.28
120,78.2
121,78.12
122,78.08
123,78.02
124,77.98
125,78.0
126,78.0
127,78.02
128,78.02
129,77.95
130,77.8
131,77.68
132,77.53
133,77.38
134,77.2
135,76.98
136,76.77
137,76.53
138,76.3
139,75.98
140,75.68
141,75.37
142,75.08
143,74.83
144,74.6
145,74.27
146,73.93
147,73.57
148,73.23
149,72.92
150,72.62
151,72.27
152,72.02
153,71.75
154,71.45
155,71.22
156,70.97
157,70.72
158,70.47
159,70.28
160,70.12
161,69.92
162,69.7
163,69.48
164,69.25
165,69.03
166,68.78
167,68.53
168,68.27
169,67.95
170,67.63
171,67.37
172,67.25
173,67.17
174,67.08
175,66.97
176,66.85
177,66.78
178,66.78
179,66.78
180,66.78
181,66.82
182,66.85
183,66.92
184,66.83
185,66.75
186,66.65
187,66.55
188,66.43
189,66.32
190,66.2
191,66.08
192,65.93
193,65.78
194,65.63
195,65.5
196,65.37
197,65.23
198,65.08
199,64.95
200,64.82
201,64.72
202,64.63
203,64.55
204,64.5
205,64.47
206,64.4
207,64.48
208,64.58
209,64.68
210,64.78
211,64.93
212,65.12
213,65.3
214,65.45
215,65.55
216,65.58
217,65.62
218,65.67
219,65.82
220,65.93
221,66.07
222,66.23
223,66.43
224,66.5
225,66.57
226,66.6
227,66.63
228,66.63
229,66.65
230,66.92
231,67.13
232,67.23
233,67.37
234,67.52
235,67.67
236,67.8
237,67.97
238,68.13
239,68.27
240,68.42
241,68.5
242,68.67
243,68.78
244,69.02
245,69.22
246,69.43
247,69.58
248,69.93
249,70.38
250,70.8
251,71.2
252,71.6
253,72.02
254,72.45
255,72.88
256,73.32
257,73.75
258,74.13
259,74.62
260,75.13
261,75.63
262,76.08
263,76.55
264,77.02
265,77.55
266,78.08
267,78.47
268,78.8
269,79.12
270,79.37
271,79.57
272,79.77
273,79.92
274,80.05
275,80.28
276,80.43
277,80.67
278,80.85
279,80.88
280,80.9
281,80.88
282,80.85
283,80.78
284,80.87
285,80.95
286,81.08
287,81.12
288,81.18
289,81.33
290,81.27
291,81.23
292,81.2
293,81.13
294,81.03
295,80.95
296,80.97
297,81.05
298,81.07
299,81.17
300,81.27
301,81.53
302,81.68
303,81.87
304,82.03
305,82.22
306,82.4
307,82.62
308,82.63
309,82.58
310,82.57
311,82.6
312,82.67
313,82.73
314,82.73
315,82.8
316,82.87
317,82.93
318,83.07
319,83.1
320,83.15
321,83.2
322,83.4
323,83.55
324,83.67
325,83.67
326,83.7
327,83.73
328,83.82
329,83.98
330,84.22
331,84.58
332,84.97
333,85.33
334,85.77
335,86.13
336,86.67
337,87.1
338,87.55
339,88.08
340,88.42
341,88.65
342,88.95
343,89.28
344,89.58
345,90.0
346,90.3
347,90.75
348,91.18
349,91.57
350,91.92
351,92.25
352,92.52
353,92.8
354,93.1
355,93.33
356,93.47
357,93.47
358,93.48
359,93.43
360,93.43
361,93.28
362,93.17
363,93.03
364,92.93
365,92.85
366,92.85
367,92.9
368,93.02
369,93.08
370,93.18
371,93.3
372,93.45
373,93.57
374,93.7
375,93.75
376,93.78
377,93.8
378,93.72
379,93.6
380,93.47
381,93.35
382,93.12
383,92.97
384,92.8
385,92.62
386,92.43
387,92.1
388,91.77
389,91.37
390,90.95
391,90.43
392,89.92
393,89.48
394,89.07
395,88.68
396,88.37
397,88.08
398,87.88
399,87.67
400,87.73
401,87.98
402,88.22
403,88.43
404,88.65
405,88.68
406,88.88
407,89.13
408,89.38
409,89.65
410,89.9
411,90.23
412,90.6
413,90.98
414,91.35
415,91.77
416,92.22
417,92.78
418,93.33
419,93.92
420,94.4
421,94.93
422,95.47
423,96.05
424,96.67
425,97.3
426,97.73
427,98.15
428,98.48
429,98.85
430,99.1
431,99.38
432,99.53
433,99.72
434,99.98
435,100.25
436,100.58
437,100.97
438,101.42
439,101.93
440,102.37
441,102.85
442,103.22
443,103.57
444,103.98
445,104.48
446,105.0
447,105.7
448,106.42
449,107.25
450,107.98
451,108.72
452,109.38
453,110.03
454,110.67
455,111.25
456,111.73
457,112.2
458,112.57
459,112.92
460,113.18
461,113.42
462,114.02
463,114.78
464,115.52
465,116.28
466,116.92
467,117.4
468,117.9
469,117.4
470,116.78
471,116.1
472,115.4
473,114.65
474,113.92
475,113.22
476,112.52
477,111.77
478,111.02
479,110.2
480,109.43
481,108.65
482,107.9
483,107.13
484,106.27
485,105.48
486,104.82
487,104.17
488,103.55
489,102.97
490,102.48
491,101.78
492,101.17
493,100.53
494,99.83
495,99.12
496,98.37
497,97.63
498,97.0
499,96.28
500,95.67
501,94.92
502,94.25
503,93.53
504,92.87
505,92.17
506,91.43
507,90.88
508,90.3
509,89.58
510,89.02
511,88.43
512,87.87
513,87.32
514,86.8
515,86.32
516,85.78
517,85.25
518,84.75
519,84.23
520,83.53
521,82.83
522,81.72
523,80.43
524,79.18
525,78.0
526,76.87
527,75.77
528,74.68
529,74.58
530,74.62
531,74.6
532,74.6
533,74.57
534,74.57
535,74.52
536,74.5
537,74.5
538,74.52
539,74.58
540,74.6
541,74.5
542,74.4
543,74.3
544,74.27
545,74.13
546,73.98
547,73.82
548,73.62
549,73.38
550,73.12
551,73.02
552,72.93
553,72.85
554,72.7
555,72.62
556,72.48
557,72.3
558,71.98
559,71.97
560,71.88
561,71.93
562,71.97
563,72.05
564,72.05
565,72.07
566,72.12
567,71.98
568,71.88
569,71.98
570,72.05
571,72.1
572,72.17
573,72.18
574,72.18
575,72.17
576,72.22
577,72.23
578,72.23
579,72.23
580,72.47
581,72.7
582,72.93
583,73.18
584,73.43
585,73.67
586,73.88
587,74.12
588,74.33
589,74.48
590,74.63
591,74.77
592,74.9
593,75.07
594,75.22
595,75.4
596,75.53
597,75.63
598,75.73
599,75.8
600,75.88
601,76.08
602,76.25
603,76.4
604,76.55
605,76.7
606,76.87
607,76.95
608,77.08
609,77.23
610,77.38
611,77.5
612,77.6
613,77.82
614,78.12
615,78.4
616,78.73
617,79.2
618,79.68
619,79.9
620,80.15
621,80.32
622,80.52
623,80.68
624,80.85
625,80.97
626,81.05
627,81.1
628,81.18
629,81.07
630,80.95
631,80.87
632,80.72
