,HRV
0,778.8837785467089
1,753.9837884486874
2,743.041127020006
3,726.4236098814131
4,708.1396526224431
5,695.822578834562
6,681.391692196396
7,672.520063477872
8,598.8190725748833
9,332.96776580695564
10,325.9029658374068
11,322.17927470190466
12,314.91267983315987
13,328.5945280531308
14,325.9046775636989
15,322.7056207003014
16,334.65541428862116
17,328.9267158457686
18,327.7008877337912
19,341.8594250247716
20,343.1346983036638
21,340.3535692278666
22,347.9186180213739
23,387.8450035125537
24,393.59828983526063
25,400.7912663162837
26,400.4422321570725
27,403.5834171374082
28,403.5834171374082
29,400.1713038366819
30,404.0133266909002
31,413.64775423341285
32,404.2614009166242
33,406.41418066064233
34,407.4815244755768
35,385.0247168246576
36,297.84341100726886
37,300.04887162964746
38,301.4863002785763
39,300.25017862408504
40,300.25017862408504
41,299.98467971955984
42,306.55073429469337
43,305.3353909210247
44,292.9377396937836
45,282.84058162807963
46,282.7668799033534
47,283.01215746982416
48,286.0239509702505
49,325.36698621642694
50,325.8092535224983
51,324.80373240382045
52,348.03512037303847
53,375.9687591265831
54,375.9687591265831
55,379.3522635058104
56,380.6296255565656
57,368.1589117519575
58,367.50857380875084
59,426.2939415164212
60,430.63962900700784
61,428.50812982850204
62,422.2615567190426
63,418.85423825505774
64,414.62861556927226
65,409.31874482582253
66,387.74688410266174
67,388.74946296562143
68,389.622220673048
69,388.4452833626982
70,388.325389727295
71,387.6726213795699
72,199.49136611107082
73,221.8356074548037
74,222.42565055605
75,227.745854250392
76,230.5890307649754
77,215.93499225882462
78,215.10387863107312
79,222.4514149174044
80,302.6470307274445
81,298.5910453334568
82,301.93273925991457
83,402.72256318320916
84,441.55067349076376
85,444.35759470886126
86,444.74721569131407
87,447.5032098017417
88,446.7173586389861
89,447.18934665555474
90,449.06622902809096
91,445.44877113609977
92,531.6456873708717
93,542.2210934514086
94,540.9756510845798
95,537.6112933151878
96,524.5014660817052
97,506.3440287157999
98,507.245296411932
99,509.53896242666235
100,507.05182281260454
101,503.77459029714737
102,502.3484318054854
103,502.03049928406966
104,506.08472510864823
105,380.998103959204
106,269.949205671872
107,270.97283093516603
108,273.9056429042141
109,274.9044019737662
110,249.4394676372641
111,246.39827686431832
112,248.30400281743744
113,254.1351948962772
114,207.5086427762537
115,229.61142235001057
116,230.0309059383086
117,229.7168615949016
118,232.46176347919285
119,233.78770279569298
120,489.7394493934152
121,559.6898835938322
122,618.2463514183912
123,622.1079476339422
124,619.4144995008786
125,613.2741689770867
126,611.061526527881
127,605.7098701279746
128,611.3004663510225
129,612.7528561862703
130,616.2813850931254
131,613.0568633954041
132,613.5433539151259
133,582.5342053663716
134,534.81413894848
135,361.2753562919034
136,496.5180543304386
137,508.4904962486065
138,521.4812632615129
139,517.1956345285113
140,516.8347015463519
141,569.0174043332544
142,564.0354863752505
143,564.9798250478556
144,568.8025532668604
145,564.8949857928205
146,556.3728405918713
147,555.5223008461378
148,558.4027519725863
149,523.2908280306228
150,524.0452758072959
151,506.8119813269728
152,506.3919013024224
153,506.5533350031896
154,373.7355125998117
155,351.7721208822705
156,350.2630395287845
157,348.37675792718613
158,351.4569590978058
159,269.67488307601843
160,270.86169895110817
161,270.72210916833365
162,307.19436733519774
163,305.68798004293336
164,302.9379323242908
165,298.48106933250136
166,292.10625629436464
167,607.8046915883039
168,706.2340487877314
169,702.9697527622359
170,700.4853047817453
171,699.4138467867682
172,703.7489505782089
173,703.8752752715543
174,702.0660661754141
175,707.575515565091
176,703.9535658344931
177,698.9914089550241
178,694.3515939551518
179,690.1074499071651
180,615.1214501171135
181,420.17748800421515
182,420.3104646609205
183,460.6406827335682
184,463.128941430088
185,473.41586792189713
186,462.6321042978177
187,455.48780655177285
188,445.4783000398427
189,438.92901261971326
190,445.36390818826163
191,450.7649721794722
192,463.390700811449
193,461.2863053296859
194,462.5366059456736
195,456.32003939182937
196,424.56443505662946
197,424.4857939655149
198,392.2988509412494
199,384.8296323966033
200,390.77852041991656
201,383.4219319588785
202,388.37175779303567
203,396.53772537984815
204,393.5884912491244
205,364.92336913289085
206,324.97740630356066
207,325.5240057820252
208,325.3125196081486
209,327.5143768594979
210,370.5587728290357
211,368.86564188451126
212,591.6262222696229
213,640.2381719023324
214,638.4650487840078
215,636.2206324877043
216,636.820687042267
217,642.0551237159957
218,637.8482440702101
219,638.0636437669765
220,642.8523424882752
221,647.2740023974593
222,642.8979199959286
223,697.5882834122716
224,694.8211513211003
225,637.5860377416293
226,588.5114147654102
227,590.0509794199172
228,598.762305301873
229,757.018654589951
230,752.2439949251459
231,755.6474479587979
232,756.431871680696
233,750.6938352517027
234,743.3339997292181
235,743.6486109087358
236,711.6806456826253
237,713.9971569889633
238,710.5845826864097
239,704.6421186391965
240,704.7531466451817
241,706.7020865061355
242,408.75616597600646
243,471.9093549980133
244,471.5730499806894
245,464.40447819900163
246,468.6068490915539
247,451.8331428821714
248,453.03019366618247
249,449.9628176850185
250,442.4826175175515
251,436.7894599130866
252,429.07273721275095
253,424.078995294382
254,421.5323483013404
255,421.0296912519565
256,288.90239428284906
257,296.3161798662132
258,302.82232001582116
259,849.4081881427933
260,910.2841296511597
261,912.1869389420796
262,911.1153223553316
263,911.9953381902336
264,912.0702563239737
265,906.6458406874092
266,909.2371582608412
267,910.1118469232488
268,907.948409141908
269,945.9805904661513
270,941.2562822511568
271,936.1098964983963
272,814.4568346063044
273,740.7939710208998
274,736.6772997004924
275,738.4237836074813
276,732.9245417914783
277,732.5231336516432
278,733.0177638760167
279,732.6814652946913
280,732.8886498958792
281,738.0095989950963
282,552.4147687271018
283,296.99252164372564
284,297.01937761421317
285,297.37049981444176
286,423.9542971939397
287,424.26450984271287
288,426.7974728291295
289,425.5261543466745
290,425.03044007352025
291,425.17754278481056
292,425.9724579211802
293,425.2268550273883
294,422.5748364402108
295,461.10323049016364
296,470.7270301799575
297,464.27931724307405
298,459.2545874802744
299,411.2022380989193
300,410.7827911739676
301,409.3635861593241
302,411.2357813542382
303,410.02269019614937
304,409.16060144448966
305,737.0521748286528
306,785.2939560206204
307,785.0613921529663
308,788.7993137345293
309,792.7512012302208
310,796.2315570835443
311,796.3667320014825
312,794.6409476451071
313,796.8645298746213
314,797.2567451288522
315,795.9296192379286
316,794.4990570627347
317,793.9523887067537
318,631.1878690122453
319,436.9124030095504
320,434.75992418280333
321,432.7511920271022
322,429.5993305667778
323,425.0805910124553
324,424.93137195936754
325,427.51776991209056
326,426.0284802982544
327,419.29768571814833
328,416.4016974471628
329,442.61528983625124
330,415.93171722332113
331,364.52281338438456
332,365.9471641520541
333,367.90419071244975
334,376.7603904313713
335,385.61172231752266
336,384.31715500142417
337,384.36372783424
338,380.4525788152931
339,380.1019968437604
340,384.781018428297
341,389.60890170817606
342,288.7846229615926
343,290.78187015959287
344,285.5273228783583
345,245.07160423503242
346,240.01087304409825
347,238.6437680201307
348,237.6851103240348
349,196.7714955587511
350,261.44644050002137
351,289.77773761009126
352,289.09490571861784
353,343.59085334138564
354,342.33681830148674
355,341.4063626647133
356,343.3480060401423
357,340.63580491789304
358,333.6514458559685
359,417.9973611432325
360,414.66230624828484
361,408.25906588763087
362,406.2313245283958
363,415.82047761789534
364,423.26275857564315
365,425.92512049101686
366,418.56680190002135
367,424.50233760141833
368,425.51945294021607
369,450.3548493009523
370,491.37305905532446
371,490.49340952021316
372,458.6978910602472
373,456.65389829898345
374,461.0801922730437
375,457.31921400955736
376,454.5339808797152
377,447.0121255475003
378,444.60060631051215
379,449.59983748802625
380,449.59983748802625
381,451.24178247334396
382,433.0077756931585
383,338.36769682733416
384,337.5548454429048
385,277.4814538280611
386,229.45629689731385
387,225.23973108026212
388,220.03024855485577
389,239.38807669145808
390,259.7563366117833
391,259.4896976859241
392,428.89637885641366
393,425.4636528117972
394,421.51848286113477
395,418.6546796816604
396,418.95296222685255
397,616.6061658426604
398,640.7776348515491
399,635.9906795411254
400,630.1881084433544
401,628.808137136013
402,626.2321573954775
403,652.3590031743938
404,645.3444290559238
405,641.3942780821374
406,647.1576272181006
407,643.380422854263
408,645.9078691293793
409,647.6078346589431
410,546.786673512026
411,500.1820072460552
412,507.8769822250375
413,510.03105108451484
414,505.45015341482207
415,506.0368033858903
416,351.63483998257317
417,352.3256675884313
418,351.3440971135342
419,348.87469238903816
420,356.75316326659896
421,356.2118630593908
422,391.40281426613177
423,453.35911061738886
424,456.96538189590586
425,456.5717380613101
426,456.5717380613101
427,468.51735747824296
428,495.48531124417696
429,488.4334810157009
430,480.73992259431395
431,479.8447818517228
432,482.2687927227366
433,491.0472226924749
434,490.2725809132975
435,492.7483399601633
