,Timestamp,EDA
3001,1560888078.5,0.161409
3002,1560888078.75,0.160128
3003,1560888079.0,0.161409
3004,1560888079.25,0.161409
3005,1560888079.5,0.15884700000000002
3006,1560888079.75,0.15628499999999998
3007,1560888080.0,0.157566
3008,1560888080.25,0.15884700000000002
3009,1560888080.5,0.161409
3010,1560888080.75,0.16269
3011,1560888081.0,0.16269
3012,1560888081.25,0.15884700000000002
3013,1560888081.5,0.15884700000000002
3014,1560888081.75,0.157566
3015,1560888082.0,0.160128
3016,1560888082.25,0.16269
3017,1560888082.5,0.161409
3018,1560888082.75,0.16269
3019,1560888083.0,0.15884700000000002
3020,1560888083.25,0.157566
3021,1560888083.5,0.157566
3022,1560888083.75,0.161409
3023,1560888084.0,0.15884700000000002
3024,1560888084.25,0.163971
3025,1560888084.5,0.15884700000000002
3026,1560888084.75,0.157566
3027,1560888085.0,0.15884700000000002
3028,1560888085.25,0.15884700000000002
3029,1560888085.5,0.16269
3030,1560888085.75,0.16269
3031,1560888086.0,0.16269
3032,1560888086.25,0.16269
3033,1560888086.5,0.160128
3034,1560888086.75,0.160128
3035,1560888087.0,0.15884700000000002
3036,1560888087.25,0.161409
3037,1560888087.5,0.16269
3038,1560888087.75,0.163971
3039,1560888088.0,0.15884700000000002
3040,1560888088.25,0.161409
3041,1560888088.5,0.15884700000000002
3042,1560888088.75,0.15884700000000002
3043,1560888089.0,0.16269
3044,1560888089.25,0.16269
3045,1560888089.5,0.16269
3046,1560888089.75,0.161409
3047,1560888090.0,0.15884700000000002
3048,1560888090.25,0.15884700000000002
3049,1560888090.5,0.15884700000000002
3050,1560888090.75,0.15884700000000002
3051,1560888091.0,0.16269
3052,1560888091.25,0.163971
3053,1560888091.5,0.16269
3054,1560888091.75,0.15884700000000002
3055,1560888092.0,0.15884700000000002
3056,1560888092.25,0.152442
3057,1560888092.5,0.155004
3058,1560888092.75,0.155004
3059,1560888093.0,0.15628499999999998
3060,1560888093.25,0.15628499999999998
3061,1560888093.5,0.152442
3062,1560888093.75,0.152442
3063,1560888094.0,0.152442
3064,1560888094.25,0.157566
3065,1560888094.5,0.15628499999999998
3066,1560888094.75,0.155004
3067,1560888095.0,0.155004
3068,1560888095.25,0.153723
3069,1560888095.5,0.152442
3070,1560888095.75,0.152442
3071,1560888096.0,0.157566
3072,1560888096.25,0.151161
3073,1560888096.5,0.15628499999999998
3074,1560888096.75,0.153723
3075,1560888097.0,0.152442
3076,1560888097.25,0.152442
3077,1560888097.5,0.155004
3078,1560888097.75,0.153723
3079,1560888098.0,0.157566
3080,1560888098.25,0.157566
3081,1560888098.5,0.155004
3082,1560888098.75,0.152442
3083,1560888099.0,0.151161
3084,1560888099.25,0.15628499999999998
3085,1560888099.5,0.15628499999999998
3086,1560888099.75,0.155004
3087,1560888100.0,0.155004
3088,1560888100.25,0.153723
3089,1560888100.5,0.152442
3090,1560888100.75,0.15628499999999998
3091,1560888101.0,0.155004
3092,1560888101.25,0.157566
3093,1560888101.5,0.155004
3094,1560888101.75,0.151161
3095,1560888102.0,0.153723
3096,1560888102.25,0.152442
3097,1560888102.5,0.153723
3098,1560888102.75,0.155004
3099,1560888103.0,0.155004
3100,1560888103.25,0.155004
3101,1560888103.5,0.152442
3102,1560888103.75,0.151161
3103,1560888104.0,0.151161
3104,1560888104.25,0.155004
3105,1560888104.5,0.152442
3106,1560888104.75,0.155004
3107,1560888105.0,0.152442
3108,1560888105.25,0.153723
3109,1560888105.5,0.155004
3110,1560888105.75,0.155004
3111,1560888106.0,0.160128
3112,1560888106.25,0.160128
3113,1560888106.5,0.157566
3114,1560888106.75,0.155004
3115,1560888107.0,0.155004
3116,1560888107.25,0.152442
3117,1560888107.5,0.151161
3118,1560888107.75,0.155004
3119,1560888108.0,0.15628499999999998
3120,1560888108.25,0.157566
3121,1560888108.5,0.157566
3122,1560888108.75,0.155004
3123,1560888109.0,0.16195713363592545
3124,1560888109.25,0.166533
3125,1560888109.5,0.157566
3126,1560888109.75,0.15884700000000002
3127,1560888110.0,0.15628499999999998
3128,1560888110.25,0.15884700000000002
3129,1560888110.5,0.15628499999999998
3130,1560888110.75,0.155004
3131,1560888111.0,0.15628499999999998
3132,1560888111.25,0.15884700000000002
3133,1560888111.5,0.15884700000000002
3134,1560888111.75,0.15884700000000002
3135,1560888112.0,0.15884700000000002
3136,1560888112.25,0.15628499999999998
3137,1560888112.5,0.15628499999999998
3138,1560888112.75,0.153723
3139,1560888113.0,0.15884700000000002
3140,1560888113.25,0.160128
3141,1560888113.5,0.160128
3142,1560888113.75,0.160128
3143,1560888114.0,0.15628499999999998
3144,1560888114.25,0.15628499999999998
3145,1560888114.5,0.15628499999999998
3146,1560888114.75,0.15884700000000002
3147,1560888115.0,0.15884700000000002
3148,1560888115.25,0.15884700000000002
3149,1560888115.5,0.157566
3150,1560888115.75,0.15628499999999998
3151,1560888116.0,0.15628499999999998
3152,1560888116.25,0.15628499999999998
3153,1560888116.5,0.160128
3154,1560888116.75,0.160128
3155,1560888117.0,0.160128
3156,1560888117.25,0.15884700000000002
3157,1560888117.5,0.15628499999999998
3158,1560888117.75,0.15628499999999998
3159,1560888118.0,0.15628499999999998
3160,1560888118.25,0.157566
3161,1560888118.5,0.157566
3162,1560888118.75,0.157566
3163,1560888119.0,0.157566
3164,1560888119.25,0.15628499999999998
3165,1560888119.5,0.15628499999999998
3166,1560888119.75,0.15884700000000002
3167,1560888120.0,0.15884700000000002
3168,1560888120.25,0.160128
3169,1560888120.5,0.15884700000000002
3170,1560888120.75,0.15628499999999998
3171,1560888121.0,0.152442
3172,1560888121.25,0.14987999999999999
3173,1560888121.5,0.153723
3174,1560888121.75,0.155004
3175,1560888122.0,0.153723
3176,1560888122.25,0.153723
3177,1560888122.5,0.151161
3178,1560888122.75,0.14987999999999999
3179,1560888123.0,0.14987999999999999
3180,1560888123.25,0.152442
3181,1560888123.5,0.153723
3182,1560888123.75,0.151161
3183,1560888124.0,0.151161
3184,1560888124.25,0.14987999999999999
3185,1560888124.5,0.151161
3186,1560888124.75,0.14987999999999999
3187,1560888125.0,0.152442
3188,1560888125.25,0.151161
3189,1560888125.5,0.153723
3190,1560888125.75,0.153723
3191,1560888126.0,0.151161
3192,1560888126.25,0.14987999999999999
3193,1560888126.5,0.148599
3194,1560888126.75,0.153723
3195,1560888127.0,0.155004
3196,1560888127.25,0.153723
3197,1560888127.5,0.152442
3198,1560888127.75,0.151161
3199,1560888128.0,0.151161
3200,1560888128.25,0.14987999999999999
3201,1560888128.5,0.153723
3202,1560888128.75,0.152442
3203,1560888129.0,0.153723
3204,1560888129.25,0.152442
3205,1560888129.5,0.151161
3206,1560888129.75,0.14987999999999999
3207,1560888130.0,0.14987999999999999
3208,1560888130.25,0.152442
3209,1560888130.5,0.153723
3210,1560888130.75,0.153723
3211,1560888131.0,0.151161
3212,1560888131.25,0.148599
3213,1560888131.5,0.14987999999999999
3214,1560888131.75,0.148599
