Time,Heart Rate
00:00:11,61
00:00:26,62
00:00:31,62
00:00:36,64
00:00:41,65
00:00:46,64
00:00:51,63
00:00:56,61
00:01:06,62
00:01:16,63
00:01:21,65
00:01:26,63
00:01:41,63
00:01:56,63
00:02:01,61
00:02:16,61
00:02:21,63
00:02:26,64
00:02:31,66
00:02:41,63
00:02:56,63
00:03:01,65
00:03:16,65
00:03:21,63
00:03:31,62
00:03:41,63
00:03:56,63
00:03:57,63
00:04:02,62
00:04:12,63
00:04:17,64
00:04:32,65
00:04:37,64
00:04:42,63
00:04:47,64
00:04:57,62
00:05:02,60
00:05:17,60
00:05:27,61
00:05:32,62
00:05:47,62
00:05:52,61
00:05:57,59
00:06:07,60
00:06:12,62
00:06:17,63
00:06:22,62
00:06:27,63
00:06:42,64
00:06:47,63
00:06:57,62
00:07:12,62
00:07:27,63
00:07:32,62
00:07:37,61
00:07:47,62
00:07:52,63
00:07:57,62
00:08:02,61
00:08:07,60
00:08:17,61
00:08:27,62
00:08:32,61
00:08:47,61
00:09:02,61
00:09:07,62
00:09:12,63
00:09:22,62
00:09:27,61
00:09:32,58
00:09:42,59
00:09:47,60
00:09:52,62
00:10:07,62
00:10:22,62
00:10:27,61
00:10:42,61
00:10:52,62
00:11:07,62
00:11:12,63
00:11:17,62
00:11:22,60
00:11:27,59
00:11:37,61
00:11:52,62
00:12:07,63
00:12:17,62
00:12:22,61
00:12:37,60
00:12:47,61
00:12:52,63
00:12:57,62
00:13:02,61
00:13:12,62
00:13:27,61
00:13:32,60
00:13:47,59
00:13:57,60
00:14:02,62
00:14:12,63
00:14:17,62
00:14:32,62
00:14:47,61
00:14:52,59
00:14:57,60
00:15:12,61
00:15:17,62
00:15:27,61
00:15:32,61
00:15:37,60
00:15:47,61
00:15:57,62
00:16:07,61
00:16:12,62
00:16:27,61
00:16:42,61
00:16:47,62
00:16:52,60
00:16:57,59
00:17:07,58
00:17:17,57
00:17:22,58
00:17:27,59
00:17:32,61
00:17:37,62
00:17:52,61
00:17:57,62
00:18:12,62
00:18:27,62
00:18:32,63
00:18:42,62
00:18:47,60
00:18:52,58
00:19:02,59
00:19:07,60
00:19:12,60
00:19:22,61
00:19:32,62
00:19:37,63
00:19:42,64
00:19:47,63
00:19:52,62
00:20:07,62
00:20:12,59
00:20:22,60
00:20:27,59
00:20:42,59
00:20:47,60
00:20:57,61
00:21:07,63
00:21:12,64
00:21:17,65
00:21:27,64
00:21:37,63
00:21:42,62
00:21:47,61
00:21:52,60
00:21:57,61
00:22:02,62
00:22:12,61
00:22:17,60
00:22:23,61
00:22:28,60
00:22:38,61
00:22:53,61
00:22:58,62
00:23:03,60
00:23:08,59
00:23:13,61
00:23:23,60
00:23:28,61
00:23:38,62
00:23:53,59
00:24:03,60
00:24:08,61
00:24:13,60
00:24:23,59
00:24:28,61
00:24:33,62
00:24:48,63
00:24:53,62
00:24:58,61
00:25:03,60
00:25:08,59
00:25:13,60
00:25:18,61
00:25:28,62
00:25:38,61
00:25:43,61
00:25:48,62
00:26:03,62
00:26:18,62
00:26:33,62
00:26:48,62
00:26:58,61
00:27:03,60
00:27:08,59
00:27:13,57
00:27:23,58
00:27:28,60
00:27:33,61
00:27:48,61
00:27:53,62
00:28:03,63
00:28:13,62
00:28:18,60
00:28:23,59
00:28:28,60
00:28:33,61
00:28:43,60
00:28:58,61
00:29:08,60
00:29:13,59
00:29:18,58
00:29:28,59
00:29:33,59
00:29:43,60
00:29:53,57
00:29:58,56
00:30:03,57
00:30:08,59
00:30:13,60
00:30:18,61
00:30:28,60
00:30:33,59
00:30:48,61
00:30:53,60
00:30:58,59
00:31:13,59
00:31:18,60
00:31:23,61
00:31:28,62
00:31:43,61
00:31:48,59
00:31:53,58
00:31:58,57
00:32:03,58
00:32:08,59
00:32:18,58
00:32:23,59
00:32:38,58
00:32:43,59
00:32:48,61
00:32:53,62
00:32:58,63
00:33:03,64
00:33:08,62
00:33:13,60
00:33:18,59
00:33:23,58
00:33:33,59
00:33:48,58
00:34:03,58
00:34:13,59
00:34:23,57
00:34:28,56
00:34:38,57
00:34:43,56
00:34:48,58
00:34:53,59
00:34:58,60
00:35:03,59
00:35:13,60
00:35:28,60
00:35:43,59
00:35:58,59
00:36:13,58
00:36:18,57
00:36:28,59
00:36:33,60
00:36:38,59
00:36:43,60
00:36:58,60
00:37:03,62
00:37:08,60
00:37:13,58
00:37:18,57
00:37:23,56
00:37:33,59
00:37:38,60
00:37:53,60
00:38:08,61
00:38:13,59
00:38:18,58
00:38:28,57
00:38:33,58
00:38:38,59
00:38:48,60
00:38:53,61
00:38:58,60
00:39:03,59
00:39:08,61
00:39:23,61
00:39:29,59
00:39:39,57
00:39:44,58
00:39:49,59
00:39:54,60
00:39:59,61
00:40:09,62
00:40:24,61
00:40:29,59
00:40:44,58
00:40:54,59
00:40:59,58
00:41:09,59
00:41:14,60
00:41:19,61
00:41:24,60
00:41:29,59
00:41:34,58
00:41:39,59
00:41:44,60
00:41:49,62
00:41:54,64
00:41:59,65
00:42:04,66
00:42:14,67
00:42:24,68
00:42:29,69
00:42:34,69
00:42:39,74
00:42:44,77
00:42:49,72
00:42:54,67
00:42:59,61
00:43:04,58
00:43:09,59
00:43:14,61
00:43:19,65
00:43:24,67
00:43:29,66
00:43:34,65
