,HRV
0,161.67995326565432
1,213.08068548025784
2,207.5956740956893
3,203.70240044642787
4,292.10183926689723
5,285.4563422971512
6,284.64882029854726
7,284.6488202985473
8,287.6074024596413
9,285.8387551262438
10,289.8667241247893
11,358.99626164563387
12,358.838327477245
13,360.74197364369707
14,368.842874664505
15,372.02756731248354
16,359.16201289073194
17,362.18705222936745
18,361.60875874071627
19,360.8439600894221
20,359.9773841397925
21,359.3216576794252
22,380.5222548518617
23,336.98276513504544
24,336.2855315607455
25,338.2326185769816
26,319.18305628890744
27,335.5189831284108
28,406.6770245448057
29,401.5157228154322
30,395.1093873281751
31,395.43936493364714
32,394.5723646421008
33,395.25116774572814
34,385.5561902440087
35,386.16479137477984
36,383.6136645643624
37,377.52700826365447
38,404.47084109356933
39,406.75251505123055
40,353.30155882466863
41,359.233805165969
42,366.79528426279296
43,370.6357630848759
44,426.97575063558264
45,550.9138777351924
46,557.4594364964203
47,554.8622903790877
48,557.0823316948929
49,559.6711045708963
50,555.9984504211106
51,561.8940283036663
52,560.7197890011374
53,556.0730632500901
54,554.7381887027831
55,557.4955120154063
56,542.7236215395386
57,390.9714329640135
58,387.91683482929466
59,389.2447362485989
60,380.81490731956666
61,372.9235156912905
62,372.4012912012577
63,357.8169654154168
64,359.25462274638176
65,359.15451925554635
66,350.39489243974816
67,313.8036248663292
68,382.0654754234423
69,382.8107328728242
70,386.3262013532955
71,393.9937269222976
72,394.0964495320545
73,400.8321603705765
74,401.3548015845713
75,384.09039587115706
76,385.77783573012255
77,386.5232124410591
78,388.7916103102392
79,709.0354682402983
80,711.633820103312
81,714.3911666273099
82,711.6230097549874
83,710.5985030572556
84,713.624739597048
85,794.3781564438273
86,797.9934634805722
87,797.7727778327037
88,799.3999386833756
89,804.5743177049217
90,805.7326112400116
91,706.3689846438483
92,703.199448051682
93,701.2849141135208
94,701.6113059432406
95,699.4949136255391
96,695.3264700391179
97,509.6409989940963
98,385.2461174446762
99,382.1318101261084
100,376.81345244099884
101,376.5287246759281
102,375.1545860434256
103,372.6530401661777
104,373.88878281884314
105,366.4534749626602
106,374.08060053779195
107,387.9066235214399
108,390.88255592529237
109,395.51802132596185
110,351.73744272562334
111,352.9796671554612
112,356.87245746127365
113,356.87245746127365
114,360.8659469984023
115,357.8769075322129
116,330.48312738316446
117,447.78553656901533
118,666.2598610625014
119,700.2418779235331
120,695.2921530832139
121,695.2921530832139
122,689.7718724943995
123,688.2232307367741
124,688.6785873460502
125,688.1162363822173
126,695.9901296427513
127,687.0252169240857
128,687.0252169240857
129,682.8039649294768
130,526.5644301525049
131,392.5515135970677
132,396.2159873132484
133,392.8683284502632
134,378.8238841867389
135,374.74801535503946
136,374.0782283588973
137,371.4681555355671
138,369.9252172242373
139,326.6871982562418
140,326.6871982562418
141,324.00992314179365
142,206.4650741655678
143,232.97005655430863
144,231.13843388183886
145,257.3013552421991
146,257.6929586994005
147,258.97350881817016
148,271.34854128078223
149,372.41392163300765
150,372.41392163300765
151,373.30933946789366
152,386.21542886991836
153,382.50251888493034
154,378.4737109561245
155,383.8833962281222
156,388.59820199386115
157,395.7148246615874
158,392.184339404282
159,384.1319269085797
160,385.8814955449632
161,322.3792716571134
162,332.3552672137927
163,330.30969652407686
164,314.18236630489184
165,320.041197509562
166,322.00022086306774
167,318.0689349730044
168,313.91082728681647
169,308.6483973090649
170,332.2516905184433
171,331.1850770332558
172,330.10119349378687
173,330.10119349378687
174,333.3698898017204
175,345.86824422114967
176,338.76514846978785
177,326.8762962880858
178,321.1659729625476
179,323.67891855789435
180,333.1618588191636
181,338.81083819938067
182,313.7086947429856
183,317.0329388908365
184,330.99378413595366
185,325.7548535198463
186,301.7052714079058
187,266.032315948888
188,257.4105529883263
189,254.8568697749105
190,254.3935134315762
191,254.72673737256846
192,250.62865912272147
193,247.3307304298337
194,251.20904307907944
195,254.07789121522615
196,176.67881461183487
197,416.6427439114849
198,424.6782851667217
199,426.4566029933416
200,426.1085067941806
201,424.4626525418773
202,425.6543117523453
203,423.70000039631753
204,423.2484371456186
205,455.30229346506434
206,654.2269808757255
207,653.1684024085149
208,651.6708324996803
209,647.4778027532952
210,654.8036961239321
211,649.0197524183033
212,645.3014853044367
213,646.7488939526328
214,647.9734342197797
215,642.1310115439053
216,643.7360605277411
217,649.1073122494561
218,456.400781018125
219,458.15425708224745
220,429.62670755851036
221,426.64067258186316
222,351.01498793365937
223,348.3042391816037
224,271.0807924479933
225,270.65891236417315
226,308.03827366409286
227,286.6352370751444
228,292.7660889363602
229,304.2157937219299
230,304.2157937219299
231,303.91528742516084
232,307.61609326150915
233,312.3141925299059
234,309.5303241605842
235,315.17742974613924
236,367.71464414262744
237,368.66341372794835
238,358.44580709318774
239,359.59073154438096
240,361.3417958720538
241,359.6873581963498
242,373.65564050840624
243,373.8675590961309
244,374.46212341273656
245,374.46212341273656
246,376.3025727012327
247,373.8953101836737
248,316.74716877306093
249,318.6567053128739
250,316.75967208035735
251,320.0853796795692
252,320.3813185876728
253,305.8252568733693
254,225.01245023787013
255,274.4595884284002
256,272.01031607239554
257,269.29606610668753
258,283.12210981387494
259,279.1430796437216
260,276.27985381023296
261,387.9958246652428
262,391.2109303539765
263,390.4012853186093
264,389.9107709443613
265,390.3312243137339
266,390.3312243137339
267,383.7716294371849
268,383.7716294371849
269,383.625806141969
270,380.0753305103321
271,379.8613463756729
272,380.669809766893
273,298.04306074828975
274,318.95608334893905
275,318.95608334893905
276,339.26953632788377
277,338.93579773720904
278,339.4416250888719
279,341.5549382038543
280,340.71375809037886
281,341.25048482201413
282,363.2293911455434
283,359.47573256087736
284,358.3609221095237
285,341.8812589441927
286,335.8101294328558
287,332.6808002683396
288,319.01646731004763
289,319.6589127380648
290,318.0789068106592
291,311.9664083362348
292,312.27817578827666
293,315.7692317935776
294,279.7001805207383
295,296.1457686855487
296,296.72942737284467
297,290.9253785003803
298,291.01692143642066
299,289.5180751538278
300,289.9849755520354
301,282.14011054134465
302,288.6235489500721
303,295.3647135426266
304,310.427564651902
305,302.4603280877746
306,290.47528850311716
307,283.2770351999166
308,273.549564632825
309,270.3820195435377
310,275.12720117369264
311,281.3873702921064
312,288.99219000800946
313,288.99219000800946
314,280.1156049016764
315,291.8203170831768
316,293.01341236826363
317,302.01999299559486
318,300.56368095935994
319,306.42900430962595
320,305.84286290252487
321,322.24779456447635
322,326.3358430659595
323,324.6167707154196
324,407.809147591178
325,405.20600964193136
326,409.4326979601606
327,403.9304251269857
328,400.85789288243535
329,398.43418710672415
330,397.607581037191
331,397.4399666723879
332,400.18338633207117
333,393.2314406923985
334,393.2962792071238
335,394.7154849098989
336,275.64234042249717
337,316.1846015085514
338,314.88589391218585
339,319.70219269497534
340,323.6200664014604
341,323.6200664014604
342,321.0921782802196
343,338.18406143826036
344,334.95847707735754
345,338.75820916724615
346,338.23903672955794
347,334.69623731065707
348,331.43328064195566
349,291.1710675097172
350,380.5533823262985
351,378.01429836877253
352,376.0766776068466
353,375.4246170021546
354,375.4246170021546
355,361.2824452249624
356,359.88574642625406
357,358.30829752914065
358,355.7125855156427
359,357.2112244045213
360,406.0739136575789
361,401.32665435904005
362,350.3213800334214
363,353.299946766646
364,361.8351840411168
365,363.8518187634298
366,364.703620645744
367,386.5559637087104
368,386.98082106675935
369,379.61467295417054
370,384.3349456228604
371,392.5859894317188
372,397.8324775176519
373,402.6607710868252
374,401.27531332098715
375,408.00320646404214
376,417.03428797051714
377,417.9818731240755
378,415.2160564103923
379,417.58400984662734
380,465.0154378547617
381,561.6160548565105
382,561.0051346899454
383,555.0256291893422
384,553.9368497704609
385,555.404137710068
386,563.1688039637307
387,561.3460982709955
388,554.0702658119363
389,560.3987165517257
390,560.7169996727768
391,558.1463528151203
392,531.544830198167
393,279.3589329427156
394,281.6207935296956
395,282.4148858002115
396,295.4661147377286
397,321.5835242090247
398,321.5835242090247
399,321.0569879030312
400,325.9283640584678
401,323.48089855879005
402,345.6325428181428
403,366.3342734127455
404,370.81995293566695
405,378.09866925411416
406,372.3015730650158
407,373.79846935162254
408,368.4639100724229
409,351.61249838269964
410,351.4200737954447
411,353.5273948282501
412,354.36659047267204
413,353.9521621830458
414,366.92382840951797
415,338.8425884467892
416,338.7696227229788
417,338.48564213822004
418,342.60715841552917
419,342.73022594862636
420,340.76618461835494
421,395.1733110307965
422,419.3792096662828
423,412.1900969736582
424,411.06696116364617
425,416.7768770609378
426,403.6899982266681
427,403.8786053008873
428,402.159453435972
429,401.1309792414483
430,398.32327610665084
431,402.3966595949697
