Timestamp,HR
1560887341.0,77.0
1560887342.0,82.25
1560887343.0,85.4
1560887344.0,87.83
1560887345.0,90.0
1560887346.0,90.25
1560887347.0,90.11
1560887348.0,89.9
1560887349.0,90.0
1560887350.0,90.17
1560887351.0,89.54
1560887352.0,89.79
1560887353.0,89.8
1560887354.0,89.88
1560887355.0,89.94
1560887356.0,90.0
1560887357.0,90.05
1560887358.0,90.1
1560887359.0,90.1
1560887360.0,90.14
1560887361.0,90.13
1560887362.0,90.25
1560887363.0,90.32
1560887364.0,90.42
1560887365.0,90.56
1560887366.0,90.68
1560887367.0,90.83
1560887368.0,90.97
1560887369.0,90.97
1560887370.0,90.91
1560887371.0,90.67
1560887372.0,90.65
1560887373.0,90.66
1560887374.0,90.56
1560887375.0,90.19
1560887376.0,89.47
1560887377.0,88.79
1560887378.0,88.15
1560887379.0,87.56
1560887380.0,87.0
1560887381.0,86.47
1560887382.0,85.95
1560887383.0,85.49
1560887384.0,85.11
1560887385.0,85.04
1560887386.0,85.0
1560887387.0,84.92
1560887388.0,84.86
1560887389.0,84.8
1560887390.0,84.62
1560887391.0,84.4
1560887392.0,84.19
1560887393.0,83.98
1560887394.0,83.79
1560887395.0,83.6
1560887396.0,83.45
1560887397.0,83.31
1560887398.0,83.17
1560887399.0,83.0
1560887400.0,82.83
1560887401.0,83.07
1560887402.0,82.65
1560887403.0,82.22
1560887404.0,81.73
1560887405.0,81.18
1560887406.0,80.82
1560887407.0,80.48
1560887408.0,80.12
1560887409.0,80.17
1560887410.0,80.17
1560887411.0,80.3
1560887412.0,80.22
1560887413.0,80.18
1560887414.0,80.07
1560887415.0,79.83
1560887416.0,79.62
1560887417.0,79.45
1560887418.0,79.23
1560887419.0,79.03
1560887420.0,78.8
1560887421.0,78.67
1560887422.0,78.47
1560887423.0,78.02
1560887424.0,77.53
1560887425.0,77.03
1560887426.0,76.53
1560887427.0,76.05
1560887428.0,75.58
1560887429.0,75.2
1560887430.0,74.88
1560887431.0,74.68
1560887432.0,74.37
1560887433.0,74.03
1560887434.0,73.78
1560887435.0,73.65
1560887436.0,73.72
1560887437.0,73.77
1560887438.0,74.02
1560887439.0,74.25
1560887440.0,74.48
1560887441.0,74.73
1560887442.0,74.98
1560887443.0,75.18
1560887444.0,75.32
1560887445.0,75.22
1560887446.0,74.95
1560887447.0,74.73
1560887448.0,74.5
1560887449.0,74.3
1560887450.0,74.25
1560887451.0,74.27
1560887452.0,74.28
1560887453.0,74.3
1560887454.0,74.28
1560887455.0,74.27
1560887456.0,74.18
1560887457.0,74.1
1560887458.0,73.98
1560887459.0,73.83
1560887460.0,73.68
1560887461.0,73.53
1560887462.0,73.42
1560887463.0,73.33
1560887464.0,73.27
1560887465.0,73.25
1560887466.0,73.25
1560887467.0,73.27
1560887468.0,73.35
1560887469.0,72.98
1560887470.0,72.65
1560887471.0,72.37
1560887472.0,72.08
1560887473.0,71.78
1560887474.0,71.53
1560887475.0,71.4
1560887476.0,71.25
1560887477.0,71.07
1560887478.0,70.93
1560887479.0,70.82
1560887480.0,70.68
1560887481.0,70.45
1560887482.0,70.25
1560887483.0,70.22
1560887484.0,70.17
1560887485.0,70.23
1560887486.0,70.32
1560887487.0,70.38
1560887488.0,70.45
1560887489.0,70.52
1560887490.0,70.55
1560887491.0,70.55
1560887492.0,70.6
1560887493.0,70.67
1560887494.0,70.68
1560887495.0,70.7
1560887496.0,70.72
1560887497.0,70.8
1560887498.0,70.55
1560887499.0,70.28
1560887500.0,70.0
1560887501.0,69.7
1560887502.0,69.38
1560887503.0,69.13
1560887504.0,68.9
1560887505.0,68.67
1560887506.0,68.6
1560887507.0,68.53
1560887508.0,68.47
1560887509.0,68.38
1560887510.0,68.27
1560887511.0,68.15
1560887512.0,68.07
1560887513.0,67.95
1560887514.0,67.9
1560887515.0,67.87
1560887516.0,67.88
1560887517.0,67.92
1560887518.0,67.98
1560887519.0,68.1
1560887520.0,68.2
1560887521.0,68.33
1560887522.0,68.45
1560887523.0,68.55
1560887524.0,68.65
1560887525.0,68.73
1560887526.0,68.85
1560887527.0,69.0
1560887528.0,69.15
1560887529.0,69.32
1560887530.0,69.47
1560887531.0,69.7
1560887532.0,69.93
1560887533.0,70.17
1560887534.0,70.42
1560887535.0,70.67
1560887536.0,70.92
1560887537.0,71.1
1560887538.0,71.3
1560887539.0,71.42
1560887540.0,71.57
1560887541.0,71.72
1560887542.0,71.93
1560887543.0,72.2
1560887544.0,72.5
1560887545.0,72.67
1560887546.0,72.82
1560887547.0,72.83
1560887548.0,72.83
1560887549.0,72.83
1560887550.0,72.85
1560887551.0,72.88
1560887552.0,72.75
1560887553.0,72.58
1560887554.0,72.4
1560887555.0,72.18
1560887556.0,71.98
1560887557.0,71.68
1560887558.0,71.58
1560887559.0,71.45
1560887560.0,71.32
1560887561.0,71.22
1560887562.0,71.18
1560887563.0,71.12
1560887564.0,71.0
1560887565.0,70.92
1560887566.0,70.72
1560887567.0,70.5
1560887568.0,70.32
1560887569.0,70.1
1560887570.0,69.88
1560887571.0,69.73
1560887572.0,69.53
1560887573.0,69.37
1560887574.0,69.17
1560887575.0,68.93
1560887576.0,68.68
1560887577.0,68.38
1560887578.0,68.08
1560887579.0,67.77
1560887580.0,67.47
1560887581.0,67.23
1560887582.0,67.0
1560887583.0,66.75
1560887584.0,66.47
1560887585.0,66.07
1560887586.0,65.9
1560887587.0,65.7
1560887588.0,65.48
1560887589.0,65.23
1560887590.0,64.98
1560887591.0,64.63
1560887592.0,64.32
1560887593.0,64.03
1560887594.0,63.88
1560887595.0,63.73
1560887596.0,63.47
1560887597.0,63.3
1560887598.0,63.15
1560887599.0,63.08
1560887600.0,63.02
1560887601.0,62.97
1560887602.0,62.82
1560887603.0,62.65
1560887604.0,62.5
1560887605.0,62.33
1560887606.0,62.18
1560887607.0,62.17
1560887608.0,62.15
1560887609.0,62.13
1560887610.0,62.12
1560887611.0,62.1
1560887612.0,62.22
1560887613.0,62.33
1560887614.0,62.48
1560887615.0,62.7
1560887616.0,62.88
1560887617.0,63.1
1560887618.0,63.42
1560887619.0,63.77
1560887620.0,64.13
1560887621.0,64.42
1560887622.0,64.67
1560887623.0,64.87
1560887624.0,65.13
1560887625.0,65.42
1560887626.0,65.82
1560887627.0,66.22
1560887628.0,66.53
1560887629.0,66.93
1560887630.0,67.33
1560887631.0,67.62
1560887632.0,67.9
1560887633.0,68.18
1560887634.0,68.47
1560887635.0,68.77
1560887636.0,69.08
1560887637.0,69.43
1560887638.0,69.78
1560887639.0,70.12
1560887640.0,70.47
1560887641.0,70.73
1560887642.0,71.0
1560887643.0,71.3
1560887644.0,71.63
1560887645.0,72.05
1560887646.0,72.02
1560887647.0,71.9
1560887648.0,71.82
1560887649.0,71.8
1560887650.0,71.78
1560887651.0,71.7
1560887652.0,71.62
1560887653.0,71.52
1560887654.0,71.3
1560887655.0,71.08
1560887656.0,71.0
1560887657.0,70.9
1560887658.0,70.77
1560887659.0,70.62
1560887660.0,70.48
1560887661.0,70.35
1560887662.0,70.2
1560887663.0,70.08
1560887664.0,69.92
1560887665.0,69.78
1560887666.0,69.63
1560887667.0,69.68
1560887668.0,69.75
1560887669.0,69.78
1560887670.0,69.8
1560887671.0,69.75
1560887672.0,69.7
1560887673.0,69.65
1560887674.0,69.62
1560887675.0,69.67
1560887676.0,69.77
1560887677.0,69.88
1560887678.0,69.68
1560887679.0,69.48
1560887680.0,69.28
1560887681.0,69.15
1560887682.0,68.95
1560887683.0,68.82
1560887684.0,68.67
1560887685.0,68.72
1560887686.0,68.72
1560887687.0,68.72
1560887688.0,68.77
1560887689.0,68.68
1560887690.0,68.6
1560887691.0,68.5
1560887692.0,68.38
1560887693.0,68.3
1560887694.0,68.22
1560887695.0,68.13
1560887696.0,68.03
1560887697.0,67.93
1560887698.0,67.83
1560887699.0,67.75
1560887700.0,67.67
1560887701.0,67.6
1560887702.0,67.6
1560887703.0,67.6
1560887704.0,67.58
1560887705.0,67.47
1560887706.0,67.53
1560887707.0,67.68
1560887708.0,67.8
1560887709.0,67.85
1560887710.0,67.92
1560887711.0,68.03
1560887712.0,68.17
1560887713.0,68.25
1560887714.0,68.3
1560887715.0,68.35
1560887716.0,68.43
1560887717.0,68.43
1560887718.0,68.47
1560887719.0,68.53
1560887720.0,68.68
1560887721.0,68.77
1560887722.0,68.93
1560887723.0,69.15
1560887724.0,69.38
1560887725.0,69.6
1560887726.0,69.82
1560887727.0,69.8
1560887728.0,69.82
1560887729.0,69.85
1560887730.0,69.83
1560887731.0,69.88
1560887732.0,69.92
1560887733.0,69.97
1560887734.0,70.07
1560887735.0,70.1
1560887736.0,70.08
1560887737.0,70.07
1560887738.0,70.22
1560887739.0,70.4
1560887740.0,70.6
1560887741.0,70.78
1560887742.0,71.02
1560887743.0,71.22
1560887744.0,71.4
1560887745.0,71.35
1560887746.0,71.3
1560887747.0,71.23
1560887748.0,71.13
1560887749.0,71.12
1560887750.0,71.12
1560887751.0,71.13
1560887752.0,71.18
1560887753.0,71.53
1560887754.0,71.88
1560887755.0,72.22
1560887756.0,72.53
1560887757.0,72.85
1560887758.0,73.15
1560887759.0,73.45
1560887760.0,73.72
1560887761.0,73.98
1560887762.0,74.18
1560887763.0,74.32
1560887764.0,74.48
1560887765.0,74.82
1560887766.0,75.13
1560887767.0,75.45
1560887768.0,75.75
1560887769.0,75.98
1560887770.0,76.25
1560887771.0,76.6
1560887772.0,76.92
1560887773.0,77.23
1560887774.0,77.57
1560887775.0,77.9
1560887776.0,78.15
1560887777.0,78.45
1560887778.0,78.77
1560887779.0,79.07
1560887780.0,79.28
1560887781.0,79.58
1560887782.0,79.85
1560887783.0,79.8
1560887784.0,79.78
1560887785.0,79.78
1560887786.0,79.82
1560887787.0,79.87
1560887788.0,79.87
1560887789.0,79.87
1560887790.0,79.92
1560887791.0,79.97
1560887792.0,80.03
1560887793.0,80.13
1560887794.0,80.13
1560887795.0,80.18
1560887796.0,80.3
1560887797.0,80.42
1560887798.0,80.53
1560887799.0,80.63
1560887800.0,80.7
1560887801.0,80.77
1560887802.0,80.83
1560887803.0,80.92
1560887804.0,81.03
1560887805.0,81.27
1560887806.0,81.52
1560887807.0,81.78
1560887808.0,82.08
1560887809.0,82.37
1560887810.0,82.65
1560887811.0,82.93
1560887812.0,83.2
1560887813.0,83.12
1560887814.0,83.03
1560887815.0,82.97
1560887816.0,82.9
1560887817.0,82.82
1560887818.0,82.75
1560887819.0,82.68
1560887820.0,82.6
1560887821.0,82.47
1560887822.0,82.33
1560887823.0,82.23
1560887824.0,82.1
1560887825.0,81.92
1560887826.0,81.73
1560887827.0,81.57
1560887828.0,81.45
1560887829.0,81.42
1560887830.0,81.38
1560887831.0,81.28
1560887832.0,81.22
1560887833.0,81.2
1560887834.0,81.18
1560887835.0,81.18
1560887836.0,81.22
1560887837.0,81.23
1560887838.0,81.18
1560887839.0,81.08
1560887840.0,81.0
1560887841.0,80.92
1560887842.0,80.82
1560887843.0,81.05
1560887844.0,81.25
1560887845.0,81.43
1560887846.0,81.58
1560887847.0,81.73
1560887848.0,81.88
1560887849.0,82.03
1560887850.0,82.17
1560887851.0,82.32
1560887852.0,82.45
1560887853.0,82.57
1560887854.0,82.72
1560887855.0,82.78
1560887856.0,82.8
1560887857.0,82.73
1560887858.0,82.68
1560887859.0,82.65
1560887860.0,82.62
1560887861.0,82.57
1560887862.0,82.53
1560887863.0,82.5
1560887864.0,82.43
1560887865.0,82.22
1560887866.0,81.98
1560887867.0,81.73
1560887868.0,81.5
1560887869.0,81.25
1560887870.0,80.97
1560887871.0,80.68
1560887872.0,80.42
1560887873.0,80.18
1560887874.0,79.97
1560887875.0,79.77
1560887876.0,79.58
1560887877.0,79.43
1560887878.0,79.27
1560887879.0,79.1
1560887880.0,78.97
