,HR
653,82.98
654,82.93
655,82.9
656,82.9
657,82.88
658,82.88
659,82.9
660,82.92
661,82.97
662,83.02
663,83.05
664,83.12
665,83.17
666,83.22
667,83.28
668,83.33
669,83.37
670,83.35
671,83.33
672,83.3
673,83.27
674,83.23
675,83.2
676,83.17
677,83.18
678,83.2
679,83.2
680,83.2
681,83.2
682,83.22
683,83.22
684,83.23
685,83.25
686,83.3
687,83.38
688,83.48
689,83.58
690,83.68
691,83.77
692,83.78
693,83.8
694,83.75
695,83.72
696,83.63
697,83.58
698,83.57
699,83.58
700,83.65
701,83.72
702,83.83
703,84.0
704,84.17
705,84.32
706,84.47
707,84.58
708,84.7
709,84.78
710,84.87
711,84.92
712,84.97
713,85.02
714,85.08
715,85.13
716,85.18
717,85.23
718,85.28
719,85.35
720,85.45
721,85.57
722,85.67
723,85.8
724,85.93
725,86.05
726,86.1
727,86.12
728,86.12
729,86.13
730,86.2
731,86.27
732,86.42
733,86.55
734,86.65
735,86.75
736,86.83
737,86.82
738,86.78
739,86.72
740,86.63
741,86.53
742,86.43
743,86.33
744,86.23
745,86.17
746,86.1
747,86.03
748,85.98
749,85.93
750,85.87
751,85.78
752,85.73
753,85.68
754,85.72
755,85.77
756,85.85
757,85.95
758,86.05
759,86.18
760,86.33
761,86.5
762,86.67
763,86.82
764,86.98
765,87.07
766,87.17
767,87.3
768,87.42
769,87.55
770,87.68
771,87.83
772,87.98
773,88.13
774,88.28
775,88.43
776,88.53
777,88.62
778,88.67
779,88.7
780,88.68
781,88.62
782,88.57
783,88.52
784,88.45
785,88.4
786,88.4
787,88.4
788,88.43
789,88.45
790,88.43
791,88.4
792,88.32
793,88.27
794,88.23
795,88.18
796,88.13
797,88.08
798,88.1
799,88.12
800,88.13
801,88.15
802,88.18
803,88.2
804,88.2
805,88.17
806,88.13
807,88.13
808,88.17
809,88.2
810,88.27
811,88.38
812,88.52
813,88.68
814,88.8
815,88.87
816,88.95
817,89.02
818,89.07
819,89.08
820,89.07
821,88.98
822,88.87
823,88.73
824,88.58
825,88.53
826,88.33
827,88.1
828,87.87
829,87.62
830,87.37
831,87.08
832,86.8
833,86.53
834,86.28
835,86.05
836,85.9
837,85.78
838,85.7
839,85.63
840,85.62
841,85.67
842,85.72
843,85.75
844,85.77
845,85.78
846,85.8
847,85.8
848,85.75
849,85.68
850,85.63
851,85.63
852,85.6
853,85.52
854,85.43
855,85.38
856,85.33
857,85.38
858,85.42
859,85.62
860,85.83
861,86.1
862,86.33
863,86.57
864,86.8
865,87.07
866,87.33
867,87.55
868,87.85
869,88.15
870,88.58
871,88.93
872,89.2
873,89.47
874,89.72
875,89.97
876,90.2
877,90.4
878,90.57
879,90.68
880,90.78
881,90.9
882,91.0
883,91.12
884,91.27
885,91.32
886,91.53
887,91.73
888,91.93
889,92.13
890,92.38
891,92.63
892,92.95
893,93.23
894,93.58
895,93.98
896,94.32
897,94.63
898,94.95
899,95.27
900,95.55
901,95.85
902,96.12
903,96.4
904,96.72
905,97.02
906,97.32
907,97.68
908,98.17
909,98.7
910,99.22
911,99.7
912,100.2
913,100.7
914,101.22
915,101.98
916,102.75
917,103.48
918,104.17
919,104.7
920,105.23
921,105.73
922,106.25
923,106.83
924,107.4
925,107.88
926,108.05
927,108.08
928,107.93
929,107.7
930,107.32
931,107.08
932,106.92
933,106.72
934,106.58
935,106.45
936,106.37
937,106.3
938,106.28
939,106.17
940,106.1
941,106.2
942,106.37
943,106.53
944,106.72
945,106.97
946,107.13
947,107.4
948,107.65
949,107.87
950,107.97
951,108.15
952,108.23
953,108.17
954,108.07
955,108.05
956,107.68
957,107.3
958,106.82
959,106.3
960,105.8
961,105.25
962,104.72
963,104.05
964,103.38
965,102.72
966,102.05
967,101.38
968,100.65
969,99.9
970,99.18
971,98.48
972,97.8
973,97.15
974,96.48
975,95.52
976,94.55
977,93.5
978,92.5
979,91.53
980,90.57
981,89.62
982,88.68
983,87.73
984,86.8
985,85.92
986,85.32
987,84.83
988,84.4
989,84.05
990,83.68
991,83.22
992,82.73
993,82.3
994,81.83
995,81.38
996,80.87
997,80.4
998,79.9
999,79.5
1000,79.08
1001,78.53
1002,77.95
1003,77.38
1004,76.78
1005,76.2
1006,75.65
1007,75.03
1008,74.42
1009,73.83
1010,73.33
1011,72.82
1012,72.37
1013,72.1
1014,71.77
1015,71.35
1016,71.32
1017,71.28
1018,71.35
1019,71.43
1020,71.53
1021,71.67
1022,71.88
1023,72.17
1024,72.42
1025,72.67
1026,72.88
1027,73.05
1028,73.32
1029,73.58
1030,73.85
1031,74.08
1032,74.3
1033,74.55
1034,74.7
1035,74.88
1036,75.05
1037,75.27
1038,75.42
1039,75.55
1040,75.68
1041,75.85
1042,76.0
1043,76.02
1044,76.03
1045,76.02
1046,75.98
1047,75.97
1048,75.98
1049,76.02
1050,76.08
1051,76.13
1052,76.13
1053,76.12
1054,76.1
1055,76.08
1056,76.07
1057,75.98
1058,75.92
1059,75.88
1060,75.83
1061,75.78
1062,75.75
1063,75.75
1064,75.75
1065,75.75
1066,75.78
1067,75.8
1068,75.83
1069,75.85
1070,75.88
1071,75.87
1072,75.83
1073,75.78
1074,75.75
1075,75.67
1076,75.57
1077,75.5
1078,75.4
1079,75.28
1080,75.13
1081,74.95
1082,74.73
1083,74.57
1084,74.42
1085,74.27
1086,74.17
1087,74.1
1088,73.93
1089,73.75
1090,73.53
1091,73.33
1092,73.13
1093,72.9
1094,72.73
1095,72.55
1096,72.37
1097,72.15
1098,71.97
1099,71.78
1100,71.62
1101,71.4
1102,71.2
1103,71.1
1104,71.02
1105,70.97
1106,70.97
1107,70.98
1108,70.97
1109,70.93
1110,70.88
1111,70.85
1112,70.88
1113,70.87
1114,70.85
1115,70.83
1116,70.83
1117,70.87
1118,70.88
1119,70.9
1120,70.92
1121,70.93
1122,70.92
1123,70.85
1124,70.77
1125,70.7
1126,70.62
1127,70.57
1128,70.52
1129,70.52
1130,70.5
1131,70.53
1132,70.55
1133,70.62
1134,70.7
1135,70.75
1136,70.77
1137,70.77
1138,70.77
1139,70.77
1140,70.72
1141,70.7
1142,70.7
1143,70.72
1144,70.73
1145,70.75
1146,70.75
1147,70.73
1148,70.67
1149,70.6
1150,70.57
1151,70.53
1152,70.5
1153,70.48
1154,70.48
1155,70.5
1156,70.52
1157,70.57
1158,70.63
1159,70.72
1160,70.75
1161,70.75
1162,70.72
1163,70.7
1164,70.65
1165,70.6
1166,70.65
1167,70.67
1168,70.67
1169,70.65
1170,70.63
1171,70.62
1172,70.6
1173,70.62
1174,70.63
1175,70.63
1176,70.63
1177,70.62
1178,70.62
1179,70.6
1180,70.58
1181,70.57
1182,70.53
1183,70.52
1184,70.5
1185,70.45
1186,70.38
1187,70.27
1188,70.13
1189,69.97
1190,69.78
1191,69.55
1192,69.33
1193,69.08
1194,68.83
1195,68.6
1196,68.38
1197,68.17
1198,67.97
1199,67.78
1200,67.67
1201,67.52
1202,67.33
1203,67.18
1204,67.03
1205,66.92
1206,66.8
1207,66.67
1208,66.55
1209,66.43
1210,66.3
1211,66.17
1212,66.03
1213,65.88
1214,65.75
1215,65.6
1216,65.48
1217,65.35
1218,65.2
1219,65.03
1220,64.92
1221,64.82
1222,64.73
1223,64.63
1224,64.52
1225,64.38
1226,64.13
1227,63.87
1228,63.58
1229,63.33
1230,63.05
1231,62.77
1232,62.53
1233,62.3
1234,62.33
1235,62.37
1236,62.43
1237,62.55
1238,62.68
1239,62.97
1240,63.3
1241,63.63
1242,64.0
1243,64.37
1244,64.77
1245,65.2
1246,65.68
1247,66.2
1248,66.73
1249,67.3
1250,67.9
1251,68.5
1252,69.12
1253,69.77
1254,70.35
1255,70.97
1256,71.58
1257,72.18
1258,72.75
1259,73.33
1260,73.9
1261,74.42
1262,75.02
1263,75.52
1264,75.97
1265,76.47
1266,76.97
1267,77.53
1268,78.05
1269,78.63
1270,79.2
1271,79.8
1272,80.4
1273,81.02
1274,81.63
1275,82.08
1276,82.43
1277,82.77
1278,83.1
1279,83.42
1280,83.67
1281,84.05
1282,84.45
1283,84.88
1284,85.35
1285,85.8
1286,86.27
1287,86.75
1288,87.2
1289,87.65
1290,87.98
1291,88.33
1292,88.68
1293,89.07
1294,89.2
1295,89.35
1296,89.47
1297,89.52
1298,89.47
1299,89.23
1300,89.0
1301,88.75
1302,88.47
1303,88.17
1304,87.82
1305,87.43
1306,86.98
1307,86.53
1308,86.07
1309,85.58
1310,85.05
1311,84.72
1312,84.35
1313,83.95
1314,83.6
1315,83.27
1316,83.05
1317,82.82
1318,82.67
1319,82.52
1320,82.35
1321,82.22
1322,82.02
1323,81.93
1324,81.87
1325,81.77
1326,81.67
1327,81.47
1328,81.4
1329,81.28
1330,81.33
1331,81.38
1332,81.47
1333,81.67
1334,81.88
1335,82.3
1336,82.83
1337,82.43
1338,82.07
1339,81.68
1340,81.37
1341,80.93
1342,80.48
1343,80.02
1344,79.55
1345,79.1
1346,78.62
1347,78.18
1348,77.8
1349,77.42
1350,77.15
1351,76.9
1352,76.83
1353,76.73
1354,76.58
1355,76.42
1356,76.3
1357,76.23
1358,76.23
1359,76.27
1360,76.25
1361,76.17
1362,76.12
1363,76.02
1364,75.97
1365,76.0
1366,76.05
1367,76.1
1368,76.0
1369,75.93
1370,75.88
1371,75.63
1372,75.42
1373,75.22
1374,75.02
1375,74.78
1376,74.38
1377,74.03
1378,73.62
1379,73.22
1380,72.87
1381,72.45
1382,72.02
1383,71.55
1384,71.12
1385,70.67
1386,70.22
1387,69.83
1388,69.37
1389,68.97
1390,68.42
1391,67.82
1392,67.17
1393,66.37
1394,65.53
1395,64.68
1396,63.77
1397,63.77
1398,63.7
1399,63.67
1400,63.6
1401,63.48
1402,63.37
1403,63.23
1404,63.13
1405,63.05
1406,62.97
1407,62.85
1408,62.75
1409,62.65
1410,62.6
1411,62.53
1412,62.25
1413,61.95
1414,61.72
1415,61.5
1416,61.2
1417,60.87
1418,60.52
1419,60.15
1420,59.8
1421,59.57
1422,59.38
1423,59.35
1424,59.27
1425,59.13
1426,59.02
1427,58.92
1428,58.97
1429,58.98
1430,58.97
1431,58.95
1432,58.92
1433,58.87
1434,58.82
1435,58.75
1436,58.73
1437,58.68
1438,58.65
1439,58.58
1440,58.52
1441,58.53
1442,58.52
1443,58.5
1444,58.47
1445,58.42
1446,58.35
1447,58.27
1448,58.2
1449,58.05
1450,57.92
1451,57.8
1452,57.68
1453,57.58
1454,57.5
1455,57.4
1456,57.33
1457,57.32
1458,57.33
1459,57.37
1460,57.43
1461,57.53
1462,57.65
1463,57.78
1464,57.88
1465,58.0
1466,58.15
1467,58.3
1468,58.47
1469,58.62
1470,58.75
1471,58.88
1472,59.03
1473,59.2
1474,59.35
1475,59.5
1476,59.68
1477,59.87
1478,60.07
1479,60.28
1480,60.48
1481,60.63
1482,60.72
1483,60.72
1484,60.75
1485,60.75
1486,60.73
1487,60.72
1488,60.72
1489,60.73
1490,60.8
1491,60.9
1492,61.0
1493,61.1
1494,61.2
1495,61.28
1496,61.35
1497,61.43
1498,61.52
1499,61.58
1500,61.63
1501,61.68
1502,61.75
1503,61.8
1504,61.87
1505,61.92
1506,61.98
1507,62.03
1508,62.07
1509,62.12
1510,62.17
1511,62.22
1512,62.28
1513,62.35
1514,62.42
1515,62.5
1516,62.6
1517,62.67
1518,62.72
1519,62.75
1520,62.75
1521,62.75
1522,62.75
1523,62.75
1524,62.77
1525,62.77
1526,62.77
1527,62.78
1528,62.8
1529,62.82
1530,62.82
1531,62.82
1532,62.8
1533,62.78
1534,62.73
1535,62.7
1536,62.67
1537,62.62
1538,62.55
1539,62.5
1540,62.43
1541,62.38
1542,62.37
1543,62.32
1544,62.27
1545,62.23
1546,62.23
1547,62.22
1548,62.2
1549,62.2
1550,62.18
1551,62.15
1552,62.12
1553,62.08
1554,62.05
1555,62.02
1556,62.0
1557,61.97
1558,61.97
1559,62.0
1560,62.03
1561,62.07
1562,62.1
1563,62.13
1564,62.17
1565,62.22
1566,62.3
1567,62.38
1568,62.47
1569,62.55
1570,62.63
1571,62.7
1572,62.75
1573,62.78
1574,62.8
1575,62.8
1576,62.78
1577,62.78
1578,62.78
1579,62.78
1580,62.8
1581,62.8
1582,62.8
1583,62.8
1584,62.78
1585,62.77
1586,62.73
1587,62.68
1588,62.62
1589,62.55
1590,62.5
1591,62.45
1592,62.38
1593,62.32
1594,62.27
1595,62.23
1596,62.22
1597,62.23
1598,62.27
1599,62.27
1600,62.37
1601,62.45
1602,62.5
1603,62.55
1604,62.58
1605,62.57
1606,62.55
1607,62.55
1608,62.55
1609,62.53
1610,62.52
1611,62.5
1612,62.5
1613,62.5
1614,62.48
1615,62.48
1616,62.47
1617,62.42
1618,62.32
1619,62.18
1620,62.03
1621,61.9
1622,61.7
1623,61.52
1624,61.35
1625,61.13
1626,60.87
1627,60.62
1628,60.35
1629,60.2
1630,59.97
1631,59.7
1632,59.85
1633,60.05
1634,60.27
1635,60.47
1636,60.68
1637,60.92
1638,61.18
1639,61.45
1640,61.73
1641,62.02
1642,62.27
1643,62.52
1644,62.75
1645,62.98
1646,63.23
1647,63.52
1648,63.8
1649,64.1
1650,64.42
1651,64.72
1652,65.0
1653,65.33
1654,65.63
1655,65.88
1656,66.15
1657,66.4
1658,66.57
1659,66.75
1660,66.9
1661,67.0
1662,66.87
1663,66.77
1664,66.7
1665,66.68
1666,66.65
1667,66.62
1668,66.58
1669,66.53
1670,66.48
1671,66.42
1672,66.33
1673,66.25
1674,66.18
1675,66.12
1676,66.08
1677,66.1
1678,66.15
1679,66.22
1680,66.3
1681,66.35
1682,66.47
1683,66.57
1684,66.65
1685,66.92
1686,67.2
1687,67.62
1688,68.15
1689,68.58
1690,69.05
1691,69.53
1692,69.57
1693,69.57
1694,69.63
1695,69.65
1696,69.67
1697,69.67
1698,69.63
1699,69.67
1700,69.68
1701,69.73
1702,69.53
1703,69.3
1704,69.08
1705,68.87
1706,68.63
1707,68.38
1708,68.12
1709,67.82
1710,67.63
1711,67.45
1712,67.33
1713,67.22
1714,67.13
1715,67.08
1716,67.02
1717,66.95
1718,66.97
1719,67.02
1720,67.0
1721,67.03
1722,67.3
1723,67.52
1724,67.75
1725,67.95
1726,68.13
1727,68.3
1728,68.47
1729,68.62
1730,68.72
1731,68.8
1732,68.85
1733,68.88
1734,68.92
1735,68.93
1736,68.92
1737,68.77
1738,68.57
1739,68.38
1740,68.22
1741,68.1
1742,67.95
1743,67.82
1744,67.72
1745,67.5
1746,67.25
1747,66.9
1748,66.47
1749,65.97
1750,65.57
1751,65.23
1752,64.95
1753,64.67
1754,64.33
1755,64.02
1756,63.88
1757,63.73
1758,63.58
1759,63.33
1760,63.08
1761,62.82
1762,62.82
1763,62.83
1764,62.88
1765,62.97
1766,63.12
1767,63.25
1768,63.4
1769,63.58
1770,63.62
1771,63.65
1772,63.63
1773,63.55
1774,63.47
1775,63.35
1776,63.22
1777,63.07
1778,62.9
1779,62.7
1780,62.5
1781,62.3
1782,62.12
1783,61.97
1784,61.8
1785,61.68
1786,61.58
1787,61.47
1788,61.37
1789,61.28
1790,61.25
1791,61.25
1792,61.3
1793,61.35
1794,61.42
1795,61.5
1796,61.6
1797,61.83
1798,62.1
1799,62.35
1800,62.57
1801,62.75
1802,62.97
1803,63.15
1804,63.3
1805,63.43
1806,63.6
1807,63.73
1808,63.88
1809,64.08
1810,64.23
1811,64.35
1812,64.47
1813,64.58
1814,64.68
1815,64.85
1816,64.83
1817,64.83
1818,64.85
1819,64.9
1820,64.97
1821,65.03
1822,65.12
1823,65.2
1824,65.25
1825,65.25
1826,65.18
1827,65.1
1828,65.0
1829,64.87
1830,64.73
1831,64.6
1832,64.48
1833,64.4
1834,64.33
1835,64.3
1836,64.25
1837,64.22
1838,64.22
1839,64.22
1840,64.23
1841,64.27
1842,64.28
1843,64.32
1844,64.33
1845,64.33
1846,64.3
1847,64.28
1848,64.25
1849,64.22
1850,64.18
1851,64.15
1852,64.1
1853,64.08
1854,64.05
1855,64.03
1856,64.02
1857,64.0
1858,63.98
1859,63.97
1860,63.97
1861,63.97
1862,63.97
1863,63.98
1864,64.02
1865,64.08
1866,64.17
1867,64.27
1868,64.35
1869,64.45
1870,64.55
1871,64.67
1872,64.77
1873,64.85
1874,64.93
1875,65.02
1876,65.07
1877,65.22
1878,65.38
1879,65.65
1880,65.87
1881,66.03
1882,66.2
1883,66.35
1884,66.48
1885,66.63
1886,66.78
1887,66.93
1888,67.07
1889,67.23
1890,67.42
1891,67.58
1892,67.75
1893,67.92
1894,68.08
1895,68.2
1896,68.33
1897,68.45
1898,68.55
1899,68.65
1900,68.75
1901,68.85
1902,68.97
1903,69.08
1904,69.2
1905,69.3
1906,69.43
1907,69.53
1908,69.67
1909,69.82
1910,69.98
1911,70.17
1912,70.38
1913,70.57
1914,70.77
1915,70.93
1916,71.08
1917,71.23
1918,71.38
1919,71.52
1920,71.63
1921,71.72
1922,71.82
1923,71.88
1924,71.92
1925,71.92
1926,71.9
1927,71.87
1928,71.83
1929,71.8
1930,71.77
1931,71.72
1932,71.7
1933,71.7
1934,71.72
1935,71.72
1936,71.75
1937,71.68
1938,71.62
1939,71.43
1940,71.28
1941,71.17
1942,71.02
1943,70.88
1944,70.73
1945,70.52
1946,70.3
1947,70.08
1948,69.92
1949,69.77
1950,69.67
1951,69.6
1952,69.58
1953,69.55
1954,69.48
1955,69.45
1956,69.47
1957,69.48
1958,69.47
1959,69.43
1960,69.38
1961,69.33
1962,69.27
1963,69.2
1964,69.12
1965,69.05
1966,69.03
1967,69.07
1968,69.07
1969,69.05
1970,69.02
