,HR
0,73.25
1,71.6
2,73.33
3,74.71
4,76.5
5,78.22
6,79.9
7,81.45
8,82.75
9,83.85
10,84.71
11,85.87
12,86.81
13,87.65
14,88.28
15,88.84
16,89.35
17,89.81
18,90.45
19,91.0
20,91.38
21,91.68
22,92.0
23,92.3
24,92.57
25,92.93
26,93.0
27,93.13
28,93.28
29,93.52
30,93.76
31,93.97
32,94.28
33,94.54
34,94.79
35,95.13
36,95.47
37,95.8
38,96.14
39,96.47
40,97.11
41,97.76
42,98.39
43,98.98
44,99.56
45,100.12
46,100.66
47,101.14
48,101.58
49,101.98
50,102.35
51,102.71
52,103.05
53,103.35
54,103.64
55,103.92
56,104.17
57,105.2
58,106.25
59,106.5
60,107.07
61,107.88
62,108.42
63,108.97
64,109.43
65,109.85
66,110.2
67,110.52
68,110.82
69,111.1
70,111.35
71,111.52
72,111.67
73,111.75
74,111.87
75,112.0
76,112.13
77,112.28
78,112.37
79,112.48
80,112.7
81,112.93
82,113.15
83,113.4
84,113.63
85,113.82
86,114.13
87,114.42
88,114.68
89,114.9
90,115.17
91,115.45
92,115.65
93,115.88
94,116.1
95,116.2
96,116.38
97,116.63
98,116.82
99,117.0
100,116.97
101,116.73
102,116.53
103,116.42
104,116.3
105,116.2
106,116.07
107,115.98
108,115.9
109,115.83
110,115.8
111,115.77
112,115.73
113,115.75
114,115.77
115,115.82
116,115.93
117,116.0
118,116.07
119,116.13
120,116.23
121,116.35
122,116.48
123,116.58
124,116.72
125,116.83
126,116.93
127,117.03
128,117.12
129,117.22
130,117.37
131,117.48
132,117.62
133,117.82
134,118.03
135,118.25
136,118.47
137,118.67
138,118.82
139,118.95
140,119.05
141,119.17
142,119.25
143,119.35
144,119.48
145,119.63
146,119.8
147,119.98
148,120.13
149,120.25
150,120.3
151,120.3
152,120.33
153,120.32
154,120.3
155,120.33
156,120.23
157,120.1
158,120.02
159,119.93
160,119.8
161,119.85
162,119.85
163,119.8
164,119.77
165,119.75
166,119.77
167,119.77
168,119.78
169,119.8
170,119.63
171,119.47
172,119.35
173,119.22
174,119.1
175,118.93
176,118.73
177,118.6
178,118.47
179,118.37
180,118.23
181,118.08
182,117.93
183,117.8
184,117.62
185,117.42
186,117.25
187,117.08
188,116.95
189,116.83
190,116.58
191,116.37
192,116.15
193,115.97
194,115.72
195,115.43
196,103.67
197,96.0
198,92.0
199,85.33
200,84.29
201,81.88
202,80.0
203,78.7
204,76.55
205,77.17
206,77.92
207,78.5
208,78.87
209,79.5
210,79.94
211,80.5
212,81.0
213,81.5
214,81.95
215,82.41
216,82.83
217,83.25
218,83.68
219,84.08
220,84.48
221,84.71
222,84.93
223,85.13
224,85.35
225,85.56
226,85.7
227,85.74
228,85.77
229,85.78
230,85.68
231,85.61
232,85.49
233,85.25
234,85.0
235,84.79
236,84.6
237,84.43
238,84.24
239,84.04
240,83.96
241,83.4
242,82.86
243,82.3
244,81.75
245,81.21
246,80.72
247,80.17
248,79.64
249,79.8
250,79.98
251,80.12
252,80.29
253,80.47
254,80.98
255,81.07
256,79.7
257,80.07
258,80.08
259,80.47
260,80.2
261,79.92
262,79.67
263,79.65
264,80.32
265,80.58
266,80.77
267,80.9
268,81.15
269,81.38
270,81.67
271,81.87
272,82.1
273,82.33
274,82.57
275,82.73
276,82.98
277,83.18
278,83.33
279,83.48
280,83.68
281,83.95
282,84.22
283,84.58
284,84.93
285,85.28
286,85.8
287,86.35
288,86.9
289,87.48
290,88.15
291,88.82
292,89.53
293,90.33
294,91.15
295,91.95
296,92.73
297,93.52
298,94.32
299,95.12
300,95.85
301,96.97
302,98.08
303,99.22
304,100.37
305,101.5
306,102.62
307,103.8
308,104.97
309,105.48
310,105.98
311,106.5
312,106.95
313,107.37
314,107.78
315,108.22
316,108.67
317,109.0
318,109.63
319,110.37
320,111.3
321,112.5
322,113.67
323,114.6
324,115.08
325,115.52
326,116.0
327,116.58
328,117.08
329,117.53
330,118.0
331,118.52
332,119.0
333,119.47
334,119.92
335,120.4
336,120.78
337,121.27
338,121.8
339,122.33
340,122.8
341,123.25
342,123.7
343,124.05
344,124.35
345,124.63
346,124.77
347,124.9
348,125.0
349,125.08
350,125.15
351,125.18
352,125.22
353,125.27
354,125.35
355,125.47
356,125.6
357,125.73
358,125.88
359,126.07
360,126.25
361,126.47
362,126.68
363,126.93
364,127.17
365,127.4
366,127.53
367,127.75
368,127.95
369,128.15
370,128.37
371,128.58
372,128.83
373,129.1
374,128.97
375,128.87
376,128.45
377,128.03
378,127.67
379,127.08
380,126.62
381,126.08
382,125.58
383,125.3
384,125.17
385,125.0
386,124.9
387,124.72
388,124.53
389,124.28
390,124.03
391,123.8
392,123.57
393,123.35
394,123.17
395,123.22
396,123.25
397,123.17
398,123.05
399,122.93
400,122.8
401,122.67
402,122.53
403,122.38
404,122.28
405,122.2
406,122.13
407,122.07
408,122.02
409,121.95
410,121.88
411,121.8
412,121.65
413,121.53
414,121.38
415,121.18
416,120.97
417,120.73
418,120.47
419,120.17
420,119.85
421,119.5
422,119.13
423,118.72
424,118.3
425,117.88
426,117.53
427,117.1
428,116.73
429,116.42
430,116.13
431,115.87
432,115.6
433,115.37
434,115.55
435,115.7
436,116.13
437,116.55
438,116.9
439,117.38
440,117.77
441,118.17
442,118.53
443,118.7
444,118.7
445,118.7
446,118.65
447,118.67
448,118.68
449,118.75
450,118.78
451,118.77
452,118.75
453,118.72
454,118.63
455,118.32
456,118.03
457,117.8
458,117.57
459,117.35
460,117.15
461,116.95
462,116.75
463,116.53
464,116.28
465,115.97
466,115.65
467,115.33
468,115.03
469,114.73
470,114.38
471,114.08
472,113.88
473,113.65
474,113.45
475,113.32
476,113.2
477,112.98
478,112.78
479,112.67
480,112.55
481,112.38
482,112.22
483,112.08
484,112.0
485,111.93
486,111.9
487,111.8
488,111.68
489,111.55
490,111.38
491,111.2
492,111.03
493,110.83
494,110.65
495,110.5
496,110.37
497,110.22
498,110.08
499,109.98
500,109.9
501,109.85
502,109.83
503,109.78
504,109.73
505,109.72
506,109.68
507,109.63
508,109.57
509,109.48
510,109.38
511,109.25
512,109.07
513,108.87
514,108.7
515,108.53
516,108.38
517,108.23
518,108.1
519,107.97
520,107.85
521,107.78
522,107.75
523,107.77
524,107.82
525,107.95
526,108.12
527,108.33
528,108.58
529,108.87
530,109.23
531,109.6
532,109.93
533,110.27
534,110.57
535,110.82
536,111.03
537,111.35
538,111.67
539,111.92
540,112.17
541,112.48
542,112.83
543,113.2
544,113.55
545,113.92
546,114.3
547,114.78
548,115.25
549,115.73
550,116.18
551,116.68
552,117.17
553,117.65
554,118.13
555,118.6
556,119.08
557,119.58
558,120.07
559,120.53
560,120.97
561,121.37
562,121.73
563,122.07
564,122.38
565,122.67
566,122.93
567,123.18
568,123.43
569,123.7
570,123.97
571,124.27
572,124.62
573,124.98
574,125.37
575,125.77
576,126.15
577,126.52
578,126.88
579,127.22
580,127.58
581,127.93
582,128.25
583,128.52
584,128.75
585,129.07
586,129.05
587,128.97
588,128.85
589,128.68
590,128.48
591,128.28
592,128.05
593,127.82
594,127.6
595,127.37
596,127.13
597,126.88
598,126.6
599,126.32
600,126.03
601,125.73
602,125.43
603,125.15
604,124.85
605,124.57
606,124.28
607,123.98
608,123.68
609,123.35
610,123.03
611,122.68
612,122.33
613,122.0
614,121.65
615,121.32
616,121.0
617,120.68
618,120.4
619,120.12
620,119.85
621,119.57
622,119.28
623,119.03
624,118.75
625,118.45
