,HR
0,84.25
1,80.8
2,80.0
3,79.43
4,78.88
5,78.44
6,78.2
7,78.18
8,78.25
9,78.46
10,78.64
11,78.87
12,79.19
13,79.71
14,80.17
15,80.58
16,80.9
17,81.24
18,81.55
19,81.87
20,82.12
21,82.36
22,82.58
23,82.74
24,82.86
25,82.9
26,82.9
27,82.87
28,82.94
29,83.03
30,83.15
31,83.26
32,83.39
33,83.51
34,83.66
35,83.82
36,83.97
37,84.1
38,84.24
39,84.37
40,84.48
41,84.58
42,84.67
43,84.79
44,84.94
45,85.08
46,85.22
47,85.33
48,85.27
49,85.25
50,85.26
51,85.25
52,85.25
53,85.26
54,85.28
55,85.32
56,85.35
57,84.98
58,85.2
59,85.27
60,85.22
61,85.5
62,85.65
63,85.82
64,85.98
65,86.12
66,86.22
67,86.27
68,86.33
69,86.23
70,86.3
71,86.35
72,86.33
73,86.28
74,86.22
75,86.12
76,86.05
77,86.0
78,85.92
79,85.78
80,85.65
81,85.55
82,85.43
83,85.35
84,85.42
85,85.52
86,85.67
87,85.85
88,85.95
89,86.03
90,86.1
91,86.15
92,86.27
93,86.38
94,86.45
95,86.52
96,86.67
97,86.85
98,87.0
99,87.1
100,87.23
101,87.4
102,87.53
103,87.58
104,87.62
105,87.63
106,87.63
107,87.68
108,87.88
109,88.05
110,88.15
111,88.27
112,88.4
113,88.55
114,88.73
115,88.9
116,89.05
117,89.25
118,89.58
119,89.92
120,90.22
121,90.47
122,90.72
123,90.97
124,91.23
125,91.52
126,91.8
127,92.13
128,92.48
129,93.0
130,93.33
131,93.67
132,94.03
133,94.47
134,94.93
135,95.48
136,95.97
137,96.43
138,96.92
139,97.45
140,98.05
141,98.62
142,99.2
143,99.72
144,100.08
145,100.47
146,100.4
147,100.32
148,100.25
149,100.18
150,100.15
151,100.12
152,100.0
153,99.87
154,99.77
155,99.7
156,99.6
157,99.45
158,99.32
159,99.27
160,99.23
161,99.17
162,99.12
163,99.07
164,99.0
165,99.0
166,98.98
167,98.9
168,98.8
169,98.7
170,98.62
171,98.53
172,98.47
173,98.4
174,98.3
175,98.17
176,98.02
177,97.82
178,97.6
179,97.38
180,97.15
181,96.9
182,96.57
183,96.25
184,95.95
185,95.67
186,95.35
187,95.0
188,94.63
189,94.27
190,93.93
191,93.58
192,93.25
193,92.82
194,92.38
195,91.93
196,91.53
197,91.12
198,90.72
199,90.33
200,89.9
201,89.47
202,89.07
203,88.67
204,88.25
205,87.8
206,87.77
207,87.73
208,87.72
209,87.73
210,87.75
211,87.78
212,87.82
213,87.82
214,87.8
215,87.77
216,87.68
217,87.63
218,87.57
219,87.47
220,87.33
221,87.1
222,86.83
223,86.75
224,86.65
225,86.52
226,86.38
227,86.3
228,86.23
229,86.1
230,86.0
231,86.0
232,85.95
233,85.9
234,85.83
235,85.8
236,85.83
237,85.85
238,85.88
239,85.9
240,85.93
241,85.98
242,86.08
243,86.17
244,86.2
245,86.22
246,86.25
247,86.23
248,86.18
249,86.02
250,85.85
251,85.7
252,85.47
253,85.23
254,84.97
255,84.67
256,84.4
257,84.08
258,83.8
259,83.4
260,82.87
261,82.48
262,82.07
263,81.85
264,81.7
265,81.55
266,81.23
267,80.93
268,80.62
269,80.3
270,79.95
271,79.57
272,79.18
273,78.95
274,78.77
275,78.55
276,78.37
277,78.2
278,78.05
279,77.83
280,77.63
281,77.55
282,77.52
283,77.35
284,77.2
285,77.03
286,76.9
287,76.8
288,76.68
289,76.63
290,76.58
291,76.42
292,76.27
293,76.1
294,75.97
295,75.78
296,75.57
297,75.35
298,75.12
299,74.9
300,74.67
301,74.42
302,74.17
303,73.92
304,73.7
305,73.52
306,73.4
307,73.32
308,73.23
309,73.25
310,73.25
311,73.25
312,73.32
313,73.33
314,73.37
315,73.42
316,73.43
317,73.5
318,73.5
319,73.58
320,73.8
321,74.07
322,74.33
323,74.45
324,74.52
325,74.53
326,74.67
327,74.85
328,75.02
329,75.15
330,75.3
331,75.5
332,75.75
333,75.9
334,76.03
335,76.2
336,76.3
337,76.38
338,76.45
339,76.55
340,76.6
341,76.63
342,76.62
343,76.6
344,76.58
345,76.57
346,76.5
347,76.37
348,76.25
349,76.17
350,76.02
351,76.05
352,76.1
353,76.03
354,75.97
355,75.93
356,75.93
357,75.9
358,75.88
359,75.88
360,75.9
361,75.93
362,76.0
363,76.02
364,76.02
365,76.02
366,75.87
367,75.77
368,75.67
369,75.55
370,75.47
371,75.4
372,75.32
373,75.3
374,75.28
375,75.32
376,75.33
377,75.37
378,75.45
379,75.53
380,75.62
381,75.62
382,75.58
383,75.57
384,75.55
385,75.63
386,75.75
387,75.83
388,75.95
389,76.07
390,76.18
391,76.32
392,76.38
393,76.43
394,76.53
395,76.62
396,76.73
397,76.83
398,76.97
399,77.17
400,77.4
401,77.67
402,78.03
403,78.33
404,78.63
405,78.93
406,79.3
407,79.67
408,80.02
409,80.35
410,80.72
411,80.9
412,81.05
413,81.22
414,81.37
415,81.55
416,81.73
417,81.95
418,82.12
419,82.28
420,82.57
421,82.92
422,83.25
423,83.63
424,84.07
425,84.48
426,85.0
427,85.47
428,85.9
429,86.33
430,86.73
431,87.13
432,87.55
433,87.97
434,88.4
435,88.8
436,89.25
437,89.65
438,90.02
439,90.37
440,90.77
441,91.05
442,91.37
443,91.67
444,91.92
445,92.12
446,92.35
447,92.57
448,92.73
449,92.88
450,93.02
451,93.08
452,93.18
453,93.3
454,93.33
455,93.35
456,93.38
457,93.45
458,93.55
459,93.55
460,93.58
461,93.57
462,93.52
463,93.55
464,93.6
465,93.63
466,93.65
467,93.72
468,93.78
469,93.8
470,93.82
471,93.82
472,93.92
473,94.08
474,94.25
475,94.33
476,94.2
477,94.12
478,94.08
479,94.03
480,93.88
481,93.72
482,93.6
483,93.43
484,93.23
485,93.03
486,92.85
487,92.65
488,92.5
489,92.37
490,92.23
491,92.1
492,91.98
493,91.83
494,91.75
495,91.6
496,91.42
497,91.25
498,91.13
499,91.02
500,90.87
501,90.75
502,90.67
503,90.58
504,90.6
505,90.67
506,90.67
507,90.62
508,90.6
509,90.6
510,90.58
511,90.6
512,90.6
513,90.57
514,90.47
515,90.33
516,90.23
517,90.08
518,89.87
519,89.7
520,89.53
521,89.4
522,89.25
523,89.1
524,88.92
525,88.8
526,88.73
527,88.63
528,88.55
529,88.48
530,88.43
531,88.42
532,88.3
533,88.02
534,87.72
535,87.45
536,87.33
537,87.08
538,86.83
539,86.57
540,86.33
541,86.03
542,85.68
543,85.37
544,85.05
545,84.73
546,84.58
547,84.43
548,84.25
549,84.08
550,83.92
551,83.73
552,83.58
553,83.43
554,83.18
555,82.98
556,82.77
557,82.63
558,82.37
559,82.0
560,81.65
561,81.22
562,80.73
563,80.25
564,79.73
565,79.18
566,78.7
567,78.15
568,77.53
569,76.87
570,76.78
571,76.73
572,76.72
573,76.72
574,76.8
575,76.93
576,77.02
577,77.1
578,77.15
579,77.22
580,77.33
581,77.42
582,77.53
583,77.85
584,78.2
585,78.5
586,78.75
587,78.98
588,79.2
589,79.43
590,79.65
591,79.88
592,80.07
593,80.48
594,80.9
595,81.35
596,81.87
597,82.7
598,83.5
599,84.27
600,85.0
601,85.77
602,86.53
603,87.32
604,88.07
605,88.85
606,89.48
607,90.13
608,90.82
609,91.43
610,92.07
611,92.67
612,92.97
613,93.33
614,93.68
615,94.0
616,94.32
617,94.67
618,95.17
619,95.87
620,96.6
621,97.37
622,98.13
623,98.9
624,99.68
625,100.48
626,101.28
627,102.12
628,103.07
629,104.05
630,104.55
631,104.95
632,105.32
633,105.7
634,106.08
635,106.07
636,106.05
637,106.07
638,106.17
639,106.23
640,106.2
641,106.17
642,106.13
643,105.78
644,105.32
645,104.88
646,104.43
647,104.0
648,103.63
649,103.3
650,102.98
651,102.67
652,102.42
653,102.15
654,101.9
655,101.65
656,101.33
657,100.8
658,100.27
659,99.83
660,99.38
661,98.88
662,98.45
663,98.02
664,97.62
665,97.18
666,96.73
667,96.3
668,95.85
669,95.53
670,95.17
671,94.82
672,94.72
673,94.58
674,94.5
675,94.42
676,94.35
677,94.18
678,93.95
679,93.62
680,93.2
681,92.8
682,92.38
683,91.97
684,91.55
685,91.07
686,90.57
687,90.15
688,89.72
689,89.33
690,88.87
691,88.33
692,87.75
693,87.15
694,86.57
695,86.45
696,86.35
697,86.18
698,85.95
699,85.85
700,85.78
701,85.75
702,85.82
703,85.98
704,86.25
705,86.48
706,86.72
707,86.97
708,87.15
709,87.32
710,87.5
711,87.68
712,87.87
713,88.02
714,88.15
715,88.27
716,88.4
717,88.52
718,88.62
719,88.65
720,88.68
721,88.73
722,88.7
723,88.65
724,88.62
725,88.57
726,88.47
727,88.37
728,88.2
729,87.9
730,87.68
731,87.63
732,87.45
733,87.42
734,87.37
735,87.45
736,87.52
737,87.53
738,87.55
739,87.57
740,87.58
741,87.58
742,87.63
743,87.67
744,87.67
745,87.7
746,87.73
747,87.77
748,87.78
749,87.77
750,87.75
751,87.87
752,88.03
753,88.25
754,88.42
755,88.47
756,88.48
757,88.62
758,88.78
759,88.85
760,88.92
761,88.97
762,88.88
763,88.83
764,88.77
765,88.62
766,88.47
767,88.25
768,88.18
769,88.22
770,88.25
771,88.38
772,88.45
773,88.47
774,88.47
775,88.52
776,88.57
777,88.62
778,88.63
779,88.67
780,88.7
781,88.8
782,88.9
783,88.92
784,88.92
785,88.95
786,89.03
787,89.1
788,89.17
789,89.25
790,89.27
791,89.13
792,89.12
793,88.9
794,88.63
795,88.25
796,87.87
797,87.53
798,87.2
799,86.88
800,86.63
801,86.42
802,86.22
803,86.05
804,85.88
805,85.75
806,85.63
807,85.5
808,85.35
809,85.2
810,85.03
811,84.85
812,84.7
813,84.57
814,84.4
815,84.27
816,84.13
817,83.93
818,83.72
819,83.42
820,83.08
821,82.77
822,82.42
823,82.05
824,81.68
825,81.4
826,81.12
827,81.03
828,80.87
829,80.58
830,80.43
831,80.13
832,79.88
833,79.68
834,79.55
835,79.38
836,79.38
837,79.42
838,79.48
839,79.55
840,79.62
841,79.63
842,79.67
843,79.78
844,79.9
845,80.0
846,80.1
847,80.23
848,80.42
849,80.62
850,80.83
851,81.03
852,81.27
853,81.5
854,81.78
855,82.08
856,82.4
857,82.73
858,83.08
859,83.47
860,83.8
861,84.18
862,84.53
863,84.85
864,85.18
865,85.58
866,85.98
867,86.38
868,86.87
869,87.57
870,88.27
871,89.35
872,89.73
873,90.07
874,90.47
875,90.87
876,91.15
877,91.47
878,91.82
879,92.25
880,92.7
881,93.15
882,93.65
883,94.13
884,94.65
885,95.13
886,95.7
887,96.1
888,96.45
889,96.78
890,96.95
891,97.13
892,97.35
893,97.53
894,97.72
895,97.9
896,97.95
897,98.0
898,98.08
899,98.18
900,98.3
901,98.45
902,98.67
903,98.85
904,99.03
905,99.2
906,99.28
907,99.18
908,99.1
909,99.02
910,98.93
911,98.85
912,98.72
913,98.6
914,98.48
915,98.32
916,98.18
917,98.02
918,97.85
919,97.68
920,97.52
921,97.3
922,97.1
923,96.92
924,96.8
925,96.57
926,96.33
927,96.07
928,95.72
929,95.18
930,94.65
931,93.73
932,93.52
933,93.28
934,93.08
935,92.87
936,92.78
937,92.68
938,92.58
939,92.53
940,92.45
941,92.4
942,92.37
943,92.35
944,92.3
945,92.27
946,92.15
947,92.02
948,91.75
949,91.52
950,91.32
951,91.13
952,90.97
953,90.85
954,90.73
955,90.68
956,90.62
957,90.53
958,90.45
959,90.38
960,90.25
961,90.05
962,89.78
963,89.53
964,89.13
965,88.77
966,88.5
967,88.38
968,88.23
969,88.08
970,88.1
971,88.22
972,88.3
973,88.42
974,88.5
975,88.7
976,88.9
977,89.13
978,89.4
979,89.65
980,89.88
981,90.08
982,90.25
983,90.48
984,90.67
985,90.88
986,91.1
987,91.33
988,91.67
989,91.95
990,92.23
991,92.55
992,92.82
993,93.07
994,93.27
995,93.63
996,93.95
997,94.28
998,94.72
999,95.12
1000,95.63
1001,96.1
1002,96.52
1003,96.98
1004,97.47
1005,98.02
1006,98.57
1007,99.13
1008,99.72
1009,100.32
1010,100.9
1011,101.48
1012,102.02
1013,102.55
1014,103.05
1015,103.47
1016,103.9
1017,104.32
1018,104.73
1019,105.2
1020,105.65
1021,106.15
1022,106.65
1023,107.17
1024,107.85
1025,108.5
1026,109.12
1027,109.77
1028,110.45
1029,111.15
1030,111.7
1031,112.15
1032,112.65
1033,113.1
1034,113.5
1035,113.88
1036,114.2
1037,114.48
1038,114.72
1039,114.92
1040,115.1
1041,115.28
1042,115.5
1043,115.65
1044,115.75
1045,115.92
1046,116.02
1047,116.15
1048,116.2
1049,116.27
1050,116.35
1051,116.67
1052,116.65
1053,116.68
1054,116.75
1055,116.7
1056,116.65
1057,116.62
1058,116.48
1059,116.33
1060,116.12
1061,115.83
1062,115.57
1063,115.25
1064,114.93
1065,114.57
1066,114.18
1067,113.82
1068,113.5
1069,113.18
1070,112.88
1071,112.58
1072,112.32
1073,112.07
1074,111.82
1075,111.58
1076,111.38
1077,111.22
1078,111.03
1079,110.78
1080,110.6
1081,110.47
1082,110.4
1083,110.62
1084,110.82
1085,110.97
1086,111.23
1087,111.55
1088,111.85
1089,112.1
1090,112.33
1091,112.57
1092,112.85
1093,113.22
1094,113.12
1095,112.93
1096,112.78
1097,112.58
1098,112.4
1099,112.25
1100,112.12
1101,112.0
1102,111.88
1103,111.58
1104,111.28
1105,110.93
1106,110.67
1107,110.5
1108,110.33
1109,110.15
1110,109.95
1111,109.43
1112,109.15
1113,108.83
1114,108.48
1115,108.08
1116,107.73
1117,107.37
1118,106.97
1119,106.57
1120,106.17
1121,105.85
1122,105.55
1123,105.22
1124,104.88
1125,104.53
1126,104.27
1127,104.03
1128,103.88
1129,103.7
1130,103.42
1131,103.07
1132,102.75
1133,102.37
1134,101.97
1135,101.57
1136,101.15
1137,100.68
1138,100.2
1139,99.72
1140,99.22
1141,98.73
1142,98.3
1143,97.52
1144,96.7
1145,95.93
1146,95.07
1147,94.08
1148,93.12
1149,92.15
1150,91.2
1151,90.23
1152,89.25
1153,88.2
1154,87.68
1155,87.17
1156,86.67
1157,86.28
1158,85.78
1159,85.27
1160,84.77
1161,84.65
1162,83.85
1163,83.3
1164,83.02
1165,82.32
1166,81.95
1167,81.63
1168,81.35
1169,81.1
1170,80.85
1171,80.65
1172,80.58
1173,80.57
1174,80.55
1175,80.57
1176,80.58
1177,80.58
1178,80.6
1179,80.63
1180,80.65
1181,80.63
1182,80.62
1183,80.65
1184,80.68
1185,80.77
1186,80.82
1187,80.87
1188,80.93
1189,81.0
1190,81.17
1191,81.38
1192,81.53
1193,81.7
1194,81.87
1195,82.0
1196,82.12
1197,82.22
1198,82.37
1199,82.52
1200,82.7
1201,82.8
1202,82.75
1203,82.78
1204,82.83
1205,82.88
1206,82.9
1207,82.97
1208,82.97
1209,82.98
1210,83.0
1211,83.05
1212,83.12
1213,83.08
1214,83.03
1215,82.95
1216,82.83
1217,82.73
1218,82.72
1219,82.5
1220,82.67
1221,82.45
1222,82.9
1223,83.28
1224,83.43
1225,84.02
1226,84.18
1227,84.13
1228,84.05
1229,83.98
1230,83.97
1231,83.97
1232,83.98
1233,83.97
1234,84.1
1235,84.2
1236,84.3
1237,84.42
1238,84.57
1239,84.7
1240,84.83
1241,84.95
1242,85.05
1243,84.48
1244,84.43
1245,84.35
1246,83.67
1247,82.97
1248,82.25
1249,81.52
1250,80.75
1251,80.02
1252,79.63
1253,79.25
1254,78.88
1255,78.53
1256,78.27
1257,78.05
1258,77.82
1259,77.6
1260,77.37
1261,77.17
1262,77.02
1263,76.93
1264,76.9
1265,76.88
1266,76.92
1267,76.97
1268,77.1
1269,77.27
1270,77.42
1271,77.53
1272,77.6
1273,77.75
1274,77.97
1275,78.27
1276,78.62
1277,78.9
1278,79.22
1279,79.77
1280,79.93
1281,80.0
1282,80.03
1283,80.05
1284,80.03
1285,79.98
1286,80.0
1287,80.07
1288,80.08
1289,80.05
1290,79.98
1291,79.95
1292,79.9
1293,79.88
1294,79.7
1295,79.62
1296,79.52
1297,79.38
1298,79.23
