,HRV
0,527.7473783255339
1,519.9922854630064
2,503.6048468855665
3,498.3460343153607
4,491.8626329521282
5,484.43551383865946
6,476.94521885234917
7,459.24859018272605
8,458.16696333522003
9,453.28271962768446
10,477.74146645184516
11,475.09888669223716
12,532.6323296948191
13,530.6754621294751
14,530.8785297324408
15,528.8511564577469
16,530.3168224902416
17,526.952267181332
18,529.0028090704753
19,530.3206502942331
20,553.013392993591
21,551.3353215505224
22,495.90386601050216
23,494.27682493496314
24,409.1325396445733
25,412.9499701786277
26,433.3657577098596
27,433.11428701221047
28,428.6745032560907
29,472.0167817929997
30,466.86976557833947
31,467.3411273294322
32,415.706976563995
33,411.96485053294236
34,404.77995432745246
35,407.37959606152083
36,407.3795960615207
37,408.0840437012234
38,396.66626925249017
39,402.55198072353477
40,406.37530747553046
41,279.0954688711471
42,237.61292522676118
43,240.99088648490485
44,239.17833192911488
45,211.91166486431644
46,226.82388055980167
47,224.4533254179084
48,225.00039588790008
49,224.53498303046382
50,222.84885839544566
51,222.16486297552035
52,222.37926183019107
53,222.388294570828
54,220.70417626144973
55,217.99456455121864
56,220.7426395653984
57,219.7695046208875
58,123.20016858383907
59,124.28542180160801
60,146.6310279485876
61,147.32278818375607
62,149.4182680463163
63,269.365425504695
64,332.14570681976045
65,338.2352046015723
66,337.3518297247364
67,334.53452914492635
68,330.22312712416635
69,328.6526576567158
70,324.72888462643385
71,319.5630159383816
72,325.8299773344912
73,319.09633251184795
74,317.77689529739985
75,301.6069241923188
76,239.37636411461688
77,229.0894700907721
78,248.42520984103385
79,354.1078333571824
80,385.10333495843736
81,431.5790074125345
82,435.73665222285285
83,500.51517003212416
84,492.4024532549762
85,489.1489277364389
86,487.9386090071396
87,485.52965016338084
88,469.4956259319167
89,470.87243189555267
90,470.87243189555267
91,540.9367006213831
92,569.6191980388709
93,569.5954974781893
94,565.5471872668071
95,548.2356107007788
96,549.9140244924738
97,561.2244948222069
98,564.3807725342134
99,568.5764953765845
100,577.1731878678796
101,583.0515963369743
102,588.4714405818161
103,512.688609559991
104,399.5726582542502
105,399.09552318926063
106,400.62284343569496
107,376.5244153414997
108,461.7186288224031
109,618.5597489662048
110,616.2347262550574
111,613.9381194559379
112,609.7940544645851
113,603.9241386735648
114,603.4960291290732
115,602.899046168292
116,596.074067026599
117,594.7072719757426
118,592.3981496535431
119,594.7556833392988
120,583.9258424680936
121,349.71198262569413
122,350.64259822386146
123,382.8890845833731
124,373.52643850269135
125,355.3185464784676
126,354.69166292374723
127,354.08903862620065
128,341.13538011858503
129,341.13538011858503
130,342.6485892143765
131,342.6485892143765
132,342.21080007090734
133,344.00312139651635
134,343.83060795433295
135,266.4781749625812
136,151.6365835777867
137,150.69906895542553
138,257.8825810907311
139,290.9630974475688
140,293.5313104469131
141,294.2840121323973
142,293.32926686553503
143,292.12929473252467
144,288.3669354058144
145,286.47327432877444
146,291.25919613989447
147,289.0452711909308
148,290.0377808132265
149,289.6596044635632
150,282.0046222815953
151,265.0500790145354
152,282.20901314445047
153,276.27406344939516
154,279.64398176316695
155,279.04393327087064
156,279.3474790275353
157,275.02394971640325
158,264.9908392094312
159,259.44920805479364
160,307.97986641402787
161,317.6482964377862
162,315.10386752445737
163,308.3782616648698
164,296.0073881439514
165,302.71616699134046
166,304.22514367506864
167,306.3932642251644
168,306.56611851605334
169,406.4201667236578
170,409.87446933101563
171,408.9553878596048
172,394.9462423117466
173,394.89559326139886
174,393.0751206829416
175,396.08225542804183
176,398.24561683188506
177,396.4985600679373
178,397.34037202367136
179,399.20767223078514
180,399.9691365656611
181,237.6186715222752
182,237.6186715222752
183,230.333882794898
184,229.77847218408587
185,229.1968076235587
186,230.928473389218
187,108.1266001984812
188,239.78102678454525
189,240.38296574986072
190,242.1520237547421
191,241.65727481699662
192,242.9768539556662
193,244.41827475361526
194,243.812327146312
195,243.6683168328548
196,244.7570537491217
197,245.25924343027023
198,244.34169311048345
199,245.28202956477813
200,147.27120695308838
201,148.41962057112033
202,102.77817871519562
203,103.40015007863636
204,104.85771683434658
205,103.27110970498272
206,111.063009877059
207,103.75244917711004
