1561152705.000000, 1561152705.000000, 1561152705.000000
32.000000, 32.000000, 32.000000
-47,3,41
-49,4,41
-51,3,39
-49,3,40
-47,3,41
-48,4,43
-48,3,42
-47,3,43
-48,3,41
-48,3,42
-48,3,42
-47,3,42
-49,4,42
-48,3,42
-47,3,42
-48,3,42
-49,3,41
-48,3,41
-50,3,41
-49,2,40
-47,3,41
-48,2,41
-48,3,42
-47,2,41
-48,3,42
-48,3,42
-47,3,42
-48,3,42
-48,3,42
-48,3,42
-47,3,42
-48,3,42
-48,3,42
-47,3,42
-48,3,42
-48,3,42
-48,3,41
-48,3,41
-48,3,41
-48,3,42
-48,3,42
-48,3,41
-48,3,41
-49,3,41
-48,3,41
-48,3,42
-48,3,42
-49,2,40
-47,2,42
-49,2,41
-49,3,41
-48,3,42
-46,3,43
-46,3,44
-45,2,43
-45,3,44
-47,3,43
-46,4,45
-43,4,47
-42,4,47
-40,3,49
-40,3,48
-42,3,46
-47,3,43
-47,3,43
-46,3,44
-44,3,45
-43,3,46
-43,3,46
-45,3,44
-45,3,44
-45,3,44
-45,3,44
-45,3,44
-45,3,44
-46,3,44
-46,3,43
-47,3,43
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-48,3,42
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-47,3,43
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,43
-47,3,42
-47,3,42
-48,3,42
-47,3,42
-46,3,43
-46,3,43
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-48,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,42
-48,3,42
-48,3,42
-46,4,43
-46,3,44
-47,3,42
-48,3,42
-48,3,42
-47,3,42
-46,3,43
-47,3,42
-47,3,42
-47,3,42
-47,3,43
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-47,3,42
-47,3,43
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,43
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-47,3,43
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,42
-47,3,43
-47,3,43
-46,3,43
-47,3,43
-47,4,44
-46,2,42
-49,3,41
-49,3,41
-45,3,44
-44,4,45
-45,3,44
-44,3,45
-44,3,45
-43,3,46
-43,4,46
-44,3,45
-45,3,44
-46,3,44
-46,3,44
-45,3,45
-44,3,45
-44,3,45
-45,3,45
-45,3,45
-45,3,45
-44,3,45
-43,3,46
-44,3,45
-45,3,45
-45,3,44
-45,3,44
-45,3,45
-45,3,45
-45,3,45
-45,3,44
-44,3,45
-46,4,44
-45,3,44
-46,4,45
-43,4,46
-43,4,46
-42,3,47
-42,4,47
-43,4,46
-44,3,45
-46,3,44
-45,3,45
-44,3,45
-45,3,45
-45,4,44
-47,4,44
-46,2,43
-48,4,44
-43,8,46
-41,8,48
-44,6,48
-45,3,47
-43,-3,45
-43,-5,42
-43,-5,42
-45,-6,43
-45,-5,44
-44,3,45
-47,2,44
-49,3,43
-48,3,42
-47,3,42
-48,3,42
-48,3,42
-46,3,43
-46,2,43
-47,3,43
-47,2,42
-47,4,42
-49,2,42
-48,3,42
-46,3,43
-47,2,43
-47,2,43
-44,3,44
-45,3,44
-44,3,45
-44,3,45
-45,3,45
-45,3,44
-46,3,43
-46,4,44
-45,2,44
-46,3,44
-46,3,44
-46,2,44
-45,3,44
-46,3,44
-45,3,44
-46,3,44
-46,3,43
-45,4,43
-46,3,43
-46,3,43
-46,3,44
-46,3,43
-46,4,43
-47,3,43
-47,3,43
-46,3,43
-46,3,43
-46,3,43
-47,3,43
-47,3,43
-46,3,43
-46,3,43
-47,3,43
-47,3,43
-46,4,43
-46,3,43
-47,3,43
-47,4,43
-46,4,43
-47,3,43
-47,4,43
-46,4,43
-46,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,43
-46,3,43
-46,3,43
-46,3,43
-47,3,43
-47,3,43
-47,3,43
-47,3,43
-47,3,42
-47,3,42
-47,3,42
