,EDA
0,0.05767055985421923
1,0.05767055985421923
2,0.05703005985421923
3,0.05638955985421923
4,0.05510855985421923
5,0.007686
6,0.05254655985421923
7,0.05254655985421923
8,0.05190605985421923
9,0.05062505985421923
10,0.001281
11,0.04934405985421923
12,0.0
13,0.0
14,0.04870355985421923
15,0.04870355985421923
16,0.04870355985421923
17,0.04870355985421923
18,0.04870355985421923
19,0.04870355985421923
20,0.04870355985421923
21,0.04870355985421923
22,0.04870355985421923
23,0.04870355985421923
24,0.04870355985421923
25,0.04870355985421923
26,0.04870355985421923
27,0.04870355985421923
28,0.04870355985421923
29,0.04870355985421923
30,0.04870355985421923
31,0.04870355985421923
32,0.04870355985421923
33,0.04870355985421923
34,0.04870355985421923
35,0.04870355985421923
36,0.04870355985421923
37,0.04870355985421923
38,0.04870355985421923
39,0.04870355985421923
40,0.04870355985421923
41,0.04870355985421923
42,0.04870355985421923
43,0.04870355985421923
44,0.04870355985421923
45,0.04870355985421923
46,0.04870355985421923
47,0.04870355985421923
48,0.04870355985421923
49,0.04870355985421923
50,0.04870355985421923
51,0.04870355985421923
52,0.04870355985421923
53,0.04870355985421923
54,0.04870355985421923
55,0.04870355985421923
56,0.04870355985421923
57,0.04870355985421923
58,0.04870355985421923
59,0.04870355985421923
60,0.04870355985421923
61,0.04870355985421923
62,0.04870355985421923
63,0.04870355985421923
64,0.04870355985421923
65,0.04870355985421923
66,0.05190605985421923
67,0.04870355985421923
68,0.04870355985421923
69,0.04870355985421923
70,0.04870355985421923
71,0.04870355985421923
72,0.04870355985421923
73,0.04870355985421923
74,0.04870355985421923
75,0.04870355985421923
76,0.04870355985421923
77,0.04870355985421923
78,0.04870355985421923
79,0.04870355985421923
80,0.04870355985421923
81,0.04870355985421923
82,0.04870355985421923
83,0.04870355985421923
84,0.04870355985421923
85,0.04870355985421923
86,0.04870355985421923
87,0.04870355985421923
88,0.04870355985421923
89,0.04870355985421923
90,0.04870355985421923
91,0.05510855985421923
92,0.04870355985421923
93,0.05190605985421923
94,0.04870355985421923
95,0.04870355985421923
96,0.04870355985421923
97,0.04870355985421923
98,0.04870355985421923
99,0.04870355985421923
100,0.04870355985421923
101,0.04870355985421923
102,0.04870355985421923
103,0.04870355985421923
104,0.04870355985421923
105,0.04870355985421923
106,0.04870355985421923
107,0.04870355985421923
108,0.04870355985421923
109,0.04870355985421923
110,0.04870355985421923
111,0.04870355985421923
112,0.04870355985421923
113,0.04870355985421923
114,0.04870355985421923
115,0.04870355985421923
116,0.04870355985421923
117,0.04870355985421923
118,0.04870355985421923
119,0.04870355985421923
120,0.04870355985421923
121,0.04870355985421923
122,0.04870355985421923
123,0.04870355985421923
124,0.04870355985421923
125,0.04870355985421923
126,0.04870355985421923
127,0.04870355985421923
128,0.04870355985421923
129,0.04870355985421923
130,0.04870355985421923
131,0.04870355985421923
132,0.04870355985421923
133,0.04870355985421923
134,0.04870355985421923
135,0.04870355985421923
136,0.04870355985421923
137,0.04870355985421923
138,0.04870355985421923
139,0.04870355985421923
140,0.04870355985421923
141,0.04870355985421923
142,0.04870355985421923
143,0.04870355985421923
144,0.04870355985421923
145,0.04870355985421923
146,0.04870355985421923
147,0.05254655985421923
148,0.04870355985421923
149,0.06535705985421923
150,0.06215405985421923
151,0.05767055985421923
152,0.04870355985421923
153,0.06984055985421923
154,0.07624555985421923
155,0.08841505985421924
156,0.09418005985421923
157,0.08713405985421924
158,0.08008855985421923
159,0.06087305985421923
160,0.04870355985421923
161,0.04870355985421923
162,0.04870355985421923
163,0.04870355985421923
164,0.04870355985421923
165,0.06215405985421923
166,0.05895155985421923
167,0.06343555985421923
168,0.07368355985421923
169,0.10570905985421922
170,0.08713405985421924
171,0.07176205985421923
172,0.06855955985421923
173,0.05959205985421923
174,0.05318705985421923
175,0.053827559854219234
176,0.05703005985421923
177,0.05703005985421923
178,0.04934405985421923
179,0.04870355985421923
180,0.04870355985421923
181,0.04998455985421923
182,0.05190605985421923
183,0.05254655985421923
184,0.05446805985421923
185,0.05574905985421923
186,0.06215405985421923
187,0.05959205985421923
188,0.05895155985421923
189,0.06023255985421923
190,0.06023255985421923
191,0.06279505985421924
192,0.06471655985421923
193,0.06663805985421922
194,0.06471655985421923
195,0.05446805985421923
196,0.04870355985421923
197,0.05318705985421923
198,0.06087305985421923
199,0.06023255985421923
200,0.06215405985421923
201,0.06151355985421923
202,0.06023255985421923
203,0.05446805985421923
204,0.05574905985421923
205,0.05638955985421923
206,0.06023255985421923
207,0.06407605985421923
208,0.06535705985421923
209,0.06471655985421923
210,0.06535705985421923
211,0.06215405985421923
212,0.06343555985421923
213,0.06599755985421923
214,0.06215405985421923
215,0.06215405985421923
216,0.06535705985421923
217,0.06791905985421923
218,0.06984055985421923
219,0.06791905985421923
220,0.06791905985421923
221,0.06535705985421923
222,0.06471655985421923
223,0.06471655985421923
224,0.06279505985421924
225,0.06663805985421922
226,0.06535705985421923
227,0.06791905985421923
228,0.07048105985421924
229,0.06599755985421923
230,0.06855955985421923
231,0.06855955985421923
232,0.06791905985421923
233,0.06984055985421923
234,0.06855955985421923
235,0.06535705985421923
236,0.06471655985421923
237,0.06343555985421923
238,0.06471655985421923
239,0.06407605985421923
240,0.06471655985421923
241,0.06535705985421923
242,0.06599755985421923
243,0.06663805985421922
244,0.06535705985421923
245,0.06471655985421923
246,0.06407605985421923
247,0.06535705985421923
248,0.06471655985421923
249,0.06471655985421923
250,0.06471655985421923
251,0.06471655985421923
252,0.06471655985421923
253,0.06407605985421923
254,0.06535705985421923
255,0.06535705985421923
256,0.06471655985421923
257,0.06535705985421923
258,0.06599755985421923
259,0.06471655985421923
260,0.06343555985421923
261,0.06535705985421923
262,0.06471655985421923
263,0.06471655985421923
264,0.06599755985421923
265,0.06599755985421923
266,0.06599755985421923
267,0.06535705985421923
268,0.06599755985421923
