,HR
0,76.5
1,82.6
2,79.0
3,77.71
4,80.0
5,79.33
6,78.0
7,76.73
8,76.92
9,76.92
10,77.0
11,76.93
12,76.88
13,76.88
14,76.78
15,76.32
16,75.85
17,75.38
18,75.18
19,75.09
20,75.04
21,75.04
22,74.73
23,74.44
24,74.21
25,74.0
26,73.8
27,73.61
28,73.44
29,73.27
30,73.12
31,73.03
32,72.86
33,72.7
34,72.63
35,72.56
36,72.5
37,72.46
38,72.43
39,72.33
40,72.23
41,72.16
42,72.04
43,71.94
44,71.83
45,71.73
46,71.64
47,71.53
48,71.54
49,71.53
50,71.54
51,71.56
52,71.57
53,71.53
54,71.5
55,71.47
56,71.45
57,70.97
58,71.32
59,70.97
60,71.3
61,70.78
62,71.03
63,71.13
64,70.9
65,71.02
66,71.27
67,71.55
68,71.57
69,71.62
70,71.62
71,71.68
72,71.8
73,71.92
74,71.95
75,72.07
76,72.25
77,72.43
78,72.53
79,72.6
80,72.65
81,72.73
82,72.95
83,73.18
84,73.33
85,73.5
86,73.65
87,73.8
88,73.9
89,74.02
90,74.13
91,74.28
92,74.5
93,74.73
94,74.98
95,75.23
96,75.47
97,75.68
98,75.88
99,76.13
100,76.37
101,76.58
102,76.82
103,77.08
104,77.37
105,77.68
106,78.0
107,78.35
108,78.62
109,78.92
110,79.22
111,79.48
112,79.57
113,79.75
114,79.93
115,80.23
116,80.27
117,80.33
118,80.4
119,80.45
120,80.52
121,80.55
122,80.62
123,80.68
124,80.7
125,80.75
126,80.82
127,80.92
128,81.02
129,81.15
130,81.32
131,81.43
132,81.5
133,81.53
134,81.67
135,81.83
136,81.93
137,82.05
138,82.18
139,82.35
140,82.52
141,82.63
142,82.72
143,82.77
144,82.87
145,82.93
146,83.02
147,83.12
148,83.25
149,83.4
150,83.55
151,83.67
152,83.83
153,83.98
154,84.07
155,84.18
156,84.32
157,84.47
158,84.62
159,84.73
160,84.9
161,85.07
162,85.22
163,85.32
164,85.4
165,85.47
166,85.52
167,85.55
168,85.58
169,85.52
170,85.45
171,85.47
172,85.68
173,85.85
174,86.02
175,86.07
176,86.38
177,86.65
178,86.88
179,87.07
180,87.23
181,87.4
182,87.52
183,87.62
184,87.67
185,87.7
186,87.78
187,87.83
188,87.9
189,87.95
190,88.03
191,88.15
192,88.3
193,88.47
194,88.63
195,88.78
196,88.92
197,88.95
198,88.75
199,88.52
200,88.33
201,88.23
202,88.2
203,88.17
204,88.13
205,88.13
206,88.15
207,88.17
208,88.2
209,88.2
210,88.18
211,88.15
212,88.03
213,87.93
214,87.83
215,87.7
216,87.58
217,87.43
218,87.32
219,87.23
220,87.12
221,87.0
222,86.92
223,86.85
224,86.8
225,86.73
226,86.68
227,86.65
228,86.6
229,86.62
230,86.62
231,86.62
232,86.62
233,86.62
234,86.6
235,86.58
236,86.57
237,86.47
238,86.35
239,86.25
240,86.13
241,86.03
242,85.85
243,85.72
244,85.57
245,85.4
246,85.22
247,85.07
248,84.92
249,84.78
250,84.65
251,84.5
252,84.3
253,84.18
254,83.98
255,83.83
256,83.72
257,83.68
258,84.03
259,84.33
260,84.47
261,84.55
262,84.45
263,84.48
264,84.55
265,84.62
266,84.63
267,84.63
268,84.63
269,84.67
270,84.72
271,84.73
272,84.77
273,84.78
274,84.8
275,84.82
276,84.82
277,84.82
278,84.78
279,84.75
280,84.7
281,84.63
282,84.55
283,84.47
284,84.38
285,84.28
286,84.2
287,84.12
288,84.05
289,84.02
290,84.0
291,83.93
292,83.88
293,83.83
294,83.78
295,83.72
296,83.63
297,83.6
298,83.55
299,83.5
300,83.48
301,83.45
302,83.57
303,83.65
304,83.77
305,83.9
306,83.97
307,84.0
308,84.03
309,83.97
310,83.87
311,83.78
312,83.7
313,83.53
314,83.47
315,83.33
316,83.1
317,83.15
318,83.03
319,82.98
320,83.02
321,82.97
322,83.03
323,83.02
324,83.0
325,82.82
326,82.7
327,82.58
328,82.47
329,82.32
330,82.18
331,82.08
332,82.22
333,82.33
334,82.52
335,82.67
336,82.63
337,82.6
338,82.58
339,82.57
