,HR
0,81.75
1,77.4
2,74.67
3,72.57
4,70.88
5,69.78
6,68.3
7,67.0
8,66.0
9,65.23
10,64.64
11,64.2
12,63.81
13,63.47
14,63.06
15,62.58
16,62.05
17,61.57
18,61.18
19,60.7
20,60.33
21,61.12
22,61.65
23,62.26
24,62.82
25,63.34
26,63.97
27,64.42
28,64.81
29,65.18
30,65.56
31,65.91
32,66.22
33,66.51
34,66.76
35,66.97
36,67.2
37,67.44
38,67.52
39,67.63
40,67.75
41,67.87
42,68.02
43,68.17
44,68.38
45,68.61
46,68.82
47,69.02
48,69.15
49,69.25
50,69.31
51,69.47
52,69.59
53,69.67
54,69.72
55,69.78
56,69.83
57,69.63
58,69.42
59,69.72
60,69.02
61,69.12
62,69.18
63,69.27
64,69.37
65,69.47
66,69.67
67,69.9
68,70.12
69,70.3
70,70.57
71,70.83
72,71.12
73,71.4
74,71.77
75,72.15
76,72.55
77,72.93
78,73.32
79,73.75
80,74.15
81,74.08
82,74.12
83,74.08
84,74.07
85,74.05
86,73.97
87,73.95
88,73.93
89,73.93
90,73.92
91,73.92
92,73.93
93,73.95
94,73.98
95,74.02
96,74.03
97,74.02
98,74.12
99,74.2
100,74.28
101,74.37
102,74.42
103,74.48
104,74.5
105,74.5
106,74.52
107,74.53
108,74.6
109,74.7
110,74.83
111,74.87
112,74.93
113,75.03
114,75.13
115,75.23
116,75.33
117,75.47
118,75.62
119,75.78
120,76.0
121,76.23
122,76.5
123,76.75
124,77.02
125,77.23
126,77.45
127,77.67
128,77.88
129,78.12
130,78.27
131,78.4
132,78.57
133,78.72
134,78.82
135,78.92
136,78.98
137,79.0
138,78.98
139,79.02
140,79.02
141,79.02
142,79.0
143,79.02
144,79.0
145,78.97
146,78.98
147,79.0
148,78.98
149,78.92
150,78.78
151,78.63
152,78.5
153,78.4
154,78.33
155,78.3
156,78.27
157,78.27
158,78.25
159,78.27
160,78.3
161,78.32
162,78.35
163,78.37
164,78.4
165,78.42
166,78.43
167,78.45
168,78.47
169,78.48
170,78.48
171,78.47
172,78.45
173,78.4
174,78.38
175,78.35
176,78.28
177,78.25
178,78.23
179,78.2
180,78.17
181,78.13
182,78.1
183,78.08
184,78.03
185,78.0
186,77.97
187,77.9
188,77.87
189,77.8
190,77.72
191,77.63
192,77.53
193,77.47
194,77.4
195,77.38
196,77.43
197,77.55
198,77.7
199,77.8
200,77.93
201,78.07
202,78.2
203,78.32
204,78.45
205,78.58
206,78.67
207,78.73
208,78.82
209,78.9
210,79.03
211,79.18
212,79.32
213,79.42
214,79.5
215,79.58
216,79.7
217,79.82
218,79.93
219,80.02
220,80.07
221,80.13
222,80.18
223,80.23
224,80.25
225,80.25
226,80.23
227,80.23
228,80.2
229,80.13
230,80.05
231,79.98
232,79.92
233,79.88
234,79.83
235,79.82
236,79.8
237,79.77
238,79.73
239,79.7
240,79.68
241,79.67
242,79.62
243,79.57
244,79.53
245,79.48
246,79.42
247,79.37
248,79.28
249,79.22
250,79.15
251,79.08
252,79.0
253,78.9
254,78.82
255,78.7
256,78.57
257,78.43
258,78.28
259,78.15
260,78.03
261,77.9
262,77.78
263,77.67
264,77.57
265,77.5
266,77.45
267,77.4
268,77.38
269,77.4
270,77.42
271,77.42
272,77.4
273,77.37
274,77.32
275,77.25
276,77.15
277,77.05
278,76.95
279,76.83
280,76.73
281,76.63
282,76.53
283,76.45
284,76.38
285,76.33
286,76.3
287,76.25
288,76.23
289,76.25
290,76.28
291,76.35
292,76.4
293,76.45
294,76.5
295,76.52
296,76.57
297,76.6
298,76.6
299,76.58
300,76.57
301,76.55
302,76.53
303,76.5
304,76.45
305,76.4
306,76.35
307,76.35
308,76.37
309,76.4
310,76.43
311,76.45
312,76.45
313,76.47
314,76.48
315,76.48
316,76.48
317,76.48
318,76.48
319,76.45
320,76.38
321,76.33
322,76.25
323,76.17
324,76.08
325,75.98
326,75.87
327,75.77
328,75.68
329,75.62
330,75.53
331,75.45
332,75.37
333,75.32
334,75.25
335,75.17
336,75.1
337,75.03
338,74.97
339,74.92
340,74.82
341,74.72
342,74.6
343,74.48
344,74.3
345,74.07
346,73.8
347,73.53
348,73.32
349,73.12
350,73.13
351,73.1
352,73.07
353,73.02
354,72.97
355,72.98
356,72.98
357,72.97
358,73.0
359,73.02
360,73.05
361,73.1
362,73.18
363,73.28
364,73.38
365,73.52
366,73.68
367,73.8
368,73.92
369,74.02
370,74.15
371,74.3
372,74.48
373,74.67
374,74.83
375,75.02
376,75.22
377,75.42
378,75.62
379,75.83
380,76.08
381,76.33
382,76.63
383,76.93
384,77.22
385,77.5
386,77.78
387,78.1
388,78.4
389,78.7
390,79.02
391,79.42
392,79.85
393,80.3
394,80.73
395,81.25
396,81.7
397,81.95
398,82.2
399,82.48
400,82.68
401,82.88
402,83.08
403,83.27
404,83.58
405,84.02
406,84.53
407,85.08
408,85.57
409,85.98
410,86.18
411,86.42
412,86.67
413,86.93
414,87.05
415,87.12
416,87.15
417,87.18
418,87.18
419,87.2
420,87.18
421,87.13
422,87.07
423,87.0
424,86.95
425,86.88
426,86.85
427,86.78
428,86.7
429,86.62
430,86.52
431,86.38
432,86.22
433,86.05
434,85.9
435,85.72
436,85.52
437,85.28
438,85.07
439,84.83
440,84.57
441,84.3
442,84.02
443,83.73
444,83.45
445,83.17
446,82.9
447,82.58
448,82.27
449,81.93
450,81.62
451,81.18
452,80.7
453,80.18
454,79.68
455,79.12
456,78.62
457,78.32
458,78.05
459,77.58
460,77.23
461,76.88
462,76.58
463,76.32
464,76.02
465,75.68
466,75.32
467,74.9
468,74.5
469,74.13
470,73.75
471,73.37
472,73.0
473,72.65
474,72.45
475,72.25
476,72.1
477,71.98
478,71.92
479,71.87
480,71.83
481,71.8
482,71.63
483,71.47
484,71.33
485,71.2
486,71.0
487,70.83
488,70.67
489,70.55
490,70.43
491,70.38
492,70.28
493,70.37
494,70.43
495,70.53
496,70.63
497,70.75
498,70.85
499,70.97
500,71.08
501,71.2
502,71.32
503,71.42
504,71.52
505,71.63
506,71.73
507,71.85
508,71.97
509,72.1
510,72.23
511,72.4
512,72.6
513,72.8
514,73.02
515,73.23
516,73.4
517,73.57
518,73.72
519,74.07
520,74.43
521,74.82
522,75.15
523,75.47
524,75.78
525,76.07
526,76.28
527,76.53
528,76.77
529,77.05
530,77.37
531,77.67
532,77.92
533,78.15
534,78.42
535,78.68
536,78.88
537,79.07
538,79.2
539,79.33
540,79.45
541,79.5
542,79.68
543,79.88
544,80.05
545,80.22
546,80.38
547,80.47
548,80.55
549,80.57
550,80.55
551,80.53
552,80.52
553,80.27
554,80.02
555,79.92
556,79.82
557,79.77
558,79.73
559,79.67
560,79.6
561,79.57
562,79.5
563,79.45
564,79.38
565,79.27
566,79.1
567,78.88
568,78.7
569,78.48
570,78.25
571,78.13
572,78.0
573,77.83
574,77.65
575,77.47
576,77.32
577,77.13
578,76.95
579,76.73
580,76.48
581,76.22
582,76.03
583,75.82
584,75.57
585,75.32
586,75.17
587,75.03
588,74.87
589,74.65
590,74.32
591,74.27
592,74.27
593,74.28
594,74.28
595,74.28
596,74.35
597,74.38
598,74.43
599,74.53
600,74.6
601,74.77
602,74.95
603,75.08
604,75.18
605,75.33
606,75.5
607,75.68
608,75.9
609,76.12
610,76.35
611,76.57
612,76.83
613,77.17
614,77.48
615,77.7
616,77.93
617,78.13
618,78.3
619,78.48
620,78.65
621,78.77
622,78.92
623,79.05
624,79.15
625,79.27
626,79.38
627,79.52
628,79.52
629,79.62
630,79.72
631,79.7
632,79.72
633,79.77
634,79.9
635,80.05
636,80.22
637,80.43
638,80.65
639,80.93
640,81.23
641,81.48
642,81.67
643,81.87
644,82.05
645,82.28
646,82.47
647,82.63
648,82.87
649,83.1
650,83.45
651,83.52
652,83.55
