Timestamp,HR
1561037449.0,97.0
1561037450.0,100.0
1561037451.0,82.67
1561037452.0,74.25
1561037453.0,69.2
1561037454.0,75.83
1561037455.0,81.86
1561037456.0,86.38
1561037457.0,89.56
1561037458.0,92.3
1561037459.0,94.36
1561037460.0,96.08
1561037461.0,97.62
1561037462.0,98.79
1561037463.0,99.73
1561037464.0,100.5
1561037465.0,100.24
1561037466.0,99.67
1561037467.0,99.21
1561037468.0,98.8
1561037469.0,98.43
1561037470.0,98.05
1561037471.0,97.57
1561037472.0,97.08
1561037473.0,96.64
1561037474.0,96.31
1561037475.0,96.0
1561037476.0,95.86
1561037477.0,95.79
1561037478.0,95.7
1561037479.0,95.61
1561037480.0,95.53
1561037481.0,95.52
1561037482.0,95.35
1561037483.0,95.2
1561037484.0,95.14
1561037485.0,94.97
1561037486.0,94.84
1561037487.0,94.64
1561037488.0,94.4
1561037489.0,94.17
1561037490.0,93.9
1561037491.0,93.67
1561037492.0,93.52
1561037493.0,93.44
1561037494.0,93.24
1561037495.0,93.06
1561037496.0,92.88
1561037497.0,92.71
1561037498.0,92.54
1561037499.0,92.39
1561037500.0,92.29
1561037501.0,92.17
1561037502.0,92.04
1561037503.0,91.95
1561037504.0,91.91
1561037505.0,91.89
1561037506.0,91.91
1561037507.0,91.95
1561037508.0,91.98
1561037509.0,91.97
1561037510.0,91.85
1561037511.0,92.63
1561037512.0,93.57
1561037513.0,94.5
1561037514.0,94.42
1561037515.0,94.17
1561037516.0,93.93
1561037517.0,93.75
1561037518.0,93.52
1561037519.0,93.3
1561037520.0,93.08
1561037521.0,92.83
1561037522.0,92.65
1561037523.0,92.45
1561037524.0,92.23
1561037525.0,92.27
1561037526.0,92.4
1561037527.0,92.53
1561037528.0,92.68
1561037529.0,92.78
1561037530.0,92.9
1561037531.0,93.07
1561037532.0,93.25
1561037533.0,93.45
1561037534.0,93.6
1561037535.0,93.75
1561037536.0,93.82
1561037537.0,93.85
1561037538.0,93.92
1561037539.0,93.98
1561037540.0,94.03
1561037541.0,94.0
1561037542.0,94.07
1561037543.0,94.15
1561037544.0,94.18
1561037545.0,94.27
1561037546.0,94.32
1561037547.0,94.38
1561037548.0,94.5
1561037549.0,94.63
1561037550.0,94.82
1561037551.0,94.92
1561037552.0,94.98
1561037553.0,95.02
1561037554.0,95.17
1561037555.0,95.35
1561037556.0,95.53
1561037557.0,95.82
1561037558.0,96.07
1561037559.0,96.25
1561037560.0,96.42
1561037561.0,96.58
1561037562.0,96.67
1561037563.0,96.65
1561037564.0,96.55
1561037565.0,96.53
1561037566.0,96.48
1561037567.0,96.43
1561037568.0,96.37
1561037569.0,96.33
1561037570.0,96.27
1561037571.0,96.2
1561037572.0,95.95
1561037573.0,95.7
1561037574.0,95.52
1561037575.0,95.35
1561037576.0,95.18
1561037577.0,95.02
1561037578.0,94.88
1561037579.0,94.78
1561037580.0,94.72
1561037581.0,94.58
1561037582.0,94.38
1561037583.0,94.23
1561037584.0,94.03
1561037585.0,93.85
1561037586.0,93.65
1561037587.0,93.38
1561037588.0,93.18
1561037589.0,92.98
1561037590.0,92.75
1561037591.0,92.47
1561037592.0,92.18
1561037593.0,91.88
1561037594.0,92.27
1561037595.0,92.63
1561037596.0,92.98
1561037597.0,93.28
1561037598.0,93.53
1561037599.0,93.83
1561037600.0,94.42
1561037601.0,95.02
1561037602.0,95.85
1561037603.0,96.68
1561037604.0,97.52
1561037605.0,98.37
1561037606.0,99.28
1561037607.0,100.25
1561037608.0,101.22
1561037609.0,102.17
1561037610.0,103.1
1561037611.0,104.1
1561037612.0,105.08
1561037613.0,106.05
1561037614.0,107.0
1561037615.0,107.95
1561037616.0,108.9
1561037617.0,109.72
1561037618.0,110.4
1561037619.0,111.12
1561037620.0,111.78
1561037621.0,112.47
1561037622.0,113.27
1561037623.0,114.08
1561037624.0,114.9
1561037625.0,115.58
1561037626.0,116.22
1561037627.0,116.8
1561037628.0,117.4
1561037629.0,117.9
1561037630.0,118.48
1561037631.0,119.05
1561037632.0,119.65
1561037633.0,120.25
1561037634.0,120.78
1561037635.0,121.35
1561037636.0,121.95
1561037637.0,122.58
1561037638.0,123.18
1561037639.0,123.77
1561037640.0,124.35
1561037641.0,125.02
1561037642.0,125.75
1561037643.0,126.45
1561037644.0,127.22
1561037645.0,128.02
1561037646.0,128.45
1561037647.0,128.82
1561037648.0,129.23
1561037649.0,129.37
1561037650.0,129.53
1561037651.0,129.75
1561037652.0,129.95
1561037653.0,130.15
1561037654.0,129.65
1561037655.0,129.18
1561037656.0,128.77
1561037657.0,128.4
1561037658.0,128.08
1561037659.0,127.7
1561037660.0,127.08
1561037661.0,126.5
1561037662.0,125.78
1561037663.0,125.07
1561037664.0,124.33
1561037665.0,123.63
1561037666.0,122.93
1561037667.0,122.22
1561037668.0,121.45
1561037669.0,120.67
1561037670.0,119.92
1561037671.0,119.17
1561037672.0,118.42
1561037673.0,117.52
1561037674.0,116.6
1561037675.0,115.62
1561037676.0,114.65
1561037677.0,113.7
1561037678.0,112.93
1561037679.0,112.25
1561037680.0,111.7
1561037681.0,111.17
1561037682.0,110.62
1561037683.0,110.12
1561037684.0,109.63
1561037685.0,109.2
1561037686.0,108.82
1561037687.0,108.48
1561037688.0,108.1
1561037689.0,107.78
1561037690.0,107.42
1561037691.0,107.03
1561037692.0,106.67
1561037693.0,106.37
1561037694.0,106.17
1561037695.0,105.97
1561037696.0,105.68
1561037697.0,105.37
1561037698.0,105.02
1561037699.0,104.78
1561037700.0,104.67
1561037701.0,104.9
1561037702.0,105.1
1561037703.0,105.32
1561037704.0,105.6
1561037705.0,105.87
1561037706.0,106.52
1561037707.0,107.13
1561037708.0,107.77
1561037709.0,108.73
1561037710.0,109.77
1561037711.0,110.77
1561037712.0,111.8
1561037713.0,112.77
1561037714.0,113.92
1561037715.0,115.05
1561037716.0,116.17
1561037717.0,117.28
1561037718.0,118.4
1561037719.0,119.5
1561037720.0,120.52
1561037721.0,121.82
1561037722.0,122.28
1561037723.0,122.75
1561037724.0,123.25
1561037725.0,123.23
1561037726.0,123.15
1561037727.0,123.05
1561037728.0,123.0
1561037729.0,122.97
1561037730.0,122.72
1561037731.0,122.47
1561037732.0,122.22
1561037733.0,122.12
1561037734.0,121.93
1561037735.0,121.82
1561037736.0,121.7
1561037737.0,121.58
1561037738.0,121.47
1561037739.0,121.32
1561037740.0,121.08
1561037741.0,120.83
1561037742.0,120.53
1561037743.0,120.23
1561037744.0,119.93
1561037745.0,119.6
1561037746.0,119.2
1561037747.0,118.8
1561037748.0,118.45
1561037749.0,118.08
1561037750.0,117.73
1561037751.0,117.43
1561037752.0,117.08
1561037753.0,116.67
1561037754.0,116.18
1561037755.0,115.65
1561037756.0,115.18
1561037757.0,114.72
1561037758.0,114.3
1561037759.0,113.68
1561037760.0,112.95
1561037761.0,111.87
1561037762.0,110.75
1561037763.0,109.65
1561037764.0,108.52
1561037765.0,107.38
1561037766.0,106.27
1561037767.0,105.3
1561037768.0,104.17
1561037769.0,103.03
1561037770.0,101.8
1561037771.0,100.55
1561037772.0,99.28
1561037773.0,98.05
1561037774.0,96.65
1561037775.0,95.22
1561037776.0,93.77
1561037777.0,92.25
1561037778.0,90.7
1561037779.0,89.22
1561037780.0,87.82
1561037781.0,86.13
1561037782.0,85.2
1561037783.0,84.28
1561037784.0,83.48
1561037785.0,83.13
1561037786.0,82.78
1561037787.0,82.45
1561037788.0,82.08
1561037789.0,81.72
1561037790.0,81.55
1561037791.0,81.38
1561037792.0,81.2
1561037793.0,81.02
1561037794.0,80.95
1561037795.0,80.85
1561037796.0,80.72
1561037797.0,80.57
1561037798.0,80.43
1561037799.0,80.28
1561037800.0,80.12
1561037801.0,79.98
1561037802.0,79.92
1561037803.0,79.82
1561037804.0,79.7
1561037805.0,79.55
1561037806.0,79.38
1561037807.0,79.22
1561037808.0,79.02
1561037809.0,78.77
1561037810.0,78.48
1561037811.0,78.22
1561037812.0,77.97
1561037813.0,77.65
1561037814.0,77.35
1561037815.0,77.08
1561037816.0,76.8
1561037817.0,76.52
1561037818.0,76.23
1561037819.0,76.03
1561037820.0,75.77
1561037821.0,75.62
1561037822.0,75.48
1561037823.0,75.32
1561037824.0,75.18
1561037825.0,75.05
1561037826.0,74.92
1561037827.0,74.8
1561037828.0,74.72
1561037829.0,74.72
1561037830.0,74.72
1561037831.0,74.77
1561037832.0,74.8
1561037833.0,74.87
1561037834.0,74.95
1561037835.0,75.05
1561037836.0,75.15
1561037837.0,75.28
1561037838.0,75.45
1561037839.0,75.58
1561037840.0,75.65
1561037841.0,75.7
1561037842.0,75.7
1561037843.0,75.7
1561037844.0,75.58
1561037845.0,75.33
1561037846.0,75.12
1561037847.0,74.92
1561037848.0,74.78
1561037849.0,74.65
1561037850.0,74.6
1561037851.0,74.53
1561037852.0,74.4
1561037853.0,74.2
1561037854.0,74.0
1561037855.0,73.75
1561037856.0,73.55
1561037857.0,73.37
1561037858.0,73.23
1561037859.0,73.07
1561037860.0,72.85
1561037861.0,72.67
1561037862.0,72.47
1561037863.0,72.32
1561037864.0,72.18
1561037865.0,72.1
1561037866.0,72.08
1561037867.0,72.12
1561037868.0,72.17
1561037869.0,72.27
1561037870.0,72.38
1561037871.0,72.5
1561037872.0,72.63
1561037873.0,72.78
1561037874.0,72.9
1561037875.0,73.0
1561037876.0,73.08
1561037877.0,73.17
1561037878.0,73.27
1561037879.0,73.45
1561037880.0,73.63
1561037881.0,73.7
1561037882.0,73.78
1561037883.0,73.87
1561037884.0,73.92
1561037885.0,73.95
1561037886.0,73.98
1561037887.0,73.97
1561037888.0,73.97
1561037889.0,73.83
1561037890.0,73.73
1561037891.0,73.63
1561037892.0,73.55
1561037893.0,73.47
1561037894.0,73.38
1561037895.0,73.38
1561037896.0,73.37
1561037897.0,73.4
1561037898.0,73.42
1561037899.0,73.45
1561037900.0,73.52
1561037901.0,73.62
1561037902.0,73.73
1561037903.0,73.8
1561037904.0,73.88
1561037905.0,74.15
1561037906.0,74.4
1561037907.0,74.67
1561037908.0,74.92
1561037909.0,75.2
1561037910.0,75.4
1561037911.0,75.63
1561037912.0,75.97
1561037913.0,76.35
1561037914.0,76.7
1561037915.0,77.07
1561037916.0,77.37
1561037917.0,77.65
1561037918.0,77.85
1561037919.0,78.05
1561037920.0,78.25
1561037921.0,78.37
1561037922.0,78.47
1561037923.0,78.53
1561037924.0,78.63
1561037925.0,78.75
1561037926.0,78.93
1561037927.0,79.07
1561037928.0,79.22
1561037929.0,79.38
1561037930.0,79.55
1561037931.0,79.68
1561037932.0,79.75
1561037933.0,79.85
1561037934.0,79.93
1561037935.0,80.03
1561037936.0,80.13
1561037937.0,80.2
1561037938.0,80.27
1561037939.0,80.27
1561037940.0,80.32
1561037941.0,80.35
1561037942.0,80.38
1561037943.0,80.42
1561037944.0,80.45
1561037945.0,80.48
1561037946.0,80.52
1561037947.0,80.57
1561037948.0,80.6
1561037949.0,80.7
1561037950.0,80.82
1561037951.0,81.0
1561037952.0,81.28
1561037953.0,81.53
1561037954.0,81.75
1561037955.0,81.9
1561037956.0,82.07
