,EDA
0,0.19858199999999998
1,0.20114500000000002
2,0.199864
3,0.20114500000000002
4,0.20114500000000002
5,0.20114500000000002
6,0.202426
7,0.20114500000000002
8,0.202426
9,0.202426
10,0.203707
11,0.203707
12,0.203707
13,0.202426
14,0.202426
15,0.20114500000000002
16,0.20114500000000002
17,0.20114500000000002
18,0.20114500000000002
19,0.20114500000000002
20,0.20114500000000002
21,0.20114500000000002
22,0.202426
23,0.20114500000000002
24,0.199864
25,0.199864
26,0.20114500000000002
27,0.19858199999999998
28,0.19858199999999998
29,0.19858199999999998
30,0.19858199999999998
31,0.19858199999999998
32,0.19858199999999998
33,0.19858199999999998
34,0.197301
35,0.197301
36,0.19602
37,0.19602
38,0.19602
39,0.19602
40,0.193458
41,0.193458
42,0.19473900000000002
43,0.193458
44,0.19473900000000002
45,0.193458
46,0.193458
47,0.193458
48,0.193458
49,0.192177
50,0.192177
51,0.192177
52,0.192177
53,0.192177
54,0.192177
55,0.190895
56,0.192177
57,0.190895
58,0.193458
59,0.192177
60,0.190895
61,0.190895
62,0.190895
63,0.190895
64,0.190895
65,0.190895
66,0.190895
67,0.189614
68,0.188333
69,0.189614
70,0.189614
71,0.188333
72,0.188333
73,0.188333
74,0.189614
75,0.189614
76,0.188333
77,0.189614
78,0.188333
79,0.189614
80,0.188333
81,0.189614
82,0.190895
83,0.189614
84,0.188333
85,0.189614
86,0.188333
87,0.189614
88,0.188333
89,0.189614
90,0.188333
91,0.188333
92,0.187052
93,0.185771
94,0.187052
95,0.187052
96,0.185771
97,0.187052
98,0.185771
99,0.185771
100,0.29385649724517904
101,0.171678
102,0.180646
103,0.187052
104,0.178084
105,0.181927
106,0.181927
107,0.181927
108,0.18320799999999998
109,0.18448900000000001
110,0.185771
111,0.178084
112,0.171678
113,0.2868099972451791
114,0.28552849724517904
115,0.122993
116,0.11146199999999999
117,0.101213
118,0.2515774972451791
119,0.24773399724517906
120,0.2554209972451791
121,0.2631079972451791
122,0.26759199724517907
123,0.165272
124,0.162709
125,0.16783399999999998
126,0.165272
127,0.166553
128,0.28424749724517906
129,0.15374100000000002
130,0.14221099999999998
131,0.146054
132,0.144773
133,0.144773
134,0.13836700000000002
135,0.146054
136,0.140929
137,0.143492
138,0.140929
139,0.133242
140,0.131961
141,0.140929
142,0.143492
143,0.149898
144,0.151179
145,0.156304
146,0.149898
147,0.15374100000000002
148,0.151179
149,0.151179
150,0.15245999999999998
151,0.149898
152,0.146054
153,0.140929
154,0.144773
155,0.143492
156,0.144773
157,0.147335
158,0.148616
159,0.147335
160,0.13708599999999999
161,0.26951399724517905
162,0.144773
163,0.147335
164,0.155022
165,0.155022
166,0.156304
167,0.156304
168,0.157585
169,0.157585
170,0.27976349724517907
171,0.134524
172,0.134524
173,0.2682329972451791
174,0.140929
175,0.144773
176,0.144773
177,0.143492
178,0.144773
179,0.149898
180,0.155022
181,0.156304
182,0.158866
183,0.160147
184,0.160147
185,0.162709
186,0.161428
187,0.163991
188,0.162709
189,0.163991
190,0.163991
191,0.165272
192,0.166553
193,0.166553
194,0.165272
195,0.166553
196,0.165272
197,0.16783399999999998
198,0.16783399999999998
199,0.16783399999999998
200,0.16783399999999998
201,0.16783399999999998
202,0.16783399999999998
203,0.16783399999999998
204,0.16783399999999998
205,0.16911500000000002
206,0.16783399999999998
207,0.16911500000000002
208,0.16783399999999998
209,0.16911500000000002
210,0.170396
211,0.16911500000000002
212,0.170396
213,0.170396
214,0.170396
215,0.170396
216,0.171678
217,0.170396
218,0.171678
219,0.171678
220,0.172959
221,0.171678
222,0.171678
223,0.171678
224,0.171678
225,0.170396
226,0.171678
227,0.171678
228,0.172959
229,0.171678
230,0.171678
231,0.171678
232,0.171678
233,0.171678
234,0.172959
235,0.171678
236,0.171678
237,0.171678
238,0.172959
239,0.172959
240,0.172959
241,0.172959
242,0.175521
243,0.172959
244,0.17424
245,0.172959
246,0.17424
247,0.17424
248,0.17424
249,0.17424
250,0.175521
251,0.17424
252,0.175521
253,0.175521
254,0.175521
255,0.17424
256,0.175521
257,0.17424
258,0.175521
259,0.17424
260,0.176802
261,0.175521
262,0.176802
263,0.175521
264,0.176802
265,0.175521
266,0.176802
267,0.175521
268,0.176802
269,0.175521
270,0.178084
271,0.175521
272,0.178084
273,0.176802
274,0.178084
275,0.176802
276,0.178084
277,0.176802
278,0.179365
279,0.176802
280,0.176802
281,0.176802
282,0.178084
283,0.176802
284,0.178084
285,0.176802
286,0.179365
287,0.176802
288,0.178084
289,0.176802
290,0.178084
291,0.178084
292,0.178084
293,0.178084
294,0.176802
295,0.176802
296,0.176802
297,0.176802
298,0.178084
299,0.176802
300,0.178084
301,0.176802
302,0.176802
303,0.176802
304,0.178084
305,0.176802
306,0.178084
307,0.176802
308,0.178084
309,0.176802
310,0.178084
311,0.178084
312,0.178084
313,0.178084
314,0.178084
315,0.176802
316,0.178084
317,0.178084
318,0.178084
319,0.178084
320,0.176802
321,0.176802
322,0.178084
323,0.178084
324,0.176802
325,0.176802
326,0.176802
327,0.176802
328,0.175521
329,0.178084
330,0.179365
331,0.178084
332,0.176802
333,0.178084
334,0.178084
335,0.176802
336,0.176802
337,0.178084
338,0.176802
339,0.178084
340,0.176802
341,0.178084
342,0.176802
343,0.178084
344,0.176802
345,0.178084
346,0.179365
347,0.178084
348,0.176802
349,0.178084
350,0.176802
351,0.178084
352,0.178084
353,0.178084
354,0.176802
355,0.178084
356,0.176802
357,0.175521
358,0.175521
359,0.176802
360,0.175521
361,0.178084
362,0.176802
363,0.178084
364,0.176802
365,0.178084
366,0.176802
367,0.178084
368,0.176802
369,0.178084
370,0.176802
371,0.176802
372,0.175521
373,0.178084
374,0.178084
375,0.178084
376,0.176802
377,0.178084
378,0.176802
379,0.176802
380,0.176802
381,0.178084
382,0.176802
383,0.178084
384,0.176802
385,0.179365
386,0.178084
387,0.178084
388,0.178084
389,0.178084
390,0.178084
391,0.178084
392,0.176802
393,0.178084
394,0.176802
395,0.178084
396,0.178084
397,0.179365
398,0.178084
399,0.179365
400,0.178084
401,0.178084
402,0.178084
403,0.179365
404,0.178084
405,0.178084
406,0.178084
407,0.179365
408,0.178084
409,0.178084
410,0.178084
411,0.178084
412,0.179365
413,0.179365
414,0.176802
415,0.178084
416,0.178084
417,0.178084
418,0.175521
419,0.178084
420,0.178084
421,0.178084
422,0.176802
423,0.17424
424,0.17424
425,0.176802
426,0.176802
427,0.176802
428,0.176802
429,0.178084
430,0.176802
431,0.176802
432,0.176802
433,0.176802
434,0.178084
435,0.178084
436,0.176802
437,0.178084
438,0.178084
439,0.178084
440,0.178084
441,0.178084
442,0.176802
443,0.178084
444,0.178084
445,0.178084
446,0.178084
447,0.176802
448,0.178084
449,0.178084
450,0.178084
451,0.178084
452,0.178084
453,0.178084
454,0.178084
455,0.178084
456,0.176802
457,0.178084
458,0.178084
459,0.178084
460,0.178084
461,0.178084
462,0.179365
463,0.176802
464,0.178084
465,0.178084
466,0.178084
467,0.176802
468,0.178084
469,0.176802
470,0.179365
471,0.176802
472,0.179365
473,0.178084
474,0.179365
475,0.176802
476,0.175521
477,0.176802
478,0.176802
479,0.175521
480,0.175521
481,0.175521
482,0.178084
483,0.175521
484,0.178084
485,0.175521
486,0.178084
487,0.176802
488,0.178084
489,0.176802
490,0.176802
491,0.175521
492,0.176802
493,0.175521
494,0.178084
495,0.176802
496,0.178084
497,0.176802
498,0.178084
499,0.176802
500,0.176802
501,0.176802
502,0.178084
503,0.175521
504,0.176802
505,0.176802
506,0.179365
507,0.176802
508,0.176802
509,0.176802
510,0.176802
511,0.178084
512,0.176802
513,0.176802
514,0.176802
515,0.176802
516,0.176802
517,0.176802
518,0.176802
519,0.175521
520,0.178084
521,0.176802
522,0.176802
523,0.176802
524,0.178084
525,0.176802
526,0.178084
527,0.176802
528,0.179365
529,0.176802
530,0.178084
531,0.178084
532,0.178084
533,0.178084
534,0.178084
535,0.176802
536,0.178084
537,0.178084
538,0.178084
539,0.179365
540,0.179365
541,0.179365
542,0.181927
543,0.180646
544,0.180646
545,0.180646
546,0.18320799999999998
547,0.180646
548,0.181927
549,0.180646
550,0.18320799999999998
551,0.180646
552,0.181927
553,0.181927
554,0.18320799999999998
555,0.181927
556,0.181927
557,0.180646
558,0.18320799999999998
559,0.181927
560,0.181927
561,0.181927
562,0.18448900000000001
563,0.181927
564,0.18320799999999998
565,0.181927
566,0.181927
567,0.181927
568,0.18320799999999998
569,0.18320799999999998
570,0.18320799999999998
571,0.18320799999999998
572,0.18448900000000001
573,0.18320799999999998
574,0.18448900000000001
575,0.18320799999999998
576,0.18320799999999998
577,0.18320799999999998
578,0.18448900000000001
579,0.18320799999999998
580,0.18448900000000001
581,0.18320799999999998
582,0.18448900000000001
583,0.18320799999999998
