1560974329.000000, 1560974329.000000, 1560974329.000000
32.000000, 32.000000, 32.000000
-65,5,2
-66,4,5
-60,3,3
-61,4,1
-69,4,-2
-69,4,0
-65,5,-1
-66,5,-2
-64,4,-2
-64,-1,1
-66,2,-2
-68,5,-5
-67,5,-4
-63,4,-6
-63,4,-5
-66,2,-6
-64,3,-4
-65,3,-3
-63,6,-6
-65,4,-5
-65,4,-6
-67,4,-5
-61,6,0
-62,6,-12
-68,4,-12
-62,5,-6
-60,5,-6
-59,5,-4
-63,3,-8
-62,8,-15
-63,5,-14
-61,6,-12
-61,6,-17
-62,6,-17
-53,7,-19
-60,5,-26
-56,5,-23
-54,5,-27
-59,7,-38
-54,4,-37
-51,3,-35
-53,6,-41
-52,6,-39
-51,6,-39
-48,5,-39
-51,5,-39
-49,6,-37
-50,5,-36
-51,5,-39
-49,5,-37
-51,4,-37
-52,6,-36
-52,7,-35
-52,6,-35
-54,7,-36
-51,5,-32
-53,6,-35
-54,7,-34
-51,8,-33
-48,10,-36
-58,7,-31
-56,0,-28
-57,2,-37
-57,5,-34
-54,5,-29
-54,3,-34
-57,3,-34
-56,2,-25
-56,2,-24
-62,2,-26
-59,1,-22
-58,3,-24
-59,1,-27
-72,8,-29
-58,3,-17
-64,4,-19
-62,4,-24
-57,2,-16
-58,3,-16
-61,5,-20
-61,5,-17
-60,5,-13
-61,5,-14
-58,8,-19
-40,4,-13
-56,0,-20
-62,0,-11
-64,-1,-12
-74,1,-11
-67,0,-10
-66,0,-11
-65,-2,-8
-66,-1,-11
-62,3,-14
-63,1,-13
-59,3,-14
-59,1,-9
-61,1,-9
-60,1,-12
-64,1,-16
-66,-2,-15
-66,-1,-13
-69,2,-17
-63,1,-10
-66,2,-12
-63,4,-12
-57,6,-13
-64,6,-19
-64,8,-19
-56,4,-14
-60,6,-20
-60,7,-22
-56,7,-23
-57,9,-23
-57,8,-22
-56,8,-21
-55,7,-20
-50,7,-21
-52,7,-23
-65,11,-30
-61,9,-26
-55,5,-7
-61,5,-9
-72,2,-16
-68,1,-12
-68,2,-14
-71,5,-17
-67,5,-16
-58,6,-10
-57,10,-14
-61,9,-14
-55,8,-10
-57,9,-12
-60,9,-14
-60,8,-14
-58,7,-11
-60,5,-12
-63,5,-13
-63,5,-14
-64,7,-15
-63,10,-15
-60,12,-17
-62,14,-24
-60,11,-23
-58,9,-23
-63,9,-27
-63,9,-27
-57,8,-25
-58,10,-27
-57,11,-25
-55,8,-23
-57,8,-24
-56,9,-26
-55,9,-26
-55,10,-29
-56,11,-30
-52,12,-29
-52,11,-30
-52,11,-32
-55,11,-33
-55,11,-33
-54,11,-34
-56,12,-36
-51,10,-33
-52,10,-35
-52,10,-35
-52,10,-34
-49,10,-33
-50,12,-36
-51,11,-35
-50,12,-36
-48,11,-37
-50,11,-40
-50,12,-42
-48,12,-40
-48,13,-31
-44,12,-36
-56,9,-43
-53,11,-34
-40,12,-25
-57,11,-38
-66,11,-41
-61,3,-30
-55,1,-19
-62,-1,-22
-71,-1,-25
-64,1,-19
-64,2,-14
-59,1,-13
-62,3,-15
-62,6,-9
-62,7,-9
-62,8,-14
-65,10,-15
-63,11,-13
-60,11,-15
-65,8,-13
-66,8,-9
-66,11,-12
-62,12,-10
-57,11,-7
-55,10,-2
-53,10,0
-53,10,2
-61,7,-2
-70,7,-4
-60,9,-1
-62,9,-1
-69,8,0
-67,8,1
-64,9,-3
-66,5,1
-63,5,1
-65,5,1
-64,2,4
-65,6,3
-63,6,4
-66,3,7
-63,4,10
-62,4,11
-58,2,13
-61,3,11
-69,5,4
-66,6,5
-54,6,0
-65,3,-1
-67,4,-4
-65,4,-5
-63,6,-5
-58,7,-10
-59,6,-18
-63,8,-25
-63,9,-20
-57,6,-16
-62,4,-15
-59,1,-17
-61,2,-20
-61,1,-16
-60,3,-18
-63,4,-22
-63,3,-22
-63,3,-22
-60,2,-20
-62,2,-20
-57,3,-17
-60,3,-16
-61,1,-17
-59,2,-18
-63,-2,-13
-66,-6,-16
-68,-2,-18
-69,1,-19
-68,2,-20
-52,-3,-12
-65,0,-17
-52,1,-13
-50,3,-9
-51,4,-12
-56,4,-19
-54,3,-25
-60,4,-26
-61,2,-22
-55,1,-16
-61,-3,-22
-70,2,-28
-60,-2,-15
-64,1,-18
-62,0,-19
-65,-1,-12
-60,-2,-16
-55,-2,-22
-66,0,-25
-58,-2,-20
-60,-3,-20
-62,-5,-18
-59,-4,-19
-59,0,-28
-62,0,-29
-61,-2,-27
-55,-2,-26
-54,-1,-24
-55,2,-30
-55,3,-32
-51,2,-31
-50,0,-32
-52,0,-33
-52,-1,-33
-55,-2,-34
-57,-3,-39
-57,-3,-38
-55,-5,-33
-57,-5,-37
-60,-4,-37
-69,-5,-36
-89,-5,-43
-102,-11,-43
-82,-13,-26
-45,0,4
-51,8,7
-55,16,10
-45,24,10
-45,25,10
-35,22,21
-31,23,25
-29,21,34
-57,19,39
-38,16,42
-43,9,43
-53,14,50
-36,13,58
-36,12,49
-35,10,49
-38,13,45
-45,14,42
-40,12,46
-39,12,48
-38,13,49
-39,13,49
-38,12,50
-39,13,49
-39,13,52
-34,11,54
-34,9,54
-33,10,52
-36,11,50
-36,11,51
-37,10,53
-38,10,51
-34,9,49
-31,8,49
-33,7,50
-40,10,48
-38,12,46
-39,15,49
-42,16,47
-41,17,44
-40,17,44
-45,15,46
-43,15,46
-43,15,46
-46,16,43
-44,16,44
-50,17,41
-44,15,41
-25,4,54
-20,-3,61
-30,0,53
-27,0,55
-34,7,56
-38,8,52
-36,5,51
-33,6,54
-38,4,48
-40,5,50
-26,5,58
-28,3,56
-37,7,53
-35,7,54
-32,5,52
-37,5,50
-37,4,53
-35,5,55
-35,5,55
-35,4,54
-39,2,49
-37,1,49
-34,-1,58
-44,-1,62
-22,3,58
-27,4,52
-26,6,48
-19,3,47
-47,10,36
-60,17,26
-57,16,29
-47,16,32
-44,17,25
-43,15,9
-60,16,13
-69,21,28
-57,25,20
-50,20,15
-76,9,0
-70,9,5
-74,2,3
-64,-7,-5
-69,-3,-3
-70,3,-4
-62,2,-5
-63,-7,-11
-69,-4,-13
-64,-1,-10
-62,4,-10
-60,4,-9
-63,2,-10
-66,2,-13
-67,5,-21
-67,1,-15
-61,0,-2
-75,1,-7
-73,2,-1
-50,5,25
-57,7,24
-56,7,26
-50,6,31
-52,2,30
-54,-1,34
-55,1,35
-48,4,39
-54,4,35
-53,6,36
-48,5,41
-41,5,40
-54,2,37
-49,2,40
-47,3,42
-52,2,37
-52,6,34
-42,4,40
-56,7,32
-43,6,40
-44,5,43
-45,0,47
-43,1,46
-55,0,34
-67,2,31
-52,9,32
-60,7,26
-58,4,21
-59,8,7
-61,5,8
-61,6,16
-56,5,12
-69,4,-1
-63,5,4
-59,8,3
-64,8,-3
-61,8,-8
-69,5,-11
-70,6,-12
-75,8,-12
-60,2,-5
-60,4,-10
-62,6,-14
-59,9,-16
-53,9,-14
-62,9,-18
-61,8,-18
-57,5,-14
-59,7,-18
-59,10,-19
-58,9,-17
-63,7,-21
-59,9,-21
-60,7,-24
-60,7,-23
-59,7,-21
-59,8,-21
-60,8,-23
