,HRV
0,670.8708356448973
1,665.9102054082944
2,664.147366947659
3,659.1843186705171
4,652.2002238346214
5,641.229855926675
6,631.5369989864229
7,624.7663072837271
8,616.1208841103703
9,650.7403206796882
10,779.6076010533992
11,779.9481828410459
12,766.3518352457503
13,785.1676707179538
14,789.4868679702388
15,789.197390233258
16,789.1796412749812
17,790.9576654585837
18,791.0092041640962
19,789.5282653732428
20,789.6851601281192
21,791.4916624991264
22,791.4916624991264
23,791.5834269744267
24,789.1224631241272
25,772.642321140856
26,611.7930770884093
27,612.6313580056976
28,550.7021212496568
29,386.75280998362433
30,387.88135415894135
31,458.925193101868
32,485.5186234829725
33,483.67190281903
34,483.85192790879984
35,484.60270809394234
36,484.6620306151509
37,483.49048218011393
38,481.1103836001343
39,480.432310280432
40,465.3233189199157
41,467.2971689492037
42,466.8623436277597
43,468.656113289736
44,470.8289026262874
45,469.5530369416753
46,466.8354791016486
47,402.4485624647187
48,305.407972347332
49,305.407972347332
50,316.5349596983623
51,321.52043908026536
52,406.63712857079264
53,396.378214746216
54,396.97857675597015
55,395.3365348670209
56,393.2898705182522
57,391.7443319944972
58,393.5217654635009
59,390.9135151580889
60,390.4888037868268
61,416.9069658253827
62,427.66546209888395
63,428.2320653665371
64,432.5770957131254
65,434.1481954206121
66,433.30163960368765
67,436.2101603399617
68,389.66461637236665
69,385.95491228239837
70,380.8964982085128
71,385.15661344850884
72,382.89975973533967
73,438.3222479834961
74,443.5834823167623
75,444.5408497919952
76,444.8284528323753
77,430.6892739286235
78,420.30541989425683
79,417.42807629229765
80,414.5522950632669
81,414.32650117730736
82,417.7775333722794
83,413.22596976080575
84,405.54448807904777
85,408.07282555643263
86,410.4896607963514
87,410.0973867060415
88,410.0973867060415
89,288.75558137814136
90,288.05349959460773
91,295.99181651291843
92,312.7574465037498
93,312.54978515974364
94,308.6586865671362
95,311.1370365145291
96,308.3954790642756
97,305.2518565103214
98,300.1353207811627
99,339.7998846342772
100,343.8198126241146
101,338.3539126691818
102,340.1144882656728
103,340.4083358732597
104,343.12896669203604
105,341.05341921701216
106,336.1348077324019
107,338.492632903218
108,333.6773475434806
109,334.17197760205295
110,335.83106722626763
111,334.94437001803396
112,337.4266614445765
113,337.35116128634985
114,340.18430344095606
115,285.8598437128667
116,285.9274209574049
117,283.4760576614978
118,283.45596370548486
119,259.89021238336545
120,225.8948673898737
121,227.15080587249926
122,158.47731162052975
123,155.24996164715316
124,155.97496742880506
125,155.97496742880506
126,152.87915876403088
127,152.8713387081851
128,152.8713387081851
129,107.43975828264172
130,107.133049649625
131,23.491566103163123
132,23.717280987816462
133,23.491566103163123
134,23.717280987816462
135,45.583838092388156
136,70.52055109568872
137,123.96508802861428
138,429.38938088134245
139,448.0446739451172
140,446.98125222941695
141,452.95270435875483
142,451.14090036760086
143,450.8379778511145
144,450.8650030547748
145,450.8740484797232
146,449.2551857072004
147,449.08983546251625
148,542.5116132762407
149,580.0802893698516
150,579.879082891148
151,578.0217305221445
152,586.4477033071166
153,588.1036389988908
154,572.869037894131
155,572.0567122773288
156,573.8549699648919
157,577.0709004805931
158,579.1985697463448
159,578.2793229937797
160,574.7944804291678
161,571.6932857653508
162,569.5331999334409
163,571.2042079873647
164,503.7139499002905
165,408.6167445413623
166,409.5177300444266
167,416.571794179265
168,317.35847207351014
169,489.43546598370347
170,508.40508701805436
171,510.7731563715527
172,509.64858599201415
173,506.8437153186882
174,507.69820049164144
175,509.3330662402015
176,509.5829437537648
177,509.2733900608025
178,512.7230046450884
179,515.1109024962896
180,515.3975025709598
181,514.1508710875613
182,513.7719618767483
183,512.7736167417396
184,512.7736167417396
185,392.3290426785158
186,306.6821207467878
187,345.82211138449213
188,354.88557329474787
189,356.3203382806803
190,356.3203382806803
191,373.7837583728124
192,448.568699310561
193,451.1146399250292
194,447.5288104804022
195,448.0000444833188
196,443.9167974045349
197,443.2677979898402
198,448.77259154556845
199,450.83209630846517
200,449.5648493142536
201,451.43461644046516
202,484.105301062462
203,480.10439143983183
204,478.72918330872665
205,500.32336732624924
206,525.1520093645684
207,554.6548201768351
208,532.4130110958423
209,536.9431122174623
210,538.9676216739074
211,695.6923912654237
212,792.7697497270468
213,793.8043511085907
214,793.433531406727
215,790.1998034340216
216,786.2857730116644
217,783.7834275098974
218,783.6580146950688
219,783.0043392768793
220,785.3237211257393
221,790.2082759785197
222,790.2230995920935
223,785.6397553604203
224,786.6509970940642
225,783.7341198718207
226,783.4334732689947
227,689.4229329622137
228,302.8057973421993
229,303.52415260288603
230,303.20335253707015
231,303.88107112865674
232,283.1907490849999
233,284.61471393713117
234,238.9339987326637
235,235.94834681613128
236,236.2149413867416
237,236.27028901845767
238,237.1466275286044
239,237.1958039196136
240,229.08979499717472
241,98.84234087698376
242,79.85558406336943
243,79.70116825489715
244,79.85558406336943
245,80.06417167510321
246,153.1775897517292
247,157.21069272732606
248,330.84158054996425
249,448.3200050026072
250,448.3763854103523
251,448.2930163089795
252,448.2930163089795
253,447.36360332612884
254,447.4221344744353
255,447.4442122376908
256,447.3783084738412
257,447.3783084738412
258,447.3708943222125
259,446.643575354422
260,446.62088076747284
261,446.2706365293074
262,447.5643522028808
263,448.44221485813836
264,421.18221479346886
265,108.82632886510271
266,108.7154662269194
267,109.16781784802679
268,108.499326468615
269,85.97626845540827
270,85.88572696966172
271,85.92199626873293
272,86.09910088740101
273,86.09910088740101
274,86.13346187801983
275,53.35250874646163
276,53.43167124448392
277,23.651563312774147
278,23.651563312774147
279,23.786782922478647
280,17.598851985849965
281,17.598851985849965
282,15.485822356390248
283,15.374919306761177
284,15.374919306761177
285,15.374919306761177
286,11.048543456039805
287,11.005129872114287
288,11.005129872114287
289,38.08817214138874
290,38.03433265818314
291,38.03433265818314
292,38.06286437184182
293,145.7299922342741
294,145.61797675166054
295,158.42907286387563
296,158.40987923382215
297,158.2524215381388
298,158.11830695282544
299,158.05514618613066
300,158.077180757201
301,158.0137935997684
302,157.8301022472979
303,157.7653494229573
