,HRV
0,506.7871898099174
1,526.5642558393007
2,532.145666910435
3,516.9292281360553
4,503.66576433931533
5,495.7399014201654
6,538.3518426186108
7,557.0754027662747
8,578.4362895729026
9,578.1661101348776
10,575.0622329813052
11,571.6146932157237
12,575.5055693600927
13,571.5733462146262
14,564.826289285131
15,578.8263577881661
16,587.0088354156579
17,588.4211754308717
18,526.6570783098897
19,519.316171087611
20,326.3100631100689
21,307.0561729456797
22,270.76716857233816
23,269.8142418084268
24,269.45097173853924
25,266.70055963219744
26,269.51384771277174
27,258.26610248761216
28,246.08455286270333
29,241.6065098977428
30,255.1292883180766
31,263.20013451948654
32,264.42042753489125
33,271.3291477204092
34,316.46033249174303
35,317.03119823533444
36,317.03119823533444
37,317.83038940164636
38,322.8127256732182
39,322.8127256732182
40,324.6877806070268
41,315.0127302403637
42,312.4572530570113
43,306.1843865107085
44,336.13989733843954
45,333.5850478147238
46,301.5090243272716
47,334.8008465048477
48,335.6848187338299
49,342.7925565203198
50,344.7598892596453
51,342.2664079704868
52,338.53474976668343
53,345.6328961901864
54,349.83994519007484
55,349.02989655812416
56,308.39856693570215
57,306.6739992147465
58,309.4516261262212
59,265.9814239719771
60,266.24732629780715
61,279.04180438510065
62,278.8498759558876
63,277.57747263523146
64,277.1317285059886
65,275.98714687159804
66,275.0360318872444
67,300.1871595820898
68,308.47780556163036
69,448.217233786398
70,448.217233786398
71,465.43405560365113
72,574.8372828834682
73,722.0892233686012
74,721.0454867742335
75,720.2197292718988
76,719.9544962530705
77,720.5245546375003
78,715.1580281671463
79,720.9266628638817
80,719.9113954278421
81,718.7437081733792
82,712.125686402896
83,715.1220381790141
84,675.771487883883
85,415.0319854788482
86,415.0319854788482
87,418.79084520345884
88,453.6811372700572
89,445.6638495855827
90,451.79554737284934
91,452.9293481548941
92,451.9221747924247
93,451.9221747924247
94,508.0334921609134
95,543.7217518849975
96,549.792783334802
97,537.1020028821772
98,534.1252987116252
99,526.6801087586783
100,518.4537922349605
101,517.9648694944615
102,513.3297760220265
103,507.10576027504646
104,505.9984953632518
105,505.9984953632518
106,456.6141542271276
107,341.46514966504355
108,336.3776630868412
109,330.5227548921584
110,306.7219315845851
111,305.82891434476164
112,304.69295090135347
113,294.1727334837197
114,294.1727334837197
115,313.2353122907
116,346.4571108009523
117,341.5191559826727
118,338.38108386321585
119,336.5353726468432
120,342.76132096375176
121,348.17403836040114
122,346.5763326541152
123,343.8527644421681
124,343.125803420616
125,349.27961963745076
126,351.199051457506
127,337.92736676192845
128,227.7433816494403
129,215.37315154064143
130,215.37315154064143
131,172.65852280177032
132,172.65852280177032
133,174.7018746525735
134,174.95238802308037
135,231.45060743732293
136,229.7890908230531
137,261.9947710075045
138,263.6077273916826
139,263.321006141973
140,266.69191866963854
141,266.56893396179106
142,269.569379485336
143,269.569379485336
144,323.09308848607924
145,664.1719016741631
146,663.4789374830136
147,666.2133426845918
148,663.9088147815637
149,665.800668058289
150,665.5178660473357
151,665.5178660473357
152,665.5917643664387
153,665.2405228694375
154,659.494073582302
155,657.2825009356121
156,660.1697726654784
157,384.3077089641432
158,383.7362170173671
159,360.43135053030335
160,368.56138227729133
161,372.58934650495
162,360.3722298529319
163,354.58906202941597
164,331.2917829956369
165,320.4586837761936
166,369.12332282286553
167,374.1184544066906
168,382.9058351958977
169,381.36612424969
170,393.7838698249417
171,399.7479975522409
172,399.51841645161056
