,HR
0,88.25
1,86.4
2,99.17
3,108.29
4,115.12
5,120.56
6,124.9
7,128.45
8,131.25
9,133.54
10,135.64
11,137.4
12,139.06
13,140.53
14,141.89
15,143.16
16,144.3
17,145.33
18,147.5
19,149.48
20,151.25
21,152.88
22,154.08
23,155.11
24,156.14
25,157.1
26,157.97
27,158.71
28,159.41
29,157.3
30,155.29
31,153.4
32,151.64
33,149.97
34,148.37
35,146.9
36,145.55
37,144.2
38,142.86
39,141.56
40,140.3
41,139.09
42,137.74
43,136.51
44,135.33
45,134.14
46,132.98
47,131.86
48,130.81
49,129.66
50,128.56
51,127.47
52,126.41
53,125.4
54,124.41
55,123.47
56,122.53
57,122.32
58,121.7
59,121.45
60,121.2
61,120.98
62,119.45
63,117.9
64,116.35
65,114.8
66,113.23
67,111.68
68,110.23
69,108.82
70,107.3
71,105.83
72,104.35
73,102.85
74,101.35
75,99.85
76,98.38
77,96.9
78,94.83
79,92.98
80,91.08
81,89.22
82,87.47
83,85.77
84,84.05
85,82.33
86,80.7
87,79.13
88,77.58
89,77.57
90,77.58
91,77.62
92,77.63
93,77.65
94,77.7
95,77.72
96,77.72
97,77.75
98,77.87
99,78.03
100,78.22
101,78.42
102,78.77
103,79.07
104,79.33
105,79.63
106,79.87
107,80.13
108,80.37
109,80.73
110,81.13
111,81.57
112,82.03
113,82.5
114,82.98
115,83.48
116,84.05
117,84.65
118,85.27
119,85.9
120,86.7
121,87.6
122,88.37
123,89.13
124,89.92
125,90.72
126,91.5
127,91.97
128,92.37
129,92.73
130,93.17
131,93.57
132,93.93
133,94.28
134,94.6
135,94.88
136,95.12
137,95.35
138,95.72
139,95.87
140,96.08
141,96.27
142,96.48
143,96.65
144,96.8
145,96.95
146,97.03
147,97.08
148,97.12
149,97.13
150,97.15
151,97.15
152,97.17
153,97.17
154,97.15
155,97.15
156,97.17
157,97.2
158,97.18
159,97.13
160,97.1
161,97.07
162,97.03
163,97.02
164,97.05
165,97.08
166,97.2
167,97.27
168,97.35
169,97.42
170,97.45
171,97.45
172,97.43
173,97.4
174,97.38
175,97.3
176,97.18
177,97.0
178,96.8
179,96.6
180,96.27
181,95.88
182,95.53
183,95.22
184,94.88
185,94.52
186,94.15
187,94.12
188,94.07
189,94.03
190,93.98
191,93.93
192,93.92
193,93.93
194,93.95
195,93.98
196,94.02
197,94.07
198,94.1
199,94.13
200,94.17
201,94.2
202,94.23
203,94.3
204,94.4
205,94.48
206,94.57
207,94.65
208,94.68
209,94.72
210,94.7
211,94.68
212,94.67
213,94.68
214,94.7
215,94.72
216,94.72
217,94.72
218,94.8
219,94.87
220,94.85
221,94.8
222,94.78
223,94.73
224,94.67
225,94.62
226,94.55
227,94.52
228,94.5
229,94.5
230,94.53
231,94.65
232,94.73
233,94.83
234,94.9
235,94.98
236,95.05
237,95.08
238,95.18
239,95.25
240,95.3
241,95.33
242,95.4
243,95.43
244,95.37
245,95.3
246,95.27
247,95.22
248,95.2
249,95.2
250,95.23
251,95.28
252,95.28
253,95.3
254,95.3
255,95.33
256,95.38
257,95.43
258,95.52
259,95.6
260,95.68
