,HRV
0,461.93179772493016
1,444.7214299096245
2,431.86132119845223
3,534.5815264953375
4,615.7115665079143
5,605.8418114699957
6,599.8579051704546
7,593.58521661615
8,585.2497988367272
9,585.6641446525881
10,587.5499008884033
11,589.562695375976
12,588.4232175367817
13,575.9842758949883
14,576.3447247783148
15,578.9349834755874
16,580.4830857200341
17,527.4256879478494
18,169.26339396328711
19,169.26339396328711
20,167.92048040290368
21,167.23810226869674
22,183.9349619904913
23,185.39602154447056
24,184.22368217716968
25,184.22368217716968
26,186.10474185938872
27,185.62505827697086
28,184.44653205104888
29,184.5605935095189
30,183.0516205435519
31,180.46072354032853
32,220.9307297061755
33,219.05106378133462
34,220.25294302355368
35,220.59822296305438
36,218.1431708880972
37,357.9935664157797
38,393.25358818093656
39,393.46493649749397
40,392.18795797686175
41,393.28536820900393
42,393.48021098254463
43,391.668723943324
44,389.9525461786993
45,391.3227963677105
46,392.5796231914557
47,390.2635560430878
48,389.60286887047175
49,389.36730242357834
50,392.3331369363056
51,327.8698453954896
52,225.4129373740081
53,182.5679415905141
54,184.1239391976984
55,184.0286084817856
56,184.9141536638334
57,185.5638719550071
58,182.18899186935872
59,182.482962713249
60,182.08890070687428
61,202.35262173326873
62,203.06049890482743
63,211.62538356600757
64,211.5221101662392
65,207.7483076729532
66,207.80198522860488
67,217.44961247810397
68,217.44961247810397
69,216.86948677524185
70,216.01710706795456
71,215.2367025213076
72,215.83520781803622
73,215.99834710551812
74,216.6418520907665
75,183.75210364653802
76,183.04456743327262
77,168.98721927660281
78,228.10463681736786
79,263.99980732090506
80,280.7354713987906
81,315.22364431319926
82,337.59546903626733
83,381.4114255830217
84,380.4054924967238
85,381.2897967056609
86,381.2663156834065
87,383.80745190109457
88,377.08055034499534
89,369.2952808094582
90,365.6981481725341
91,385.99468322915305
92,389.8684542028186
93,400.03760990934813
94,401.4007290502154
95,407.28268105112573
96,403.4239108229857
97,374.0544808855248
98,371.82008151944467
99,366.3909346655392
100,364.782223250563
101,362.86275324997536
102,364.1683314481836
103,365.1985353680252
104,405.51079941528803
105,373.71904859724816
106,361.8720426910688
107,357.2643691422903
108,349.24876196742173
109,343.5278311986428
110,342.6011244897466
111,338.527023087799
112,341.61351267828695
113,346.7000700881003
114,344.0318902454174
115,347.98424789437087
116,346.68289278997366
117,352.6542235539097
118,522.3136095657438
119,558.8327845322468
120,557.2059829835372
121,556.7490747238136
122,556.2006421674977
123,553.8964123314377
124,557.7085169921678
125,557.9833683493655
126,558.2190457871357
127,558.4172292875942
128,556.5603359399827
129,556.8259757840192
130,553.1613824967512
131,553.1586551305381
132,438.1228707860541
133,339.10324665252824
134,349.1326644483077
135,345.3368694080326
136,338.59280195530084
137,317.3264460371641
138,318.59302942540717
139,320.483109521722
140,321.8601794449517
141,321.5683278644313
142,321.58116728214014
143,321.64329190395506
144,310.812269534545
145,278.5345867399925
146,401.376840376218
147,418.44947379223254
148,417.53437393724266
149,429.2850281822388
150,428.829249406596
151,429.3850177945549
152,449.78773963845583
153,482.1719598579755
154,487.97323752366583
155,488.9074318456391
156,491.28507024736984
157,490.1591321432622
158,494.5515192769175
159,497.9956896698533
160,466.94923869181395
161,460.75108748221925
162,470.6972408409532
163,460.776831202769
164,466.1513130449888
165,486.84126049809316
166,473.3993949997992
167,422.0311241072928
168,420.9050192256051
169,418.07565387576483
170,415.2221792116345
171,413.4089005342196
172,410.769142444152
173,408.3646249762927
174,408.3646249762927
175,407.33106908394416
176,387.60076957883416
177,389.7830740579728
178,387.2831708512668
179,346.31216092086106
180,343.9562850561061
181,338.2371383915953
182,334.7182390127288
183,333.98972062621755
184,339.23210501703636
185,344.00646684000463
186,342.61942583905153
187,342.61942583905153
188,332.5644262112115
189,333.7299492873725
190,342.60578281206625
191,352.0125598211013
192,335.9763342454732
193,296.07550046240686
194,302.0570492168968
195,307.31413994049683
196,310.02828967453127
197,326.66287801557104
198,314.7577431029416
199,284.147957441357
200,264.1790868395132
201,280.92251335474134
202,281.6132817922625
203,284.0901996328074
204,283.34900943761124
205,281.8693475353522
206,281.3658987253069
207,279.4526076940038
208,279.156832989059
209,278.3900853656182
210,279.2293876855053
211,235.9494653902132
212,236.7920770870486
213,238.96058080867402
214,240.81075057142098
215,199.21907677711013
216,222.73531546289055
217,204.45399433388928
218,187.73263517658174
219,187.73263517658174
220,205.60004381408896
221,224.2422852110921
222,223.00233446698448
223,223.79280506634896
