Time,Heart Rate
02:11:58,70
02:12:08,82
02:12:13,89
02:12:18,86
02:12:28,87
02:12:33,83
02:12:38,81
02:13:03,70
02:13:13,62
02:13:18,60
02:14:43,70
02:24:56,70
02:25:06,84
02:25:11,103
02:25:16,99
02:25:21,95
02:26:53,70
02:28:56,70
02:29:06,73
02:29:11,62
02:29:16,63
02:49:03,70
02:50:38,70
02:50:48,70
02:50:53,65
02:50:58,67
02:51:08,68
02:51:13,70
02:51:18,73
02:51:23,75
02:51:28,76
02:51:38,77
02:51:43,78
02:51:53,79
02:51:58,80
02:52:08,79
02:52:13,78
02:52:32,82
02:52:47,82
02:52:52,82
02:53:07,82
02:53:17,81
02:53:22,84
02:53:27,87
02:53:32,91
02:53:37,93
02:53:42,95
02:53:47,97
02:53:52,99
02:53:57,98
02:54:02,99
02:54:07,101
02:54:12,102
02:54:17,104
02:54:22,108
02:54:27,113
02:54:32,125
02:54:37,130
02:54:42,132
02:54:52,131
02:54:57,130
02:55:02,135
02:55:07,134
02:55:12,133
02:55:17,132
02:55:27,133
02:55:32,130
02:55:37,129
02:55:42,128
02:55:57,129
02:56:02,130
02:56:07,132
02:56:12,127
02:56:22,130
02:56:27,131
02:56:32,129
02:56:37,125
02:56:52,126
02:57:06,123
02:57:11,124
02:57:16,129
02:57:21,130
02:57:26,127
02:57:31,129
02:57:36,131
02:58:05,70
02:58:15,73
02:58:37,70
02:58:47,64
02:58:52,66
02:59:15,70
02:59:25,63
02:59:30,62
03:00:21,70
03:00:51,70
03:01:01,84
03:01:06,94
03:01:11,92
03:01:16,89
03:01:21,90
03:01:26,89
03:01:31,88
03:01:36,87
03:01:54,85
03:01:59,84
03:02:04,83
03:02:35,70
03:02:45,68
03:02:50,66
03:03:06,67
03:03:31,70
03:03:41,69
03:03:46,66
03:04:04,70
03:04:14,66
03:04:24,67
03:04:29,72
03:04:34,70
03:04:39,72
03:05:08,70
03:05:18,69
03:05:28,77
03:05:33,79
03:05:38,76
03:05:43,72
03:05:48,70
03:06:16,70
03:06:26,69
03:06:41,69
03:06:46,68
03:06:51,62
03:06:56,58
03:07:06,60
03:07:11,61
03:07:16,64
03:07:21,67
03:07:26,69
03:07:31,71
03:07:36,93
03:07:41,108
03:07:46,115
03:07:51,119
03:07:56,121
03:08:01,122
03:08:06,125
03:08:11,127
03:08:16,126
03:08:22,128
03:08:27,130
03:08:32,128
03:08:42,129
03:08:47,131
03:08:52,130
03:08:57,129
03:09:02,131
03:09:07,133
03:09:12,132
03:09:17,133
03:09:22,134
03:09:27,135
03:09:32,134
03:09:37,135
03:09:42,138
03:09:47,139
03:09:52,136
03:10:02,135
03:10:07,134
03:10:12,132
03:10:17,130
03:10:22,131
03:10:27,125
03:10:32,118
03:10:51,111
03:11:27,70
03:12:26,70
03:12:36,70
03:12:41,75
03:12:51,77
03:12:56,78
03:15:54,70
03:16:04,70
03:16:09,71
03:16:14,76
03:39:30,70
03:58:35,70
03:58:45,69
04:04:06,70
04:04:16,84
04:04:21,99
04:04:39,70
04:04:49,87
04:04:54,96
04:04:59,89
04:05:29,70
04:05:39,88
04:05:44,104
04:05:49,90
04:05:54,82
04:06:36,70
04:08:29,70
04:08:52,69
04:10:12,70
04:10:31,70
04:10:51,67
04:11:10,60
04:11:15,60
04:11:31,64
04:12:11,70
04:12:21,64
04:13:08,70
04:13:23,70
04:14:28,70
04:15:07,70
04:16:23,70
04:16:49,70
04:17:01,70
04:17:42,70
04:42:03,70
04:45:08,70
04:45:18,73
04:57:49,70
05:06:22,70
05:06:32,71
05:06:41,83
05:06:57,103
05:07:02,87
05:07:16,84
05:07:26,83
05:08:14,70
05:08:42,70
05:08:52,67
05:09:06,64
05:09:23,66
05:09:28,67
05:09:43,70
05:10:28,70
05:10:53,70
05:11:06,70
05:13:09,70
05:13:26,70
05:13:31,85
05:13:47,95
05:13:52,93
05:13:57,88
05:14:02,86
05:18:03,70
05:19:20,70
05:19:32,70
05:19:49,70
05:20:16,70
05:20:26,70
05:20:41,66
05:20:54,77
05:21:04,77
05:21:09,79
05:21:14,80
05:21:19,77
05:21:24,76
05:21:34,75
05:21:39,76
05:21:49,77
05:21:54,78
05:21:59,79
05:22:04,81
05:22:09,84
05:22:14,87
05:22:19,89
05:22:24,90
05:22:29,89
05:22:34,88
05:22:39,90
05:22:44,92
05:22:49,96
05:22:54,97
05:22:59,96
05:23:04,98
05:23:09,98
05:23:14,95
05:23:19,92
05:23:24,91
05:23:29,90
05:23:47,88
05:24:02,89
05:24:17,89
05:24:22,90
05:24:32,92
05:24:37,95
05:24:42,96
05:24:47,97
05:24:52,98
05:24:57,96
05:25:02,93
05:25:07,91
05:25:22,92
05:25:27,91
05:25:32,92
05:25:37,93
05:25:52,92
05:25:57,91
05:26:06,91
05:26:35,70
05:33:03,70
05:33:08,70
05:35:00,70
05:35:29,70
05:35:39,102
06:30:24,70
06:46:24,70
06:46:29,70
06:46:39,97
06:46:44,98
06:47:03,93
07:32:00,70
07:32:24,70
07:34:09,70
07:46:37,70
07:57:25,70
08:31:18,70
08:51:44,70
08:51:49,70
08:52:46,70
09:47:23,70
09:50:37,70
09:52:17,70
09:58:26,70
09:58:31,70
09:58:41,76
09:58:46,80
09:58:56,85
09:59:01,86
09:59:06,79
09:59:11,77
09:59:16,78
10:22:29,70
10:22:47,78
11:17:24,70
11:44:10,70
11:44:23,70
11:44:45,70
11:44:55,103
11:45:00,126
11:45:05,109
11:45:10,99
11:45:15,95
11:45:26,97
11:46:05,70
11:46:15,72
11:46:20,73
11:46:25,78
11:46:35,74
11:46:40,72
11:47:01,75
11:47:17,75
11:47:31,75
11:47:36,78
11:47:41,80
11:47:46,81
11:48:00,83
11:48:16,82
11:48:27,80
11:48:45,70
11:49:15,70
11:49:25,96
11:49:30,119
11:49:35,123
11:49:40,129
11:49:45,131
11:49:55,130
11:50:00,129
11:50:05,126
11:50:10,128
11:50:15,128
11:50:30,126
11:50:35,125
11:50:45,127
11:50:55,129
11:51:00,127
11:51:05,129
11:51:10,128
11:51:20,124
11:51:25,123
11:51:30,126
11:51:36,125
11:51:41,124
11:51:51,122
11:51:56,124
11:52:01,127
11:52:06,130
11:52:11,133
11:52:16,135
11:52:21,136
11:52:26,135
11:52:36,134
11:52:41,131
11:52:51,130
11:52:56,128
11:53:06,127
11:53:11,126
11:53:16,125
11:53:21,123
11:53:36,122
11:53:41,122
11:53:51,123
11:53:56,124
11:54:06,125
11:54:11,124
11:54:21,125
11:54:36,125
11:54:41,124
11:54:46,124
11:54:51,124
11:54:56,124
11:55:01,124
11:55:06,124
11:55:11,125
11:55:22,115
11:55:32,119
11:55:37,124
11:55:47,119
11:55:52,121
11:55:57,125
11:56:24,70
11:56:34,69
11:57:32,70
11:57:42,73
11:58:25,70
11:58:49,63
11:58:54,68
11:59:05,68
11:59:17,69
11:59:22,76
11:59:27,82
11:59:32,88
11:59:37,93
11:59:42,97
11:59:47,100
11:59:52,104
11:59:57,108
12:00:02,112
12:00:07,116
12:00:12,120
12:00:17,121
12:00:22,122
12:00:27,126
12:00:32,130
12:00:37,134
12:00:42,139
12:00:47,142
12:00:52,146
12:00:57,151
12:01:02,157
12:01:07,163
12:01:12,164
12:01:17,165
12:01:22,168
12:01:27,169
12:01:33,168
12:01:43,170
12:01:48,171
12:01:53,175
12:01:58,177
12:02:03,176
12:02:08,176
12:02:13,175
12:02:18,176
12:02:23,175
12:02:28,174
12:02:38,172
12:02:43,169
12:02:48,171
12:02:53,172
12:02:58,176
12:03:03,177
12:03:13,176
12:03:28,176
12:03:38,177
12:03:48,178
12:03:58,179
12:04:03,181
12:04:18,181
12:04:23,180
12:04:33,182
12:04:38,183
12:04:43,183
12:04:48,182
12:04:58,181
12:05:13,179
12:05:18,176
12:05:23,174
12:05:28,172
12:05:33,169
12:05:38,166
12:05:43,161
12:05:48,157
12:05:53,155
12:05:58,149
12:06:03,147
12:06:08,144
12:06:13,143
12:06:18,139
12:06:23,138
12:06:28,140
12:06:38,139
12:06:43,135
12:06:53,139
12:07:08,134
12:07:18,135
12:07:23,134
12:07:33,130
12:07:38,129
12:08:01,124
12:08:06,122
12:08:11,116
12:08:16,112
12:08:31,113
12:08:36,117
12:08:41,120
12:08:46,121
12:09:01,120
12:09:06,116
12:09:11,114
12:09:36,113
12:09:48,118
12:09:58,116
12:10:03,112
12:10:08,114
12:10:13,115
12:10:18,116
12:10:28,117
12:10:38,118
12:10:43,117
12:10:48,118
12:10:58,117
12:11:03,113
12:11:08,111
12:12:08,70
12:12:23,77
12:12:33,72
12:12:38,71
12:12:43,80
12:12:48,90
12:12:53,92
12:12:58,97
12:13:03,100
12:13:08,102
12:13:13,104
12:13:18,106
12:13:23,109
12:13:33,110
12:13:48,110
12:14:03,111
12:14:08,114
12:14:13,118
12:14:18,119
12:14:23,118
12:14:28,118
12:14:43,118
12:14:58,118
12:14:59,119
12:15:04,123
12:15:09,124
12:15:14,123
12:15:19,126
12:15:24,128
12:15:29,132
12:15:39,134
12:15:44,137
12:15:49,141
12:15:59,143
12:16:09,141
12:16:14,135
12:16:19,132
12:16:29,129
12:16:39,131
12:16:44,132
12:16:49,133
12:16:54,136
12:16:59,135
12:17:04,135
12:17:09,135
12:17:19,130
12:17:24,126
12:17:29,125
12:17:39,123
12:17:44,121
12:17:49,119
12:17:54,118
12:17:59,118
12:18:04,117
12:18:09,116
12:18:14,115
12:18:24,115
12:18:29,114
12:18:34,113
12:18:49,114
12:18:54,117
12:19:04,118
12:19:09,117
12:19:19,116
12:19:24,115
12:19:34,116
12:19:39,116
12:19:54,117
12:20:04,117
12:20:19,117
12:20:29,115
12:20:34,114
12:20:39,115
12:20:44,116
12:20:49,114
12:20:59,113
12:21:04,112
12:21:09,111
12:21:19,110
12:21:24,113
12:21:34,111
12:21:44,110
12:21:54,109
12:21:59,110
12:22:14,109
12:22:19,107
12:22:29,108
12:22:34,109
12:22:39,110
12:22:44,111
12:22:49,110
12:22:54,112
12:23:25,70
12:23:53,70
12:24:25,70
12:24:35,74
12:24:40,86
12:24:45,88
12:24:50,84
12:24:55,80
