,HR
0,63.75
1,62.0
2,65.83
3,68.57
4,70.5
5,71.56
6,72.6
7,72.82
8,73.08
9,73.31
10,73.43
11,73.47
12,73.44
13,73.41
14,73.28
15,73.32
16,73.3
17,73.29
18,73.36
19,73.39
20,73.33
21,73.28
22,73.19
23,73.15
24,73.07
25,73.07
26,73.2
27,73.29
28,73.38
29,73.52
30,73.65
31,73.8
32,74.0
33,74.22
34,74.42
35,74.62
36,74.78
37,74.9
38,74.83
39,74.77
40,74.73
41,74.73
42,74.76
43,74.74
44,74.79
45,74.86
46,74.92
47,75.0
48,75.12
49,75.23
50,75.33
51,75.42
52,75.5
53,75.58
54,75.64
55,75.69
56,75.7
57,75.97
58,76.08
59,76.35
60,76.65
61,77.07
62,76.98
63,76.88
64,76.78
65,76.73
66,76.63
67,76.63
68,76.62
69,76.6
70,76.6
71,76.63
72,76.68
73,76.77
74,76.87
75,76.92
76,76.98
77,77.05
78,77.08
79,77.13
80,77.12
81,77.12
82,77.18
83,77.25
84,77.37
85,77.43
86,77.42
87,77.4
88,77.4
89,77.37
90,77.32
91,77.23
92,77.12
93,76.98
94,76.88
95,76.78
96,76.7
97,76.63
98,76.7
99,76.75
100,76.77
101,76.75
102,76.72
103,76.72
104,76.67
105,76.62
106,76.57
107,76.5
108,76.4
109,76.3
110,76.22
111,76.17
112,76.13
113,76.13
114,76.17
115,76.2
116,76.3
117,76.37
118,76.45
119,76.5
120,76.5
121,76.5
122,76.5
123,76.52
124,76.55
125,76.63
126,76.73
127,76.85
128,76.98
129,77.12
130,77.25
131,77.38
132,77.53
133,77.63
134,77.77
135,77.92
136,78.08
137,78.25
138,78.42
139,78.58
140,78.83
141,79.02
142,79.25
143,79.5
144,79.73
145,80.0
146,80.3
147,80.65
148,81.02
149,81.4
150,81.78
151,82.13
152,82.48
153,82.88
154,83.1
155,83.23
156,83.33
157,83.4
158,83.43
159,83.47
160,83.52
161,83.58
162,83.65
163,83.75
164,83.9
165,84.1
166,84.3
167,84.53
168,84.78
169,85.07
170,85.38
171,85.68
172,85.97
173,86.13
174,86.28
175,86.47
176,86.62
177,86.8
178,86.92
179,87.03
180,87.17
181,87.2
182,87.2
183,87.18
184,87.17
185,87.1
186,87.0
187,86.9
188,86.78
189,86.65
190,86.53
191,86.4
192,86.23
193,86.08
194,85.92
195,85.73
196,85.5
197,85.25
198,85.0
199,84.77
200,84.57
201,84.43
202,84.2
203,83.93
204,83.67
205,83.42
206,83.15
207,82.82
208,82.5
209,82.18
210,81.93
211,81.73
212,81.5
213,81.2
214,81.02
215,80.97
216,80.95
217,80.95
218,81.02
219,81.1
220,81.15
221,81.18
222,81.25
223,81.3
224,81.32
225,81.27
226,81.25
227,81.2
228,81.13
229,81.03
230,80.87
231,80.7
232,80.62
233,80.67
234,80.68
235,80.68
236,80.6
237,80.48
238,80.45
239,80.48
240,80.52
241,80.62
242,80.75
243,80.93
244,81.13
245,81.35
246,81.67
247,82.08
248,82.55
249,83.05
250,83.42
251,83.63
252,83.87
253,84.07
254,84.17
255,84.25
256,84.32
257,84.42
258,84.52
259,84.58
260,84.62
261,84.63
262,84.67
263,84.7
264,84.72
265,84.72
266,84.7
267,84.7
268,84.65
269,84.57
270,84.43
271,84.28
272,84.17
273,84.07
274,83.97
275,83.82
276,83.65
277,83.48
278,83.28
279,83.08
280,82.92
281,82.77
282,82.58
283,82.38
284,82.17
285,81.95
286,81.72
287,81.45
288,81.17
289,80.88
290,80.62
291,80.38
292,80.08
293,79.75
294,79.47
295,79.18
296,79.0
297,78.83
298,78.63
299,78.35
300,78.08
301,77.85
302,77.62
303,77.35
304,77.07
305,76.8
306,76.47
307,76.03
308,75.52
309,75.0
310,74.6
311,74.35
312,74.12
313,73.92
314,73.82
315,73.72
316,73.65
317,73.6
318,73.57
319,73.57
320,73.62
321,73.67
322,73.7
323,73.73
324,73.7
325,73.62
326,73.47
327,73.38
328,73.28
329,73.22
330,73.12
