1560665296.000000, 1560665296.000000, 1560665296.000000
32.000000, 32.000000, 32.000000
-34,52,27
-26,50,29
-23,50,30
-23,51,27
-26,51,26
-25,52,28
-23,52,28
-24,52,28
-31,52,22
-31,53,18
-22,55,21
-25,53,23
-23,54,26
-32,55,25
-33,55,25
-29,54,24
-27,53,25
-27,53,25
-27,53,27
-24,53,26
-25,52,26
-27,52,27
-28,52,28
-26,52,28
-25,52,27
-28,51,26
-29,52,25
-29,53,24
-30,52,22
-33,52,20
-33,53,20
-31,53,21
-32,51,18
-37,51,17
-38,50,15
-37,50,14
-38,49,13
-42,49,10
-43,49,9
-41,49,10
-44,49,8
-44,48,6
-43,48,7
-41,47,8
-42,48,6
-43,47,5
-44,48,4
-46,49,3
-44,47,1
-46,47,-1
-45,46,1
-48,46,-3
-48,46,-3
-48,46,-6
-46,46,-4
-46,46,-2
-47,46,-2
-47,45,-2
-47,46,-3
-46,46,-2
-42,47,0
-45,47,1
-43,47,3
-45,46,2
-45,46,3
-46,45,3
-46,45,4
-47,46,2
-47,46,2
-46,46,1
-45,46,1
-45,46,1
-46,45,1
-46,45,1
-46,45,2
-45,45,2
-48,45,1
-47,45,0
-46,46,0
-47,45,0
-45,46,0
-47,46,1
-45,45,0
-45,46,0
-45,46,-1
-46,46,-2
-47,46,-4
-46,46,-4
-44,46,-2
-46,46,-6
-46,46,-7
-45,46,-7
-45,46,-7
-47,46,-7
-46,47,-8
-46,48,-5
-48,49,-1
-44,49,1
-38,51,3
-36,52,5
-36,51,7
-39,50,6
-41,51,7
-39,51,8
-39,51,9
-40,51,9
-40,52,10
-39,52,10
-39,52,10
-37,52,11
-34,52,14
-34,53,15
-33,52,16
-34,52,15
-35,53,16
-35,52,16
-34,52,18
-32,52,18
-32,52,18
-33,52,18
-32,52,19
-32,52,19
-31,52,19
-32,52,20
-30,51,20
-27,52,20
-29,52,17
-29,54,16
-27,53,15
-34,53,7
-37,53,4
-45,53,-1
-43,52,-2
-36,48,-7
-40,43,-12
-38,45,-20
-35,44,-26
-36,44,-29
-37,46,-34
-38,46,-35
-37,45,-37
-37,44,-39
-32,43,-39
-32,44,-40
-30,43,-39
-28,43,-39
-27,43,-40
-26,43,-40
-26,43,-39
-26,43,-37
-27,42,-39
-26,42,-38
-28,42,-38
-28,42,-38
-27,42,-40
-28,42,-41
-29,42,-42
-28,41,-42
-28,42,-41
-31,42,-43
-30,42,-43
-31,42,-39
-31,41,-37
-31,41,-36
-31,41,-38
-30,41,-36
-31,41,-34
-31,42,-34
-32,41,-36
-32,42,-35
-32,41,-35
-34,39,-35
-34,39,-35
-34,39,-36
-35,39,-36
-36,40,-38
-36,40,-39
-39,38,-40
-41,35,-40
-42,35,-40
-44,35,-41
-47,36,-38
-50,37,-34
-53,38,-34
-53,38,-37
-56,37,-37
-55,37,-35
-54,40,-32
-53,42,-28
-51,40,-23
-48,36,-20
-46,35,-19
-44,33,-15
-43,32,-15
-42,31,-10
-42,31,-9
-40,35,-4
-38,40,0
-37,44,3
-42,47,11
-40,46,15
-32,48,19
-40,49,10
-42,54,-2
-51,52,-13
-50,51,-12
-46,51,-12
-42,51,-11
-42,49,-10
-41,50,-10
-39,51,-8
-39,51,-9
-40,50,-9
-35,50,-10
-35,50,-9
-34,50,-7
-31,51,-5
-33,52,-8
-33,52,-9
-31,52,-8
-26,52,-5
-26,51,-7
-27,51,-9
-30,53,-12
-31,54,-14
-30,54,-18
-28,55,-17
-24,55,-15
-25,55,-15
-30,54,-18
-30,53,-17
-28,56,-18
-26,56,-20
-28,56,-21
-32,57,-24
-36,60,-27
-37,60,-29
-35,62,-28
-32,64,-26
-19,66,-15
-18,62,-10
-23,59,-6
-27,58,-5
-29,56,2
-24,56,8
-24,57,9
-27,57,10
-28,57,9
-30,57,10
-31,58,8
-30,58,7
-29,58,7
-28,58,7
-26,57,8
-25,57,8
-28,57,4
-35,57,1
-31,56,2
-32,59,2
-31,59,2
-27,54,-2
-29,55,-8
-32,58,-13
-33,56,-17
-33,56,-20
-34,56,-26
-30,55,-23
-24,52,-23
-28,52,-28
-25,52,-28
-24,51,-27
-23,52,-29
-25,53,-30
-24,53,-30
-23,53,-29
-22,53,-28
-19,54,-27
-23,54,-30
-22,53,-29
-18,53,-30
-20,53,-31
-20,53,-31
-19,53,-30
-19,53,-29
-19,53,-30
-18,54,-30
-19,54,-28
-19,54,-28
-18,54,-30
-17,54,-30
-17,54,-31
-18,53,-32
-17,54,-32
-18,54,-34
-19,54,-35
-20,54,-33
-20,54,-32
-21,53,-32
-23,53,-33
-24,53,-32
-24,53,-28
-23,53,-26
-25,53,-25
-26,53,-26
-25,54,-24
-28,54,-23
-28,55,-23
-29,54,-23
-29,54,-22
-30,54,-21
-29,53,-21
-31,54,-20
-31,54,-19
-31,54,-19
-30,55,-17
-30,55,-17
-31,54,-16
-31,54,-18
-32,54,-18
-32,53,-16
-32,54,-16
-32,53,-15
-32,54,-14
-32,53,-15
-32,54,-14
-32,53,-14
-32,53,-15
-32,53,-15
-32,54,-15
-32,54,-15
-33,54,-16
-32,54,-16
-33,54,-16
-34,54,-16
-34,54,-16
-34,53,-15
-34,54,-15
-34,53,-15
-34,53,-15
