,HR
0,75.75
1,76.8
2,79.83
3,82.29
4,84.5
5,85.89
6,86.5
7,87.09
8,87.67
9,88.23
10,88.93
11,89.8
12,90.44
13,91.0
14,91.5
15,91.95
16,92.3
17,92.48
18,92.55
19,92.61
20,92.71
21,92.76
22,92.81
23,92.85
24,93.0
25,93.1
26,93.3
27,93.61
28,93.84
29,94.09
30,94.26
31,94.37
32,94.47
33,94.65
34,94.87
35,95.0
36,95.2
37,95.39
38,95.6
39,95.77
40,95.91
41,96.04
42,96.17
43,96.28
44,96.42
45,96.55
46,96.78
47,96.98
48,97.13
49,97.23
50,97.33
51,97.45
52,97.54
53,97.63
54,97.72
55,97.78
56,97.92
57,98.55
58,98.98
59,99.48
60,99.92
61,100.33
62,100.55
63,100.75
64,100.88
65,101.12
66,101.62
67,102.05
68,102.47
69,102.87
70,103.23
71,103.53
72,103.88
73,104.22
74,104.57
75,104.92
76,105.28
77,105.68
78,106.08
79,106.5
80,106.92
81,107.33
82,107.77
83,108.2
84,108.58
85,108.98
86,109.37
87,109.7
88,110.07
89,110.5
90,110.95
91,111.45
92,111.92
93,112.33
94,112.75
95,113.18
96,113.6
97,114.02
98,114.42
99,114.92
100,115.4
101,115.88
102,116.32
103,116.77
104,117.18
105,117.57
106,117.82
107,118.12
108,118.47
109,118.92
110,119.38
111,119.87
112,120.4
113,120.95
114,121.48
115,122.02
116,122.45
117,122.87
118,123.3
119,123.73
120,124.15
121,124.6
122,125.05
123,125.47
124,125.92
125,126.32
126,126.53
127,126.77
128,127.02
129,127.27
130,127.5
131,127.75
132,127.98
133,128.25
134,128.53
135,128.78
136,129.02
137,129.25
138,129.48
139,129.7
140,129.83
141,129.93
142,130.02
143,130.08
144,130.15
145,130.2
146,130.23
147,130.27
148,130.25
149,130.17
150,130.13
151,130.1
152,130.1
153,130.17
154,130.2
155,130.22
156,130.38
157,130.52
158,130.62
159,130.62
160,130.62
161,130.78
162,131.0
163,131.22
164,131.42
165,131.82
166,132.27
167,132.67
168,133.03
169,133.35
170,133.63
171,133.88
172,134.13
173,134.33
174,134.55
175,134.8
176,135.1
177,135.42
178,135.75
179,134.88
180,134.2
181,133.43
182,132.67
183,131.9
184,131.08
185,130.27
186,129.45
187,128.67
188,127.87
189,127.07
190,126.28
191,125.53
192,124.8
193,124.08
194,123.3
195,122.4
196,121.25
197,120.08
198,118.95
199,117.85
200,116.82
201,115.82
202,114.82
203,114.08
204,113.4
205,112.75
206,112.08
207,111.42
208,110.78
209,110.13
210,109.47
211,108.8
212,108.1
213,107.33
214,106.53
215,105.78
216,104.85
217,103.95
218,103.05
219,102.15
220,101.3
221,100.28
222,99.3
223,98.33
224,97.42
225,96.33
226,95.27
227,94.2
228,93.13
229,92.05
230,90.95
231,89.83
232,88.72
233,87.58
234,86.45
235,85.32
236,84.17
237,83.03
238,81.88
239,81.97
240,81.88
241,81.83
242,81.75
243,81.68
244,81.58
245,81.47
246,81.33
247,81.18
248,81.02
249,80.85
250,80.7
251,80.48
252,80.25
253,79.98
254,79.75
255,79.65
256,79.83
257,80.07
258,80.27
259,80.43
260,80.62
261,80.82
262,80.98
263,80.9
264,80.77
265,80.62
266,80.47
267,80.28
268,80.12
269,79.95
270,79.77
271,79.57
272,79.4
273,79.23
274,79.1
275,78.97
276,78.83
277,78.7
278,78.6
279,78.53
280,78.45
281,78.38
282,78.27
283,78.13
284,77.97
285,77.8
286,77.6
287,77.43
288,77.23
289,77.03
290,76.87
291,76.72
292,76.55
293,76.52
294,76.47
295,76.42
296,76.37
297,76.28
298,76.15
299,76.0
300,75.87
301,75.77
302,75.67
303,75.58
304,75.57
305,75.57
306,75.58
307,75.6
308,75.63
309,75.68
310,75.7
311,75.73
312,75.77
313,75.78
314,75.8
315,75.8
316,75.78
317,75.73
318,75.72
319,75.7
320,75.65
321,75.6
322,75.58
323,75.57
324,75.55
325,75.53
326,75.52
327,75.52
328,75.52
329,75.53
330,75.55
331,75.58
332,75.62
333,75.65
334,75.67
335,75.67
336,75.67
337,75.67
338,75.68
339,75.68
340,75.73
341,75.75
342,75.82
343,75.9
344,75.98
345,76.05
346,76.13
347,76.18
348,76.27
349,76.35
350,76.4
351,76.45
352,76.5
353,76.43
354,76.38
355,76.32
356,76.23
357,76.17
358,76.13
359,76.1
360,76.02
361,75.92
362,75.82
363,75.7
364,75.57
365,75.43
366,75.3
367,75.18
368,75.07
369,74.95
370,74.85
371,74.77
372,74.7
373,74.65
374,74.58
375,74.55
376,74.53
377,74.55
378,74.58
379,74.63
380,74.72
381,74.78
382,74.87
383,74.92
384,74.95
385,74.97
386,74.98
387,75.0
388,75.02
389,75.02
390,75.02
391,74.97
392,74.9
393,74.85
394,74.8
395,74.78
396,74.78
397,74.78
398,74.78
399,74.78
400,74.77
401,74.78
402,74.77
403,74.75
404,74.75
405,74.73
406,74.68
407,74.67
408,74.67
409,74.67
410,74.68
411,74.7
412,74.75
413,74.83
414,74.92
415,75.02
416,75.1
417,75.3
418,75.47
419,75.68
420,75.92
421,76.17
422,76.43
423,76.72
424,77.0
425,77.27
426,77.55
427,77.85
428,78.13
429,78.4
430,78.6
431,78.77
432,78.92
433,79.05
434,79.25
435,79.43
436,79.6
437,79.78
438,79.98
439,80.17
440,80.2
441,80.25
442,80.28
443,80.35
444,80.4
445,80.47
446,80.52
447,80.57
448,80.63
449,80.68
450,80.72
451,80.75
452,80.8
453,80.83
454,80.88
455,80.9
456,80.9
457,80.92
458,80.92
459,80.93
460,80.93
461,80.9
462,80.88
463,80.83
464,80.75
465,80.7
466,80.68
467,80.65
468,80.62
469,80.6
470,80.6
471,80.62
472,80.6
473,80.58
474,80.57
475,80.57
476,80.6
477,80.5
478,80.42
479,80.25
480,80.07
481,79.85
482,79.58
483,79.28
484,79.02
485,78.68
486,78.28
487,77.87
488,77.48
489,77.12
490,76.83
491,76.58
492,76.47
493,76.37
494,76.22
495,76.08
496,75.95
497,75.78
498,75.58
499,75.37
500,75.28
501,75.2
502,75.12
503,75.03
504,75.0
505,74.97
506,74.97
507,74.98
508,74.98
509,75.0
510,75.03
511,75.1
512,75.15
513,75.2
514,75.25
515,75.32
516,75.4
517,75.47
518,75.53
519,75.58
520,75.62
521,75.65
522,75.65
523,75.67
524,75.68
525,75.68
526,75.68
527,75.68
528,75.68
529,75.67
530,75.6
531,75.52
532,75.4
533,75.25
534,75.08
535,74.9
536,74.7
537,74.53
538,74.42
539,74.33
540,74.27
541,74.23
542,74.25
543,74.28
544,74.33
545,74.47
546,74.63
547,74.78
548,74.92
549,75.03
550,75.13
551,75.08
552,74.93
553,74.8
554,74.72
555,74.63
556,74.57
557,74.52
558,74.48
559,74.52
560,74.52
561,74.5
562,74.48
563,74.47
564,74.43
565,74.4
566,74.37
567,74.32
568,74.27
569,74.22
570,74.15
571,74.08
572,74.02
573,73.97
574,73.92
575,73.87
576,73.8
577,73.73
578,73.67
579,73.6
580,73.53
581,73.48
582,73.45
583,73.4
584,73.35
585,73.3
586,73.25
587,73.25
588,73.27
589,73.33
590,73.45
591,73.57
592,73.73
593,73.93
594,74.15
595,74.38
596,74.62
597,74.82
598,75.0
599,75.22
600,75.47
601,75.73
602,75.98
603,76.23
604,76.55
605,76.85
606,77.17
607,77.5
608,77.82
609,78.13
610,78.45
611,78.9
612,79.28
613,79.67
614,80.02
615,80.33
616,80.65
617,80.93
618,81.2
619,81.4
620,81.63
621,81.88
622,82.07
623,82.2
624,82.35
625,82.48
626,82.58
627,82.63
628,82.8
629,83.02
630,83.27
631,83.52
632,83.78
633,84.05
634,84.38
635,84.73
636,85.1
637,85.48
638,85.88
639,86.32
640,86.75
641,87.2
642,87.62
643,88.05
644,88.48
645,88.88
646,89.27
647,89.6
648,89.9
649,90.18
650,90.42
651,90.62
652,90.77
653,90.9
654,91.18
655,91.43
656,91.63
657,91.87
658,92.05
659,92.2
660,92.32
661,92.4
662,92.48
663,92.55
664,92.53
665,92.53
666,92.55
667,92.55
668,92.57
669,92.58
670,92.58
671,92.62
672,92.58
673,92.55
674,92.5
675,92.52
676,92.52
677,92.55
678,92.63
679,92.75
680,92.85
681,92.92
682,93.02
683,93.15
684,93.25
685,93.35
686,93.45
687,93.62
688,93.67
689,93.68
690,93.68
691,93.7
692,93.72
693,93.72
694,93.63
695,93.48
696,93.35
697,93.22
698,93.07
699,92.87
700,92.67
701,92.47
702,92.3
703,92.13
704,91.93
705,91.78
706,91.68
707,91.6
708,91.53
709,91.43
710,91.38
711,91.37
712,91.3
713,91.3
714,91.12
715,91.0
716,90.93
717,90.9
718,90.87
719,90.83
720,90.78
721,90.73
722,90.67
723,90.58
724,90.48
725,90.35
726,90.18
727,90.07
728,89.95
729,89.82
730,89.68
731,89.5
732,89.38
733,89.32
734,89.23
735,89.1
736,88.93
737,88.75
738,88.55
739,88.3
740,88.15
741,88.07
742,88.0
743,87.98
744,87.98
745,88.0
746,88.02
747,88.08
748,88.25
749,88.37
750,88.48
751,88.6
752,88.7
753,88.7
754,88.8
755,88.95
756,89.12
757,89.23
758,89.33
759,89.52
760,89.7
761,89.85
762,89.93
763,90.08
764,90.37
765,90.28
766,90.2
767,90.12
768,90.02
769,89.88
770,89.73
771,89.57
772,89.52
773,89.4
774,89.32
775,89.18
776,89.07
777,88.92
778,88.78
779,88.6
780,88.43
781,88.27
782,88.1
783,87.93
784,87.8
785,87.7
786,87.62
787,87.45
788,87.27
789,87.08
790,86.92
791,86.77
792,86.72
793,86.65
794,86.6
795,86.52
796,86.43
797,86.32
798,86.17
799,86.15
800,86.03
801,85.88
802,85.77
803,85.6
804,85.37
805,85.12
806,84.9
807,84.57
808,84.2
809,83.87
810,83.52
811,83.15
812,82.82
813,82.6
814,82.35
815,82.03
816,81.63
817,81.27
818,80.93
819,80.55
820,80.15
821,79.75
822,79.4
823,79.08
824,78.75
825,78.78
826,78.78
827,78.75
828,78.73
829,78.62
830,78.5
831,78.4
832,78.27
833,78.17
834,78.05
835,77.92
836,77.78
837,77.65
838,77.57
839,77.52
840,77.47
841,77.38
842,77.32
843,77.23
844,77.1
845,76.98
846,76.85
847,76.75
848,76.67
849,76.58
850,76.52
851,76.5
852,76.32
853,76.12
854,75.92
855,75.73
856,75.58
857,75.48
858,75.42
859,75.32
860,75.23
861,75.25
862,75.25
863,75.33
864,75.4
865,75.48
866,75.6
867,75.77
868,75.83
869,75.92
870,76.02
871,76.22
872,76.35
873,76.42
874,76.38
875,76.42
876,76.57
877,76.83
878,77.07
879,77.28
880,77.5
881,77.7
882,77.88
883,77.97
884,77.95
885,77.9
886,77.78
887,77.68
888,77.58
889,77.65
890,77.73
891,77.82
892,77.87
893,77.83
894,77.83
895,77.85
896,77.83
897,77.78
898,77.72
899,77.63
900,77.55
901,77.53
902,77.45
903,77.45
904,77.48
905,77.53
906,77.58
907,77.67
908,77.75
909,77.83
910,77.82
911,77.75
912,77.83
913,77.97
914,78.02
915,78.12
916,78.22
917,78.32
918,78.33
919,78.3
920,78.25
921,78.1
922,77.95
923,77.78
924,77.65
925,77.53
926,77.38
927,77.25
928,77.12
929,76.97
930,76.83
931,76.62
932,76.47
933,76.33
934,76.22
935,76.1
936,75.9
937,75.55
938,75.22
939,74.9
940,74.55
941,74.23
942,73.93
943,73.73
944,73.6
945,73.47
946,73.38
947,73.3
948,73.22
949,73.17
950,73.1
951,73.07
952,73.03
953,73.08
954,73.08
955,73.08
956,73.1
957,73.08
958,73.07
959,73.07
960,73.03
961,72.98
962,73.08
963,73.12
964,73.13
965,73.12
966,73.13
967,73.18
968,73.23
969,73.27
970,73.4
971,73.53
972,73.6
973,73.67
974,73.8
975,73.92
976,73.95
977,73.98
978,74.05
979,74.08
980,74.22
981,74.27
982,74.3
983,74.3
984,74.33
985,74.35
986,74.37
987,74.37
988,74.35
989,74.28
990,74.3
991,74.3
992,74.28
993,74.32
994,74.38
995,74.43
996,74.4
997,74.45
998,74.5
999,74.55
1000,74.65
1001,74.73
1002,74.8
1003,74.83
1004,74.87
1005,74.92
1006,74.97
1007,75.03
1008,75.02
1009,75.02
1010,75.02
1011,74.98
1012,74.98
1013,74.95
1014,74.93
1015,74.9
1016,74.87
1017,74.85
1018,74.82
1019,74.72
1020,74.92
1021,75.12
1022,75.35
1023,75.68
1024,76.05
1025,76.42
1026,76.77
1027,77.08
1028,77.4
1029,77.77
1030,78.12
1031,78.47
1032,78.83
1033,79.12
1034,79.38
1035,79.58
1036,79.85
1037,80.12
1038,80.38
1039,80.7
1040,80.88
1041,81.13
1042,81.38
1043,81.62
1044,81.77
1045,81.98
1046,82.22
1047,82.52
1048,82.87
1049,83.25
1050,83.57
1051,83.92
1052,84.27
1053,84.62
1054,84.98
1055,85.37
1056,85.85
1057,86.3
1058,86.75
1059,87.15
1060,87.53
1061,87.92
1062,88.33
1063,88.65
1064,88.95
1065,89.28
1066,89.62
1067,89.95
1068,90.4
1069,90.78
1070,91.17
1071,91.58
1072,91.98
1073,92.35
1074,92.62
1075,92.8
1076,93.0
1077,93.23
1078,93.52
1079,93.83
1080,93.87
1081,93.88
1082,93.77
1083,93.62
1084,93.47
1085,93.35
1086,93.25
1087,93.13
1088,93.02
1089,92.88
1090,92.73
1091,92.57
1092,92.4
1093,92.22
1094,92.05
1095,91.88
1096,91.78
1097,91.7
1098,91.57
1099,91.43
1100,91.35
1101,91.3
1102,91.28
1103,91.23
1104,91.52
1105,91.7
1106,91.83
1107,91.87
1108,91.9
1109,91.97
1110,92.02
1111,92.03
1112,92.1
1113,92.13
1114,92.17
1115,92.2
1116,92.28
1117,92.37
1118,92.62
1119,92.9
1120,93.25
1121,93.6
1122,93.83
1123,93.78
1124,93.72
1125,93.63
1126,93.5
1127,93.4
1128,93.25
1129,93.1
1130,92.95
1131,92.8
1132,92.68
1133,92.57
1134,92.58
1135,92.7
1136,92.82
1137,92.95
1138,93.0
1139,93.1
1140,93.2
1141,93.32
1142,93.45
1143,93.5
1144,93.48
1145,93.43
1146,93.42
1147,93.4
1148,93.38
1149,93.37
1150,93.37
1151,93.38
1152,93.4
1153,93.4
1154,93.4
1155,93.47
1156,93.5
1157,93.53
1158,93.67
1159,93.77
1160,93.87
1161,93.98
1162,94.1
1163,94.25
1164,94.15
1165,94.1
1166,94.05
1167,94.03
1168,94.02
1169,94.0
1170,93.97
1171,93.95
1172,93.87
1173,93.85
1174,93.85
1175,93.83
1176,93.75
1177,93.65
1178,93.35
1179,93.05
1180,92.7
1181,92.35
1182,92.12
1183,92.18
1184,92.25
1185,92.27
1186,92.37
1187,92.42
1188,92.5
1189,92.6
1190,92.7
1191,92.82
1192,92.92
1193,93.05
1194,93.17
1195,93.27
1196,93.33
1197,93.35
1198,93.4
1199,93.42
1200,93.43
1201,93.4
1202,93.33
1203,93.3
1204,93.28
1205,93.22
1206,93.1
1207,92.95
1208,92.78
1209,92.62
1210,92.42
1211,92.23
1212,92.05
1213,91.9
1214,91.78
1215,91.7
1216,91.62
1217,91.5
1218,91.33
1219,91.15
1220,90.95
1221,90.67
1222,90.32
1223,89.95
1224,89.58
1225,89.22
1226,88.9
1227,88.6
1228,88.33
1229,88.07
1230,87.82
1231,87.55
1232,87.23
1233,87.02
1234,86.73
1235,86.47
1236,86.18
1237,85.95
1238,85.73
1239,85.53
1240,85.33
1241,85.13
1242,84.98
1243,84.85
1244,84.73
1245,84.68
1246,84.62
1247,84.57
1248,84.55
1249,84.53
1250,84.55
1251,84.5
1252,84.48
1253,84.47
1254,84.45
1255,84.47
1256,84.48
1257,84.52
1258,84.55
1259,84.6
1260,84.67
1261,84.78
1262,84.93
1263,84.98
1264,85.07
1265,85.18
1266,85.28
1267,85.38
1268,85.5
1269,85.62
1270,85.77
1271,85.93
1272,86.12
1273,86.32
1274,86.48
1275,86.62
1276,86.73
1277,86.82
1278,86.9
1279,87.03
1280,87.2
1281,87.4
1282,87.67
1283,87.97
1284,88.28
1285,88.57
1286,88.8
1287,89.02
1288,89.17
1289,89.28
1290,89.38
1291,89.5
1292,89.68
1293,89.73
1294,89.8
1295,89.87
1296,89.95
1297,89.93
1298,89.92
1299,89.87
1300,89.82
1301,89.78
1302,89.7
1303,89.58
1304,89.43
1305,89.28
1306,89.15
1307,88.97
1308,88.78
1309,88.47
1310,88.1
1311,87.77
1312,87.4
1313,86.95
1314,86.47
1315,85.97
1316,85.48
1317,85.02
1318,84.45
1319,83.93
1320,83.38
1321,82.85
1322,82.32
1323,81.88
1324,81.47
1325,81.1
1326,80.78
1327,80.53
1328,80.47
1329,80.38
1330,80.35
1331,80.27
1332,80.17
1333,80.05
1334,79.95
1335,79.82
1336,79.55
1337,79.23
1338,79.02
1339,78.78
1340,78.55
1341,78.32
1342,78.07
1343,77.8
1344,77.53
1345,77.4
1346,77.28
1347,77.18
1348,77.15
1349,77.15
1350,77.17
1351,77.17
1352,77.18
1353,77.18
1354,77.2
1355,77.22
1356,77.25
1357,77.35
1358,77.48
1359,77.65
1360,77.87
1361,78.07
1362,78.25
1363,78.47
1364,78.68
1365,78.88
1366,78.95
1367,79.05
1368,79.12
1369,79.3
1370,79.5
1371,79.63
1372,79.73
1373,79.9
1374,80.1
1375,80.3
1376,80.48
1377,80.65
1378,80.93
