,HR
0,60.0
1,59.6
2,59.67
3,59.57
4,59.5
5,59.56
6,59.6
7,59.73
8,59.92
9,60.08
10,60.29
11,60.47
12,60.62
13,60.76
14,60.78
15,60.79
16,60.9
17,60.95
18,61.05
19,61.17
20,61.29
21,61.44
22,61.58
23,61.74
24,61.89
25,62.03
26,62.17
27,62.29
28,62.41
29,62.52
30,62.62
31,62.69
32,62.75
33,62.78
34,62.82
35,62.82
36,62.83
37,62.85
38,62.88
39,62.91
40,62.93
41,62.98
42,63.07
43,63.13
44,63.23
45,63.33
46,63.44
47,63.55
48,63.67
49,63.79
50,63.91
51,64.0
52,64.09
53,64.16
54,64.21
55,64.25
56,64.3
57,64.38
58,64.5
59,64.65
60,64.82
61,64.95
62,65.05
63,65.15
64,65.23
65,65.3
66,65.38
67,65.47
68,65.53
69,65.6
70,65.62
71,65.62
72,65.62
73,65.62
74,65.65
75,65.68
76,65.67
77,65.67
78,65.63
79,65.57
80,65.5
81,65.53
82,65.57
83,65.55
84,65.6
85,65.68
86,65.93
87,66.18
88,66.33
89,66.48
90,66.63
91,66.73
92,66.88
93,67.08
94,67.27
95,67.45
96,67.63
97,67.83
98,68.03
99,68.22
100,68.38
101,68.52
102,68.58
103,68.63
104,68.72
105,68.72
106,68.73
107,68.77
108,68.78
109,68.75
110,68.87
111,69.0
112,69.12
113,69.23
114,69.37
115,69.5
116,69.67
117,69.83
118,70.0
119,70.25
120,70.48
121,70.73
122,71.0
123,71.3
124,71.6
125,71.93
126,72.27
127,72.6
128,72.93
129,73.32
130,73.7
131,74.1
132,74.5
133,74.88
134,75.28
135,75.7
136,76.1
137,76.42
138,76.75
139,77.13
140,77.45
141,77.62
142,77.75
143,77.92
144,78.0
145,78.07
146,77.97
147,77.87
148,77.87
149,77.87
150,77.87
151,77.93
152,77.9
153,77.83
154,77.8
155,77.8
156,77.78
157,77.73
158,77.68
159,77.65
160,77.6
161,77.57
162,77.55
163,77.57
164,77.52
165,77.55
166,77.55
167,77.53
168,77.47
169,77.43
170,77.32
171,77.25
172,77.22
173,77.37
174,77.48
175,77.55
176,77.55
177,77.57
178,77.55
179,77.43
180,77.33
181,77.25
182,77.2
183,77.15
184,77.13
185,77.1
186,77.05
187,76.98
188,77.02
189,76.98
190,76.98
191,76.95
192,76.9
193,76.72
194,76.48
195,76.25
196,76.07
197,75.97
198,75.83
199,75.58
200,75.4
201,75.25
202,75.1
203,74.97
204,74.77
205,74.55
206,74.35
207,74.17
208,74.0
209,73.85
210,73.67
211,73.48
212,73.37
213,73.25
214,73.05
215,72.98
216,72.93
217,72.82
218,72.75
219,72.67
220,72.63
221,72.63
222,72.62
223,72.6
224,72.58
225,72.57
226,72.6
227,72.57
228,72.65
229,72.75
230,72.77
231,72.78
232,72.7
233,72.47
234,72.25
235,72.07
236,71.93
237,71.78
238,71.65
239,71.55
240,71.42
241,71.3
242,71.12
243,70.92
244,70.72
245,70.48
246,70.25
247,70.03
248,69.75
249,69.47
250,69.2
251,68.93
252,68.65
253,68.55
254,68.48
255,68.4
256,68.3
257,68.2
258,68.17
259,68.25
260,68.35
261,68.47
262,68.62
263,68.77
264,69.0
265,69.25
266,69.5
267,69.7
268,69.87
269,70.02
270,70.15
271,70.28
272,70.37
273,70.48
274,70.65
275,70.7
276,70.75
277,70.85
