,HR
0,56.25
1,55.4
2,56.0
3,58.0
4,59.38
5,60.33
6,60.9
7,61.91
8,64.08
9,65.85
10,67.29
11,68.47
12,69.31
13,70.12
14,70.94
15,71.68
16,72.3
17,72.86
18,73.36
19,73.83
20,74.21
21,74.28
22,74.35
23,74.37
24,74.32
25,74.03
26,73.6
27,73.16
28,72.81
29,72.52
30,72.24
31,72.43
32,72.61
33,72.78
34,72.89
35,73.03
36,73.2
37,73.29
38,73.36
39,73.42
40,73.45
41,73.44
42,73.43
43,73.36
44,73.27
45,73.2
46,73.16
47,73.12
48,73.04
49,72.96
50,72.83
51,72.71
52,72.57
53,72.47
54,72.38
55,72.34
56,72.3
57,72.53
58,72.83
59,73.08
60,73.5
61,73.9
62,74.2
63,74.37
64,74.58
65,74.82
66,75.05
67,75.2
68,75.07
69,74.93
70,74.83
71,74.73
72,74.78
73,74.83
74,74.82
75,74.75
76,74.7
77,74.65
78,74.58
79,74.45
80,74.37
81,74.38
82,74.38
83,74.35
84,74.38
85,74.52
86,74.75
87,75.17
88,75.55
89,75.92
90,76.3
91,76.38
92,76.47
93,76.52
94,76.62
95,76.67
96,76.73
97,76.65
98,76.6
99,76.57
100,76.52
101,76.52
102,76.5
103,76.53
104,76.58
105,76.6
106,76.6
107,76.55
108,76.52
109,76.47
110,76.47
111,76.67
112,76.88
113,77.07
114,77.18
115,77.25
116,77.4
117,77.5
118,77.55
119,77.57
120,77.5
121,77.47
122,77.42
123,77.32
124,77.17
125,77.0
126,76.87
127,76.72
128,76.55
129,76.4
130,76.25
131,76.15
132,75.95
133,75.77
134,75.67
135,75.62
136,75.57
137,75.52
138,75.47
139,75.47
140,75.43
141,75.38
142,75.33
143,75.3
144,75.22
145,75.15
146,75.07
147,74.78
148,74.48
149,74.18
150,73.87
151,73.57
152,73.25
153,72.97
154,72.65
155,72.37
156,72.03
157,71.9
158,71.75
159,71.58
160,71.45
161,71.3
162,71.17
163,71.05
164,70.95
165,70.87
166,70.78
167,70.75
168,70.72
169,70.68
170,70.65
171,70.42
172,70.17
173,69.93
174,69.78
175,69.7
176,69.55
177,69.43
178,69.35
179,69.27
180,69.18
181,69.08
182,68.97
183,68.83
184,68.73
185,68.63
186,68.53
187,68.43
188,68.43
189,68.38
190,68.42
191,68.4
192,68.38
193,68.33
194,68.4
195,68.57
196,68.75
197,68.93
198,69.15
199,69.38
200,69.62
201,69.9
202,70.18
203,70.5
204,70.83
205,71.17
206,71.52
207,71.9
208,72.3
209,72.68
210,73.03
211,73.37
212,73.77
213,74.15
214,74.58
215,74.77
216,75.02
217,75.23
218,75.45
219,75.67
220,75.85
221,76.05
222,76.32
223,76.6
224,76.87
225,77.12
226,77.42
227,77.72
228,78.0
229,78.3
230,78.6
231,78.9
232,79.22
233,79.53
234,79.83
235,80.05
236,80.28
237,80.52
238,80.75
239,80.98
240,81.27
241,81.57
242,81.88
243,82.22
244,82.55
245,82.87
246,83.17
247,83.53
248,83.78
249,84.1
250,84.33
251,84.57
252,84.82
253,84.98
254,84.97
255,84.87
256,84.77
257,84.67
258,84.52
259,84.33
260,84.2
261,84.07
262,83.93
263,83.78
264,83.62
265,83.47
266,83.35
267,83.25
268,83.08
269,82.93
270,82.78
271,82.72
272,82.55
273,82.37
274,82.12
275,82.12
276,82.05
277,82.03
278,82.03
279,82.02
280,82.02
281,82.02
282,81.85
283,81.7
284,81.57
285,81.43
286,81.25
287,81.08
288,80.9
289,80.65
290,80.35
291,80.02
292,79.82
293,79.63
294,79.57
295,79.48
296,79.35
297,79.2
298,79.08
299,78.93
300,78.63
301,78.35
302,78.03
303,77.82
304,77.6
305,77.43
306,77.28
307,77.08
308,76.87
309,76.62
310,76.37
311,76.17
312,75.95
313,75.8
314,75.57
315,75.48
316,75.38
317,75.32
318,75.27
319,75.25
320,75.18
321,75.15
322,75.12
323,75.12
324,75.15
325,75.15
326,75.07
327,74.93
328,74.98
329,75.0
330,75.02
331,74.98
332,74.98
333,75.03
334,75.15
335,75.32
336,75.5
337,75.63
338,75.73
339,75.85
340,75.97
341,76.02
342,76.13
343,76.2
344,76.23
345,76.28
346,76.33
347,76.37
348,76.43
349,76.55
350,76.68
351,76.85
352,76.87
353,76.85
354,76.72
355,76.62
356,76.53
357,76.45
358,76.32
359,76.22
360,76.22
361,76.2
362,76.18
363,76.07
364,75.95
365,75.83
366,75.75
367,75.67
368,75.7
369,75.75
370,75.78
371,75.82
372,75.88
373,75.97
374,76.17
375,76.23
376,76.32
377,76.35
378,76.37
379,76.33
380,76.3
381,76.2
382,76.17
383,76.18
384,76.17
385,76.13
386,76.15
387,76.22
388,76.18
389,76.22
390,76.32
391,76.38
392,76.47
393,76.53
394,76.57
395,76.53
396,76.5
397,76.48
398,76.48
399,76.48
400,76.53
401,76.65
