,Timestamp,HRV
0,1560826677.25,348.534294023654
1,1560826677.921875,341.4758940966421
2,1560826678.625,330.2701035716516
3,1560826679.046875,321.3103337917491
4,1560826679.6875,335.3717632456994
5,1560826680.8125,479.6157563863227
6,1560826681.078125,491.3851953989703
7,1560826682.046875,490.2156755790408
8,1560826682.71875,488.75694254778006
9,1560826683.078125,482.5564083060414
10,1560826683.75,476.3534915506664
11,1560826684.15625,483.1939989596428
12,1560826684.578125,485.1477082430191
13,1560826685.15625,489.4928378906258
14,1560826685.5,376.28796034869487
15,1560826685.984375,194.07850733094674
16,1560826686.515625,187.7736816464511
17,1560826687.265625,177.2691566596016
18,1560826687.90625,151.41193772754576
19,1560826688.359375,133.40059146689896
20,1560826688.65625,127.14123900808092
21,1560826689.15625,135.79056803108801
22,1560826689.6875,135.79056803108801
23,1560826689.984375,141.68638271578138
24,1560826690.25,304.5489965378428
25,1560826691.078125,318.3555959219148
26,1560826691.46875,317.1095675121062
27,1560826691.703125,315.4389065173215
28,1560826692.234375,318.3450702248972
29,1560826692.78125,320.52939913753517
30,1560826693.203125,319.2024013668044
31,1560826693.734375,318.94432847145083
32,1560826694.515625,335.57420105231614
33,1560826694.78125,292.22508369128866
34,1560826695.3125,278.76508027493645
35,1560826695.96875,279.822139607183
36,1560826696.28125,280.3878783455856
37,1560826696.796875,278.0409706635208
38,1560826697.1875,275.1303309519346
39,1560826697.90625,269.4866796511324
40,1560826698.390625,270.010249010387
41,1560826698.640625,189.20734641614362
42,1560826699.03125,192.21911450267646
43,1560826699.5625,196.71516761541432
44,1560826700.0625,175.09367950118477
45,1560826700.4375,176.19902434036842
46,1560826700.953125,176.95086946960097
47,1560826701.578125,150.15952429207297
48,1560826702.46875,144.96204803953273
49,1560826703.234375,160.14028545648532
50,1560826704.28125,271.8940662603433
51,1560826704.828125,270.21344851970946
52,1560826705.59375,269.76229397243327
53,1560826706.421875,320.97997397465844
54,1560826706.703125,323.22098516154443
55,1560826707.03125,319.2138944590452
56,1560826707.59375,319.9547924867915
57,1560826707.921875,320.42420026968153
58,1560826708.359375,326.1964388001193
59,1560826708.765625,299.8457769627296
60,1560826709.15625,299.8457769627296
61,1560826709.765625,299.2290311073137
62,1560826710.703125,223.56446125332963
63,1560826712.03125,278.69104979887885
64,1560826712.859375,284.8108242093532
65,1560826713.703125,284.81732162903165
66,1560826714.25,289.6626270407605
67,1560826715.21875,279.2070658405537
68,1560826715.828125,261.5500996381516
69,1560826716.09375,268.5609750836218
70,1560826716.5,280.70266118557237
71,1560826716.78125,286.67249168918397
72,1560826717.15625,251.8181186338569
73,1560826717.515625,244.08351093351783
74,1560826718.125,243.88287419096082
75,1560826718.515625,211.96241776712523
76,1560826718.765625,186.1326865475976
77,1560826719.15625,137.99850366272534
