Timestamp,HRV
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1560805646.8641875,222.0756764422419
1560805647.2244375,222.59174491442946
1560805647.5754375,219.91014456828734
1560805647.9236875,215.94795926773207
1560805648.2713125,211.64044028621944
1560805648.6193125,207.3269024387134
1560805648.96725,203.16360841627136
1560805649.3160625,199.11167429469015
1560805649.664875,195.1473470055759
1560805650.0143125,191.2750765778645
1560805650.3635626,187.47581410957952
1560805650.712875,183.75656805693814
1560805651.062,180.11434056864945
1560805651.4113126,176.5387563343683
1560805651.76025,173.97952822243266
1560805652.108625,173.05004288076395
1560805652.457375,173.02497088803852
1560805652.805125,172.99427298999387
1560805653.1516874,172.94759470232935
1560805653.49825,172.7946659955313
1560805653.8436875,172.45141003881372
1560805654.189,172.0736577008948
1560805654.534,171.9483530325474
1560805654.8794374,171.9243588799696
1560805655.22475,171.96140294625044
1560805655.5704374,172.00360487568202
1560805655.916625,172.0301469143333
1560805656.2629375,172.06738228739334
1560805656.61025,172.11446894113658
1560805656.9576876,172.49944412890667
1560805657.306625,172.96205287882393
1560805657.6555624,173.45453220121587
1560805658.0046875,174.02373160798817
1560805658.3543124,174.67992007697188
1560805658.7041874,175.2936910023975
1560805659.0545626,175.8143101653445
1560805659.40525,176.34446398871836
1560805659.7559376,176.88289968214494
1560805660.10725,177.43113684828248
1560805660.459,177.78669103820894
1560805660.8098125,178.0755434284812
1560805661.1616876,178.3658086016327
1560805661.513875,178.58190925500108
1560805661.8676875,178.6860317191886
1560805662.2221875,178.78750709345329
1560805662.57625,178.89620008621256
1560805662.9298124,178.9795753962586
1560805663.281875,179.0127579317801
1560805663.635375,179.1109303385251
1560805663.9879375,179.2031902220791
1560805664.3401875,179.29939888090627
1560805664.69125,179.40397641516128
1560805665.041625,179.52791313883046
1560805665.39075,179.68033787568885
1560805665.739625,179.84843030602065
1560805666.0885,179.94835174923364
1560805666.4375,180.0354413648707
1560805666.7875626,180.11493464372876
1560805667.1378126,180.1982411576583
1560805667.4871874,180.30172957896647
1560805667.8350625,180.30554876460698
1560805668.1829374,180.04011890522645
1560805668.5305,179.77653545088995
1560805668.8776875,179.51598590168268
1560805669.224875,179.25088522687312
1560805669.5716875,178.99472519790314
