dateTime,Heart Rate
01/26/20 20:07:37,70
01/26/20 20:08:12,70
01/26/20 20:08:22,88
01/26/20 20:10:17,70
01/26/20 20:10:27,73
01/26/20 20:10:42,73
01/26/20 20:10:47,76
01/26/20 20:10:52,74
01/26/20 20:11:15,70
01/26/20 20:37:48,70
01/26/20 21:26:54,70
01/26/20 21:27:04,69
01/26/20 21:27:09,80
01/26/20 21:27:21,95
01/26/20 21:27:26,88
01/26/20 21:27:31,86
01/26/20 21:27:41,87
01/26/20 21:27:46,88
01/26/20 21:27:51,87
01/26/20 21:28:01,86
01/26/20 21:28:06,85
01/26/20 21:28:11,83
01/26/20 21:28:16,82
01/26/20 21:28:21,81
01/26/20 21:28:31,80
01/26/20 21:29:11,70
01/26/20 21:29:21,67
01/26/20 21:29:33,66
01/26/20 21:30:29,70
01/26/20 21:30:44,75
01/26/20 21:30:49,75
01/26/20 21:30:54,67
01/26/20 21:30:59,65
01/26/20 21:31:13,66
01/26/20 21:31:23,67
01/26/20 21:31:28,70
01/26/20 21:31:33,71
01/26/20 21:32:25,70
01/26/20 22:06:03,70
01/26/20 22:06:08,71
01/26/20 22:06:13,70
01/26/20 22:06:18,65
01/26/20 22:06:33,70
01/26/20 22:06:38,73
01/26/20 22:06:43,71
01/26/20 22:06:48,67
01/26/20 22:06:53,62
01/26/20 22:06:58,60
01/26/20 22:07:15,61
01/26/20 22:07:30,61
01/26/20 22:07:45,61
01/26/20 22:08:00,61
01/26/20 22:08:05,62
01/26/20 22:08:10,63
01/26/20 22:08:15,65
01/26/20 22:08:20,66
01/26/20 22:08:30,65
01/26/20 22:08:35,65
01/26/20 22:08:40,66
01/26/20 22:08:50,67
01/26/20 22:08:55,68
01/26/20 22:09:05,69
01/26/20 22:09:10,73
01/26/20 22:09:15,77
01/26/20 22:09:20,78
01/26/20 22:09:25,79
01/26/20 22:09:30,79
01/26/20 22:09:45,79
01/26/20 22:09:55,76
01/26/20 22:10:00,73
01/26/20 22:10:05,72
01/26/20 22:10:15,74
01/26/20 22:10:20,75
01/26/20 22:10:25,76
01/26/20 22:10:31,80
01/26/20 22:10:36,79
01/26/20 22:10:41,79
01/26/20 22:10:46,78
01/26/20 22:10:51,79
01/26/20 22:10:56,80
01/26/20 22:11:06,78
01/26/20 22:11:11,79
01/26/20 22:11:16,77
01/26/20 22:11:21,78
01/26/20 22:11:26,79
01/26/20 22:11:36,80
01/26/20 22:11:41,81
01/26/20 22:11:46,80
01/26/20 22:11:51,81
01/26/20 22:12:06,79
01/26/20 22:12:11,77
01/26/20 22:12:16,75
01/26/20 22:12:21,74
01/26/20 22:12:26,73
01/26/20 22:12:31,73
01/26/20 22:12:36,72
01/26/20 22:12:41,69
01/26/20 22:12:46,65
