dateTime,Heart Rate
01/23/20 05:30:34,70
01/23/20 05:30:44,76
01/23/20 05:30:49,84
01/23/20 05:31:22,70
01/23/20 05:31:31,70
01/23/20 05:31:46,72
01/23/20 05:31:51,80
01/23/20 05:32:00,80
01/23/20 05:32:05,81
01/23/20 05:32:15,79
01/23/20 05:32:20,75
01/23/20 05:32:25,74
01/23/20 05:32:30,73
01/23/20 05:32:44,71
01/23/20 05:32:59,71
01/23/20 05:33:09,71
01/23/20 05:33:14,70
01/23/20 05:33:19,69
01/23/20 05:33:31,70
01/23/20 05:33:36,69
01/23/20 05:33:48,69
01/23/20 05:33:53,70
01/23/20 05:34:03,70
01/23/20 05:34:08,72
01/23/20 05:34:16,72
01/23/20 05:34:21,74
01/23/20 05:53:58,70
01/23/20 06:30:07,70
01/23/20 06:30:30,70
01/23/20 06:31:05,70
01/23/20 06:31:35,70
01/23/20 06:31:52,69
01/23/20 06:32:01,72
01/23/20 06:32:11,72
01/23/20 06:44:36,70
01/23/20 06:44:54,75
01/23/20 06:45:07,75
01/23/20 06:45:12,80
01/23/20 06:45:17,79
01/23/20 06:45:22,76
01/23/20 06:45:37,75
01/23/20 06:45:59,74
01/23/20 06:46:17,72
01/23/20 06:46:28,72
01/23/20 06:54:53,70
01/23/20 06:56:14,70
01/23/20 07:16:59,70
01/23/20 07:18:01,70
01/23/20 07:18:56,70
01/23/20 07:19:11,70
01/23/20 07:20:56,70
01/23/20 07:22:12,70
01/23/20 07:22:39,70
01/23/20 07:23:35,70
01/23/20 07:25:43,70
01/23/20 07:26:03,70
01/23/20 07:26:31,70
01/23/20 07:26:46,70
01/23/20 07:26:51,69
01/23/20 07:26:56,69
01/23/20 07:27:08,74
01/23/20 07:27:46,70
01/23/20 07:29:12,70
01/23/20 07:50:47,70
01/23/20 07:51:30,70
01/23/20 07:51:45,70
01/23/20 07:52:03,70
01/23/20 07:55:15,70
01/23/20 07:56:06,70
01/23/20 07:56:16,70
01/23/20 07:57:04,70
01/23/20 07:57:45,70
01/23/20 07:57:57,70
01/23/20 07:58:14,67
01/23/20 07:58:27,68
01/23/20 07:58:35,69
01/23/20 07:59:00,70
01/23/20 07:59:19,71
01/23/20 07:59:35,76
01/23/20 07:59:40,80
01/23/20 08:00:11,70
01/23/20 08:00:26,71
01/23/20 08:00:41,72
01/23/20 08:01:13,70
01/23/20 09:03:56,70
01/23/20 09:09:15,70
01/23/20 09:15:17,70
01/23/20 09:15:36,74
01/23/20 09:15:41,82
01/23/20 09:15:50,83
01/23/20 09:16:16,85
01/23/20 09:16:26,85
01/23/20 09:16:31,86
01/23/20 09:16:36,85
01/23/20 09:16:41,80
01/23/20 09:16:56,79
01/23/20 09:18:40,70
01/23/20 09:21:52,70
01/23/20 09:22:04,70
01/23/20 09:22:17,70
01/23/20 09:22:29,75
01/23/20 09:22:49,78
01/23/20 09:23:01,82
01/23/20 09:23:06,84
01/23/20 09:23:11,81
01/23/20 09:23:52,79
01/23/20 09:24:00,78
01/23/20 09:24:13,77
01/23/20 09:24:32,77
01/23/20 09:25:09,70
01/23/20 09:25:25,70
01/23/20 09:25:34,70
01/23/20 09:25:47,74
01/23/20 09:25:52,79
01/23/20 09:25:57,80
01/23/20 09:26:30,79
01/23/20 09:26:52,77
01/23/20 09:26:57,76
01/23/20 09:27:52,70
01/23/20 09:28:04,73
01/23/20 09:28:09,72
01/23/20 09:28:14,73
01/23/20 09:28:37,70
01/23/20 09:29:16,70
01/23/20 09:29:36,69
01/23/20 09:29:41,69
01/23/20 09:29:46,70
01/23/20 09:29:51,71
01/23/20 09:30:10,70
01/23/20 09:30:28,70
01/23/20 09:30:56,70
01/23/20 09:31:24,70
01/23/20 09:32:02,70
01/23/20 09:32:44,70
01/23/20 09:32:54,69
01/23/20 09:32:59,69
01/23/20 09:34:13,70
01/23/20 09:34:34,70
01/23/20 09:34:47,70
01/23/20 09:34:52,71
01/23/20 09:35:03,74
01/23/20 09:35:15,79
01/23/20 09:35:28,83
01/23/20 09:35:41,81
01/23/20 09:35:46,78
01/23/20 09:36:13,70
01/23/20 09:36:29,70
01/23/20 09:37:39,70
01/23/20 09:37:48,70
01/23/20 09:41:58,70
01/23/20 09:42:20,70
01/23/20 09:43:03,70
01/23/20 09:44:03,70
01/23/20 09:44:19,70
01/23/20 09:44:43,70
01/23/20 09:46:10,70
01/23/20 09:46:18,70
01/23/20 09:46:36,70
01/23/20 09:46:49,70
01/23/20 09:46:54,66
01/23/20 09:46:59,67
01/23/20 09:47:42,70
01/23/20 09:48:21,70
