,Time,Heart Rate
0,15:07:37,70
1,15:08:12,70
2,15:08:22,88
3,15:10:17,70
4,15:10:27,73
5,15:10:42,73
6,15:10:47,76
7,15:10:52,74
8,15:11:15,70
9,15:37:48,70
10,16:26:54,70
11,16:27:04,69
12,16:27:09,80
13,16:27:21,95
14,16:27:26,88
15,16:27:31,86
16,16:27:41,87
17,16:27:46,88
18,16:27:51,87
19,16:28:01,86
20,16:28:06,85
21,16:28:11,83
22,16:28:16,82
23,16:28:21,81
24,16:28:31,80
25,16:29:11,70
26,16:29:21,67
27,16:29:33,66
28,16:30:29,70
29,16:30:44,75
30,16:30:49,75
31,16:30:54,67
32,16:30:59,65
33,16:31:13,66
34,16:31:23,67
35,16:31:28,70
36,16:31:33,71
37,16:32:25,70
38,17:06:03,70
39,17:06:08,71
40,17:06:13,70
41,17:06:18,65
42,17:06:33,70
43,17:06:38,73
44,17:06:43,71
45,17:06:48,67
46,17:06:53,62
47,17:06:58,60
48,17:07:15,61
49,17:07:30,61
50,17:07:45,61
51,17:08:00,61
52,17:08:05,62
53,17:08:10,63
54,17:08:15,65
55,17:08:20,66
56,17:08:30,65
57,17:08:35,65
58,17:08:40,66
59,17:08:50,67
60,17:08:55,68
61,17:09:05,69
62,17:09:10,73
63,17:09:15,77
64,17:09:20,78
65,17:09:25,79
66,17:09:30,79
67,17:09:45,79
68,17:09:55,76
69,17:10:00,73
70,17:10:05,72
71,17:10:15,74
72,17:10:20,75
73,17:10:25,76
74,17:10:31,80
75,17:10:36,79
76,17:10:41,79
77,17:10:46,78
78,17:10:51,79
79,17:10:56,80
80,17:11:06,78
81,17:11:11,79
82,17:11:16,77
83,17:11:21,78
84,17:11:26,79
85,17:11:36,80
86,17:11:41,81
87,17:11:46,80
88,17:11:51,81
89,17:12:06,79
90,17:12:11,77
91,17:12:16,75
92,17:12:21,74
93,17:12:26,73
94,17:12:31,73
95,17:12:36,72
96,17:12:41,69
97,17:12:46,65
98,17:12:51,63
99,17:12:56,64
100,17:13:01,62
101,17:13:06,62
102,17:13:11,61
103,17:13:16,60
104,17:13:21,59
105,17:13:31,60
106,17:13:41,58
107,17:13:46,56
108,17:14:01,57
109,17:14:06,59
110,17:14:11,62
111,17:14:16,64
112,17:14:21,66
113,17:14:26,68
114,17:14:41,67
115,17:14:51,68
116,17:14:56,68
117,17:15:11,68
118,17:15:21,67
119,17:15:31,66
120,17:15:36,64
121,17:15:41,62
122,17:15:51,61
123,17:16:01,64
124,17:16:06,66
125,17:16:11,67
126,17:16:16,69
127,17:16:21,71
128,17:16:26,72
129,17:16:31,73
130,17:16:36,75
131,17:16:46,76
132,17:16:51,77
133,17:16:56,76
