,Time,Heart Rate
0,0:00:03,166
1,0:00:08,165
2,0:00:13,164
3,0:00:23,171
4,0:00:28,175
5,0:00:38,177
6,0:00:43,176
7,0:00:48,172
8,0:00:53,171
9,0:00:58,172
10,0:01:03,173
11,0:01:08,171
12,0:01:18,170
13,0:01:23,169
14,0:01:28,173
15,0:01:33,174
16,0:01:38,171
17,0:01:43,168
18,0:01:48,165
19,0:01:53,164
20,0:01:58,159
21,0:02:03,150
22,0:02:08,145
23,0:02:13,142
24,0:02:18,138
25,0:02:23,130
26,0:02:28,128
27,0:02:43,127
28,0:02:48,128
29,0:02:53,126
30,0:02:58,124
31,0:03:03,123
32,0:03:08,126
33,0:03:13,129
34,0:03:18,134
35,0:03:23,145
36,0:03:28,158
37,0:03:33,156
38,0:03:38,159
39,0:03:43,161
40,0:03:58,163
41,0:04:03,169
42,0:04:08,176
43,0:04:13,164
44,0:04:18,165
45,0:04:23,167
46,0:04:28,168
47,0:04:33,169
48,0:04:38,171
49,0:04:43,172
50,0:04:48,169
51,0:04:53,166
52,0:04:58,159
53,0:05:03,162
54,0:05:08,163
55,0:05:13,169
56,0:05:18,165
57,0:05:23,152
58,0:05:28,149
59,0:05:33,151
60,0:05:38,152
61,0:05:48,153
62,0:05:53,152
63,0:05:58,147
64,0:06:03,143
65,0:06:08,144
66,0:06:13,147
67,0:06:18,151
68,0:06:23,158
69,0:06:28,163
70,0:06:38,162
71,0:06:43,159
72,0:06:49,159
73,0:06:59,158
74,0:07:04,157
75,0:07:09,155
76,0:07:14,153
77,0:07:29,153
78,0:07:39,155
79,0:07:44,156
80,0:07:59,157
81,0:08:04,156
82,0:08:19,153
83,0:08:24,152
84,0:08:29,153
85,0:08:34,167
86,0:08:39,173
87,0:08:44,182
88,0:08:49,196
89,0:08:54,189
90,0:08:59,190
91,0:09:04,198
92,0:09:09,201
93,0:09:19,194
94,0:09:29,195
95,0:09:34,192
96,0:09:44,194
97,0:09:49,196
98,0:09:54,192
99,0:09:59,165
100,0:10:04,147
101,0:10:09,146
102,0:10:14,144
103,0:10:19,141
104,0:10:24,138
105,0:10:29,135
106,0:10:34,127
107,0:10:39,125
108,0:10:44,124
109,0:10:54,126
110,0:10:59,125
111,0:11:04,123
112,0:11:09,121
113,0:11:14,119
114,0:11:19,116
115,0:11:29,117
116,0:11:34,119
117,0:11:39,122
118,0:11:44,124
119,0:11:49,121
120,0:11:54,119
121,0:12:04,118
122,0:12:14,120
123,0:12:19,118
124,0:12:24,114
125,0:12:39,116
126,0:12:44,118
127,0:12:49,119
128,0:12:59,118
129,0:13:09,118
130,0:13:14,117
131,0:13:19,115
132,0:13:24,114
133,0:13:29,116
134,0:13:34,114
135,0:13:39,113
136,0:13:49,111
137,0:13:54,109
138,0:13:59,107
139,0:14:04,106
140,0:14:09,105
141,0:14:14,104
142,0:14:29,103
143,0:14:34,102
144,0:14:39,100
145,0:14:44,99
146,0:14:54,100
147,0:14:59,101
148,0:15:04,102
149,0:15:19,103
150,0:15:34,102
151,0:15:49,102
152,0:15:59,101
153,0:16:04,100
154,0:16:09,99
155,0:16:14,98
156,0:16:24,100
157,0:16:29,103
158,0:16:34,104
159,0:16:39,105
160,0:16:44,103
161,0:16:49,101
162,0:16:54,101
163,0:16:59,100
164,0:17:04,96
165,0:17:09,91
166,0:17:14,88
167,0:17:19,86
168,0:17:24,87
169,0:17:29,95
170,0:17:34,97
171,0:17:44,98
172,0:17:49,100
173,0:17:54,99
174,0:17:59,100
175,0:18:04,101
176,0:18:14,100
177,0:18:19,100
178,0:18:24,99
179,0:18:29,97
180,0:18:34,98
181,0:18:39,102
182,0:18:44,101
183,0:18:49,98
184,0:18:54,97
185,0:18:59,98
186,0:19:04,99
187,0:19:09,98
188,0:19:14,95
189,0:19:24,94
190,0:19:34,93
191,0:19:39,96
192,0:19:44,99
193,0:19:49,97
194,0:19:54,95
195,0:20:09,96
196,0:20:14,102
197,0:20:19,116
198,0:20:24,120
199,0:20:29,118
200,0:20:34,115
201,0:20:44,114
202,0:20:49,115
203,0:20:54,114
204,0:21:04,113
205,0:21:09,109
206,0:21:14,106
207,0:21:19,103
208,0:21:24,100
209,0:21:29,95
210,0:21:34,98
211,0:21:39,104
212,0:21:44,103
213,0:21:49,99
214,0:21:54,94
215,0:21:59,91
216,0:22:04,89
217,0:22:14,92
218,0:22:19,91
219,0:22:24,87
220,0:22:29,88
221,0:22:34,89
222,0:22:39,87
223,0:22:44,86
224,0:22:50,84
225,0:22:55,85
226,0:23:00,87
227,0:23:05,88
228,0:23:10,90
229,0:23:25,90
230,0:23:30,95
231,0:23:35,93
232,0:23:40,91
233,0:23:45,89
234,0:23:50,90
235,0:23:55,96
236,0:24:00,100
237,0:24:05,103
238,0:24:10,104
239,0:24:20,106
240,0:24:25,107
241,0:24:30,105
242,0:24:35,102
243,0:24:40,97
244,0:24:45,95
245,0:25:00,92
246,0:25:05,93
247,0:25:15,95
248,0:25:20,101
