,Time,Heart Rate
0,0:00:06,76
1,0:00:21,76
2,0:00:26,81
3,0:00:31,82
4,0:00:41,83
5,0:00:47,83
6,0:00:57,84
7,0:01:07,85
8,0:01:12,86
9,0:01:17,87
10,0:01:22,83
11,0:01:27,79
12,0:01:37,78
13,0:01:42,79
14,0:01:47,80
15,0:01:57,81
16,0:02:02,80
17,0:02:12,79
18,0:02:17,80
19,0:02:22,79
20,0:02:27,80
21,0:02:32,81
22,0:02:47,81
23,0:02:52,80
24,0:02:57,81
25,0:03:02,80
26,0:03:17,81
27,0:03:22,78
28,0:03:27,70
29,0:03:37,71
30,0:03:47,72
31,0:03:52,73
32,0:03:57,73
33,0:04:07,75
34,0:04:12,78
35,0:04:17,79
36,0:04:22,76
37,0:04:27,76
38,0:04:37,75
39,0:04:42,76
40,0:04:47,77
41,0:04:52,78
42,0:04:57,77
43,0:05:12,76
44,0:05:17,77
45,0:05:27,76
46,0:05:32,77
47,0:05:37,79
48,0:05:42,81
49,0:05:47,82
50,0:06:02,80
51,0:06:07,78
52,0:06:12,76
53,0:06:17,77
54,0:06:32,76
55,0:06:37,75
56,0:06:42,74
57,0:06:57,74
58,0:07:07,73
59,0:07:12,72
60,0:07:17,71
61,0:07:32,70
62,0:07:42,71
63,0:07:47,68
64,0:07:52,66
65,0:07:57,67
66,0:08:07,69
67,0:08:12,70
68,0:08:17,71
69,0:08:22,73
70,0:08:27,74
71,0:08:32,73
72,0:08:42,72
73,0:08:47,71
74,0:09:02,70
75,0:09:12,71
76,0:09:22,70
77,0:09:27,71
78,0:09:37,73
79,0:09:42,77
80,0:09:47,78
81,0:10:02,79
82,0:10:12,76
83,0:10:27,75
84,0:10:37,74
85,0:10:42,72
86,0:10:47,73
87,0:11:02,73
88,0:11:12,74
89,0:11:22,79
90,0:11:32,80
91,0:11:47,81
92,0:12:02,81
93,0:12:12,82
94,0:12:22,83
95,0:12:32,75
96,0:12:37,73
97,0:12:52,73
98,0:12:57,74
99,0:13:02,72
100,0:13:07,72
101,0:13:22,73
102,0:13:27,74
103,0:13:42,74
104,0:13:47,75
105,0:13:52,76
106,0:14:07,77
107,0:14:12,78
108,0:14:17,79
109,0:14:27,80
110,0:14:42,80
111,0:14:47,81
112,0:14:52,82
113,0:14:57,81
114,0:15:02,82
115,0:15:17,82
116,0:15:27,81
117,0:15:42,82
118,0:15:57,81
119,0:16:02,82
120,0:16:07,81
121,0:16:12,80
122,0:16:17,79
123,0:16:27,78
124,0:16:32,76
125,0:16:47,76
126,0:16:52,75
127,0:17:02,76
128,0:17:07,75
129,0:17:12,74
130,0:17:17,75
131,0:17:32,75
132,0:17:37,74
133,0:17:42,75
134,0:17:57,75
135,0:18:12,75
136,0:18:17,76
137,0:18:32,76
138,0:18:33,76
139,0:18:48,76
140,0:18:53,73
141,0:19:03,73
142,0:19:13,75
143,0:19:18,76
144,0:19:23,78
145,0:19:33,77
146,0:19:38,78
147,0:19:43,79
148,0:19:58,79
149,0:20:13,79
150,0:20:28,79
151,0:20:38,79
152,0:20:53,79
153,0:21:08,78
154,0:21:13,79
155,0:21:23,79
156,0:21:38,79
157,0:21:53,79
158,0:22:08,79
159,0:22:18,79
160,0:22:23,79
161,0:22:38,79
162,0:22:53,79
163,0:23:08,79
164,0:23:13,79
165,0:23:18,79
166,0:23:23,80
167,0:23:38,80
168,0:23:53,80
169,0:24:08,80
170,0:24:18,80
171,0:24:33,80
172,0:24:48,80
173,0:25:03,80
174,0:25:18,80
175,0:25:23,80
176,0:25:38,80
177,0:25:43,80
178,0:25:58,80
179,0:26:13,80
180,0:26:23,80
181,0:26:38,80
182,0:26:53,80
183,0:27:08,80
184,0:27:23,80
185,0:27:28,80
186,0:27:33,80
187,0:27:48,80
188,0:28:03,80
189,0:28:08,81
190,0:28:18,81
191,0:28:33,81
192,0:28:38,81
193,0:28:53,81
194,0:29:08,81
195,0:29:23,81
196,0:29:38,81
197,0:29:53,82
198,0:30:07,81
199,0:30:17,81
200,0:30:32,81
201,0:31:27,83
202,0:31:32,84
203,0:31:37,83
204,0:31:52,82
205,0:32:07,82
206,0:32:17,82
207,0:32:32,82
208,0:32:42,81
209,0:32:52,81
