dateTime,Heart Rate
02/02/20 18:59:27,70
02/02/20 18:59:42,70
02/02/20 18:59:57,72
02/02/20 19:00:02,70
02/02/20 19:01:02,70
02/02/20 19:01:12,109
02/02/20 19:01:17,130
02/02/20 19:01:22,129
02/02/20 19:01:27,123
02/02/20 19:01:32,117
02/02/20 19:01:37,118
02/02/20 19:01:42,119
02/02/20 19:01:47,120
02/02/20 20:57:28,70
02/02/20 21:18:28,70
02/02/20 22:52:53,70
02/02/20 22:53:03,85
02/02/20 22:53:08,79
02/02/20 22:53:35,70
02/02/20 22:53:40,70
02/02/20 22:53:55,67
02/02/20 22:54:00,74
02/02/20 22:55:05,70
02/02/20 22:55:10,70
02/02/20 22:55:25,78
02/02/20 23:14:43,70
02/02/20 23:14:53,90
02/02/20 23:14:58,140
02/02/20 23:23:34,70
02/02/20 23:23:48,70
02/02/20 23:24:03,70
02/02/20 23:24:08,70
02/02/20 23:24:18,67
02/02/20 23:24:23,64
02/02/20 23:24:28,65
02/02/20 23:24:33,66
02/02/20 23:24:38,69
02/02/20 23:24:43,76
02/02/20 23:24:48,77
02/02/20 23:25:03,77
02/02/20 23:25:13,79
02/02/20 23:25:28,79
02/02/20 23:25:33,81
02/02/20 23:25:38,83
02/02/20 23:25:43,85
02/02/20 23:25:48,87
02/02/20 23:25:53,88
02/02/20 23:25:58,87
02/02/20 23:26:03,81
02/02/20 23:26:08,79
02/02/20 23:26:13,79
02/02/20 23:26:18,80
02/02/20 23:26:23,81
02/02/20 23:26:28,82
02/02/20 23:26:34,82
02/02/20 23:26:39,84
02/02/20 23:26:44,89
02/02/20 23:26:49,90
02/02/20 23:26:54,88
02/02/20 23:26:59,86
02/02/20 23:27:09,86
02/02/20 23:27:14,87
02/02/20 23:27:19,88
02/02/20 23:27:24,89
02/02/20 23:27:29,88
02/02/20 23:27:34,86
02/02/20 23:27:49,86
02/02/20 23:27:54,87
02/02/20 23:27:59,86
02/02/20 23:28:04,87
02/02/20 23:28:09,88
02/02/20 23:28:14,89
02/02/20 23:28:29,89
02/02/20 23:28:39,90
02/02/20 23:28:44,89
02/02/20 23:28:54,89
02/02/20 23:28:59,90
02/02/20 23:29:04,91
02/02/20 23:29:14,89
02/02/20 23:29:29,90
02/02/20 23:29:34,91
02/02/20 23:29:39,92
02/02/20 23:29:44,91
02/02/20 23:29:49,90
02/02/20 23:29:54,87
02/02/20 23:29:59,85
02/02/20 23:30:09,83
02/02/20 23:30:24,83
02/02/20 23:30:34,84
02/02/20 23:30:39,85
02/02/20 23:30:44,84
02/02/20 23:30:49,83
02/02/20 23:30:54,84
02/02/20 23:30:59,83
02/02/20 23:31:04,82
02/02/20 23:31:19,83
02/02/20 23:31:24,82
02/02/20 23:31:34,84
02/02/20 23:31:39,85
02/02/20 23:31:49,86
02/02/20 23:31:59,88
02/02/20 23:32:04,89
02/02/20 23:32:09,89
02/02/20 23:32:24,89
02/02/20 23:32:29,89
02/02/20 23:32:39,89
02/02/20 23:32:44,87
02/02/20 23:32:49,86
02/02/20 23:32:54,87
02/02/20 23:33:09,87
02/02/20 23:33:14,88
02/02/20 23:33:19,90
02/02/20 23:33:24,89
02/02/20 23:33:29,91
02/02/20 23:33:44,91
02/02/20 23:33:49,89
02/02/20 23:33:59,88
02/02/20 23:34:09,77
02/02/20 23:34:14,77
02/02/20 23:34:19,78
02/02/20 23:34:29,77
02/02/20 23:34:34,76
02/02/20 23:34:39,78
02/02/20 23:34:54,78
02/02/20 23:34:59,79
02/02/20 23:35:04,81
02/02/20 23:35:19,81
02/02/20 23:35:24,80
02/02/20 23:35:34,81
02/02/20 23:35:39,82
02/02/20 23:35:54,82
02/02/20 23:35:59,81
02/02/20 23:36:14,81
02/02/20 23:36:24,82
02/02/20 23:36:29,84
02/02/20 23:36:34,86
02/02/20 23:36:39,87
02/02/20 23:36:44,89
02/02/20 23:36:59,89
02/02/20 23:37:04,88
02/02/20 23:37:14,87
02/02/20 23:37:24,86
02/02/20 23:37:34,85
02/02/20 23:37:39,84
02/02/20 23:37:44,83
02/02/20 23:37:49,83
02/02/20 23:37:54,82
02/02/20 23:38:09,82
02/02/20 23:38:14,83
02/02/20 23:38:19,84
02/02/20 23:38:29,83
02/02/20 23:38:39,82
02/02/20 23:38:54,82
02/02/20 23:39:09,83
02/02/20 23:39:24,83
02/02/20 23:39:29,84
02/02/20 23:39:39,85
02/02/20 23:39:44,84
02/02/20 23:39:59,84
02/02/20 23:40:04,83
02/02/20 23:40:09,82
02/02/20 23:40:14,83
02/02/20 23:40:24,80
02/02/20 23:40:29,79
02/02/20 23:40:34,80
02/02/20 23:40:49,80
02/02/20 23:41:04,80
02/02/20 23:41:19,80
02/02/20 23:41:24,82
02/02/20 23:41:39,82
02/02/20 23:43:35,83
02/02/20 23:43:45,82
02/02/20 23:43:55,81
02/02/20 23:44:00,80
02/02/20 23:44:15,82
02/02/20 23:44:30,83
02/02/20 23:44:35,84
02/02/20 23:44:40,87
02/02/20 23:44:45,86
02/02/20 23:44:50,82
02/02/20 23:44:55,81
02/02/20 23:45:00,81
02/02/20 23:45:15,80
02/02/20 23:45:20,81
02/02/20 23:45:25,82
02/02/20 23:45:30,84
02/02/20 23:45:35,83
02/02/20 23:45:40,82
02/02/20 23:45:45,81
02/02/20 23:45:55,80
02/02/20 23:46:10,81
02/02/20 23:46:25,84
02/02/20 23:46:30,85
02/02/20 23:46:45,86
02/02/20 23:46:55,87
02/02/20 23:47:00,88
02/02/20 23:47:05,90
02/02/20 23:47:10,91
02/02/20 23:47:15,91
02/02/20 23:47:20,90
02/02/20 23:47:25,88
02/02/20 23:47:30,87
02/02/20 23:47:35,86
02/02/20 23:47:45,84
02/02/20 23:47:50,83
02/02/20 23:48:00,83
02/02/20 23:48:05,82
02/02/20 23:48:10,83
02/02/20 23:48:15,85
02/02/20 23:48:20,86
02/02/20 23:48:25,85
02/02/20 23:48:30,84
02/02/20 23:48:45,84
02/02/20 23:48:55,85
02/02/20 23:49:00,82
02/02/20 23:49:05,79
02/02/20 23:49:10,78
02/02/20 23:49:25,78
02/02/20 23:49:40,76
02/02/20 23:49:45,75
02/02/20 23:49:50,76
02/02/20 23:49:55,75
02/02/20 23:50:00,73
02/02/20 23:50:15,74
02/02/20 23:50:20,73
02/02/20 23:50:25,74
02/02/20 23:50:30,73
02/02/20 23:50:45,74
02/02/20 23:51:00,75
02/02/20 23:51:15,75
02/02/20 23:51:20,74
02/02/20 23:51:35,74
02/02/20 23:51:40,75
02/02/20 23:51:55,75
02/02/20 23:52:00,76
02/02/20 23:52:05,77
02/02/20 23:52:10,76
02/02/20 23:52:15,75
02/02/20 23:52:30,75
02/02/20 23:52:40,76
02/02/20 23:52:50,77
02/02/20 23:53:00,77
02/02/20 23:53:05,74
02/02/20 23:53:10,73
02/02/20 23:53:15,72
02/02/20 23:53:20,71
02/02/20 23:53:35,70
02/02/20 23:53:40,68
02/02/20 23:53:55,69
02/02/20 23:54:00,70
02/02/20 23:54:05,72
02/02/20 23:54:10,72
02/02/20 23:54:15,73
02/02/20 23:54:30,72
02/02/20 23:54:35,70
02/02/20 23:54:40,69
02/02/20 23:54:55,69
02/02/20 23:55:00,68
02/02/20 23:55:05,67
02/02/20 23:55:10,67
02/02/20 23:55:15,68
02/02/20 23:55:20,69
02/02/20 23:55:30,66
02/02/20 23:55:40,68
02/02/20 23:55:45,67
02/02/20 23:55:50,66
02/02/20 23:56:00,71
02/02/20 23:56:05,72
02/02/20 23:56:10,70
02/02/20 23:56:15,68
02/02/20 23:56:30,67
02/02/20 23:56:35,68
02/02/20 23:57:04,68
02/02/20 23:57:09,70
02/02/20 23:57:34,70
02/02/20 23:58:05,70
02/02/20 23:58:10,70
02/02/20 23:58:15,93
02/02/20 23:58:40,70
02/02/20 23:58:50,83
02/02/20 23:58:55,101
02/02/20 23:59:00,119
02/02/20 23:59:10,115
02/02/20 23:59:32,70
02/02/20 23:59:37,70
02/02/20 23:59:42,74
02/02/20 23:59:47,103
02/02/20 23:59:52,109
02/02/20 23:59:57,101
02/03/20 00:00:02,99
02/03/20 00:00:07,95
02/03/20 00:00:12,93
02/03/20 00:00:22,96
02/03/20 00:00:32,98
02/03/20 00:00:37,100
02/03/20 00:00:52,103
02/03/20 00:00:57,105
02/03/20 00:01:12,104
02/03/20 00:01:17,103
02/03/20 00:01:22,104
02/03/20 00:01:27,103
02/03/20 00:01:37,101
02/03/20 00:01:42,99
02/03/20 00:01:52,98
02/03/20 00:02:07,98
02/03/20 00:02:12,101
02/03/20 00:02:17,104
02/03/20 00:02:22,106
02/03/20 00:02:27,107
02/03/20 00:02:32,108
02/03/20 00:02:37,109
02/03/20 00:02:47,109
02/03/20 00:02:52,110
02/03/20 00:02:57,111
02/03/20 00:03:02,109
02/03/20 00:03:07,105
02/03/20 00:03:12,97
02/03/20 00:03:17,96
02/03/20 00:03:22,96
02/03/20 00:03:32,96
02/03/20 00:03:37,93
02/03/20 00:03:47,93
02/03/20 00:03:52,95
02/03/20 00:04:02,96
02/03/20 00:04:12,98
02/03/20 00:04:17,106
02/03/20 00:04:22,111
02/03/20 00:04:27,110
02/03/20 00:04:32,109
02/03/20 00:04:37,107
02/03/20 00:04:42,108
02/03/20 00:04:47,106
02/03/20 00:04:52,111
02/03/20 00:04:57,114
02/03/20 00:05:07,113
02/03/20 00:05:12,111
02/03/20 00:05:17,112
02/03/20 00:05:27,113
02/03/20 00:05:32,116
02/03/20 00:05:37,116
02/03/20 00:05:42,117
02/03/20 00:05:52,120
02/03/20 00:05:57,118
02/03/20 00:06:02,117
02/03/20 00:06:12,117
02/03/20 00:06:17,114
02/03/20 00:06:22,117
02/03/20 00:06:27,120
02/03/20 00:06:32,119
02/03/20 00:06:42,117
02/03/20 00:06:47,116
02/03/20 00:06:52,115
02/03/20 00:06:57,114
02/03/20 00:07:02,115
02/03/20 00:07:12,108
02/03/20 00:07:17,105
02/03/20 00:07:22,104
02/03/20 00:07:27,103
02/03/20 00:07:32,100
02/03/20 00:07:37,98
02/03/20 00:07:42,99
02/03/20 00:07:47,101
02/03/20 00:07:52,103
02/03/20 00:08:07,105
02/03/20 00:08:12,108
02/03/20 00:08:17,110
02/03/20 00:08:22,112
02/03/20 00:08:27,113
02/03/20 00:08:37,112
02/03/20 00:08:47,115
02/03/20 00:08:52,113
02/03/20 00:08:57,127
02/03/20 00:09:02,132
02/03/20 00:09:07,129
02/03/20 00:09:17,126
02/03/20 00:09:22,119
02/03/20 00:09:27,129
02/03/20 00:09:32,132
02/03/20 00:09:37,131
02/03/20 00:09:42,134
02/03/20 00:09:47,135
02/03/20 00:09:52,136
02/03/20 00:09:57,135
02/03/20 00:10:12,131
02/03/20 00:10:17,130
02/03/20 00:10:27,129
02/03/20 00:10:32,127
02/03/20 00:10:37,126
02/03/20 00:10:42,123
02/03/20 00:10:47,117
02/03/20 00:10:52,115
02/03/20 00:10:57,114
02/03/20 00:11:12,114
02/03/20 00:11:17,115
02/03/20 00:11:22,116
02/03/20 00:11:27,118
02/03/20 00:11:32,121
02/03/20 00:11:42,117
02/03/20 00:11:47,114
02/03/20 00:11:52,113
02/03/20 04:40:16,70
02/03/20 04:40:26,72
02/03/20 04:40:31,79
02/03/20 04:40:36,72
02/03/20 04:41:02,74
02/03/20 04:41:28,75
02/03/20 04:41:33,73
02/03/20 04:41:38,74
02/03/20 04:41:48,71
02/03/20 04:41:53,70
02/03/20 04:42:03,72
02/03/20 04:42:08,74
02/03/20 04:42:13,77
02/03/20 04:42:18,78
02/03/20 04:42:23,82
02/03/20 04:42:38,82
02/03/20 04:42:43,82
02/03/20 04:42:58,82
02/03/20 04:43:13,82
02/03/20 04:43:23,82
02/03/20 04:43:28,78
02/03/20 04:43:33,76
02/03/20 04:43:38,76
02/03/20 04:43:43,77
02/03/20 04:43:48,82
02/03/20 04:43:53,84
02/03/20 04:43:58,81
02/03/20 04:44:13,81
02/03/20 04:44:18,82
02/03/20 04:44:28,80
02/03/20 04:44:36,80
02/03/20 04:44:41,84
02/03/20 04:44:46,87
02/03/20 04:44:51,86
02/03/20 04:44:56,85
02/03/20 04:45:01,83
02/03/20 04:45:06,82
02/03/20 04:45:11,81
02/03/20 04:45:16,80
02/03/20 04:45:21,79
02/03/20 04:45:26,78
02/03/20 04:45:41,78
02/03/20 04:45:46,77
02/03/20 04:45:51,74
02/03/20 04:45:56,74
02/03/20 04:46:01,76
02/03/20 04:46:06,77
02/03/20 04:46:11,77
02/03/20 04:46:16,78
02/03/20 04:46:31,78
02/03/20 04:46:46,78
02/03/20 04:46:51,77
02/03/20 04:46:56,76
02/03/20 04:47:11,76
02/03/20 04:47:16,77
02/03/20 04:47:31,76
02/03/20 04:47:41,75
02/03/20 04:47:46,74
02/03/20 04:47:51,73
02/03/20 04:48:01,73
02/03/20 04:48:11,63
02/03/20 04:48:16,59
02/03/20 04:48:26,60
02/03/20 04:48:41,60
02/03/20 04:48:56,60
02/03/20 04:49:01,59
02/03/20 04:49:16,59
02/03/20 04:49:26,60
02/03/20 04:49:31,61
02/03/20 04:49:46,60
02/03/20 04:49:51,59
02/03/20 04:50:01,58
02/03/20 04:50:06,57
02/03/20 04:50:21,57
02/03/20 04:50:26,55
02/03/20 04:50:31,56
02/03/20 04:50:36,57
02/03/20 04:50:41,58
02/03/20 04:50:46,60
02/03/20 04:50:51,61
02/03/20 04:50:56,62
02/03/20 04:51:01,63
02/03/20 04:51:07,63
02/03/20 04:51:22,63
02/03/20 04:51:27,64
02/03/20 04:51:32,61
02/03/20 04:51:37,61
02/03/20 04:51:42,62
02/03/20 04:51:47,63
02/03/20 04:51:52,64
02/03/20 04:51:57,66
02/03/20 04:52:02,67
02/03/20 04:52:12,66
02/03/20 04:52:17,65
02/03/20 04:52:22,64
02/03/20 04:52:27,65
02/03/20 04:52:32,66
02/03/20 04:52:42,68
02/03/20 04:52:47,69
02/03/20 04:53:02,70
02/03/20 04:53:07,69
02/03/20 04:53:12,68
02/03/20 04:53:17,67
02/03/20 04:53:32,66
02/03/20 04:53:37,60
02/03/20 04:53:47,61
02/03/20 04:54:02,61
02/03/20 04:54:12,62
02/03/20 04:54:22,62
02/03/20 04:54:27,63
02/03/20 04:54:32,63
02/03/20 04:54:37,56
02/03/20 04:54:42,55
02/03/20 04:54:47,54
02/03/20 04:54:57,53
02/03/20 04:55:02,54
02/03/20 04:55:07,61
02/03/20 04:55:12,60
02/03/20 04:55:17,57
02/03/20 04:55:32,59
02/03/20 04:55:37,60
02/03/20 04:55:42,58
02/03/20 04:55:47,56
02/03/20 04:55:52,55
02/03/20 04:55:57,54
02/03/20 04:56:02,55
02/03/20 04:56:07,57
02/03/20 04:56:12,56
02/03/20 04:56:22,58
02/03/20 04:56:37,58
02/03/20 04:56:47,59
02/03/20 04:57:02,61
02/03/20 04:57:07,64
02/03/20 04:57:12,62
02/03/20 04:57:17,59
02/03/20 04:57:22,57
02/03/20 04:57:27,56
02/03/20 04:57:42,57
02/03/20 04:57:52,58
02/03/20 04:57:57,60
02/03/20 04:58:02,59
02/03/20 04:58:07,57
02/03/20 04:58:22,57
02/03/20 04:58:32,66
02/03/20 04:58:37,67
02/03/20 04:58:42,68
02/03/20 04:58:52,69
02/03/20 04:58:57,71
02/03/20 04:59:02,72
02/03/20 04:59:07,71
02/03/20 04:59:12,70
02/03/20 04:59:17,69
02/03/20 04:59:22,67
02/03/20 04:59:27,65
02/03/20 04:59:32,59
02/03/20 04:59:37,57
02/03/20 04:59:42,57
02/03/20 04:59:47,56
02/03/20 04:59:52,55
02/03/20 04:59:57,55
