dateTime,Heart Rate
01/27/20 05:00:01,45
01/27/20 05:00:16,45
01/27/20 05:00:21,46
01/27/20 05:00:36,46
01/27/20 05:00:41,46
01/27/20 05:00:47,47
01/27/20 05:00:52,46
01/27/20 05:01:02,45
01/27/20 05:01:17,45
01/27/20 05:01:32,45
01/27/20 05:01:47,45
01/27/20 05:02:02,46
01/27/20 05:02:07,45
01/27/20 05:02:12,46
01/27/20 05:02:17,45
01/27/20 05:02:22,45
01/27/20 05:02:37,45
01/27/20 05:02:52,45
01/27/20 05:03:07,45
01/27/20 05:03:22,44
01/27/20 05:03:32,45
01/27/20 05:03:42,45
01/27/20 05:03:47,45
01/27/20 05:03:52,44
01/27/20 05:04:02,45
01/27/20 05:04:12,44
01/27/20 05:04:27,44
01/27/20 05:04:37,45
01/27/20 05:04:52,44
01/27/20 05:04:57,44
01/27/20 05:05:02,44
01/27/20 05:05:17,44
01/27/20 05:05:18,44
01/27/20 05:05:33,44
01/27/20 05:05:43,45
01/27/20 05:05:58,45
01/27/20 05:06:13,45
01/27/20 05:06:23,44
01/27/20 05:06:38,44
01/27/20 05:06:48,45
01/27/20 05:06:53,44
01/27/20 05:06:58,44
01/27/20 05:07:13,44
01/27/20 05:07:23,45
01/27/20 05:07:38,45
01/27/20 05:07:53,45
01/27/20 05:08:08,45
01/27/20 05:08:23,45
01/27/20 05:08:28,44
01/27/20 05:08:43,44
01/27/20 05:08:48,45
01/27/20 05:09:03,45
01/27/20 05:09:18,45
01/27/20 05:09:33,45
01/27/20 05:09:48,45
01/27/20 05:10:03,46
01/27/20 05:10:18,46
01/27/20 05:10:33,46
01/27/20 05:10:34,46
01/27/20 05:10:49,46
01/27/20 05:11:04,46
01/27/20 05:11:19,46
01/27/20 05:11:29,45
01/27/20 05:11:39,46
01/27/20 05:11:54,45
01/27/20 05:12:09,45
01/27/20 05:12:14,46
01/27/20 05:12:29,46
01/27/20 05:12:44,46
01/27/20 05:12:59,46
01/27/20 05:13:14,46
01/27/20 05:13:29,46
01/27/20 05:13:44,46
01/27/20 05:13:49,45
01/27/20 05:13:54,46
01/27/20 05:14:09,46
01/27/20 05:14:19,45
01/27/20 05:14:29,44
01/27/20 05:14:34,45
01/27/20 05:14:49,44
01/27/20 05:15:04,44
01/27/20 05:15:14,46
01/27/20 05:15:29,46
01/27/20 05:15:44,46
01/27/20 05:15:49,45
01/27/20 05:15:54,45
01/27/20 05:15:59,46
01/27/20 05:16:14,46
01/27/20 05:16:24,45
01/27/20 05:16:34,46
01/27/20 05:16:39,45
01/27/20 05:16:44,46
01/27/20 05:16:59,46
01/27/20 05:17:14,46
01/27/20 05:17:29,45
01/27/20 05:17:44,45
01/27/20 05:17:54,46
01/27/20 05:18:09,46
01/27/20 05:18:24,46
01/27/20 05:18:39,46
01/27/20 05:18:54,46
01/27/20 05:19:09,46
01/27/20 05:19:24,47
01/27/20 05:19:39,47
01/27/20 05:19:54,47
01/27/20 05:20:04,46
01/27/20 05:20:19,46
01/27/20 05:20:34,45
01/27/20 05:20:49,45
01/27/20 05:20:54,46
01/27/20 05:21:09,46
01/27/20 05:21:14,47
01/27/20 05:21:19,47
01/27/20 05:21:34,47
01/27/20 05:21:49,47
01/27/20 05:21:59,48
01/27/20 05:22:04,47
01/27/20 05:22:19,47
01/27/20 05:22:34,47
01/27/20 05:22:49,47
01/27/20 05:22:59,46
01/27/20 05:23:14,46
01/27/20 05:23:24,45
01/27/20 05:23:29,46
01/27/20 05:23:34,45
01/27/20 05:23:44,44
01/27/20 05:23:54,45
01/27/20 05:24:04,46
01/27/20 05:24:19,46
01/27/20 05:24:34,46
01/27/20 05:24:39,47
01/27/20 05:24:54,47
01/27/20 05:24:59,48
01/27/20 05:25:04,48
01/27/20 05:25:09,50
01/27/20 05:25:14,51
01/27/20 05:25:24,51
01/27/20 05:25:34,55
01/27/20 05:25:39,58
01/27/20 05:25:45,58
01/27/20 05:26:00,58
01/27/20 05:26:10,59
01/27/20 05:26:15,60
01/27/20 05:26:20,62
01/27/20 05:26:25,60
01/27/20 05:26:30,57
01/27/20 05:26:35,55
01/27/20 05:26:40,54
01/27/20 05:26:55,54
01/27/20 05:27:00,55
01/27/20 05:27:05,52
01/27/20 05:27:10,48
01/27/20 05:27:15,47
01/27/20 05:27:20,48
01/27/20 05:27:25,49
01/27/20 05:27:30,49
01/27/20 05:27:35,49
01/27/20 05:27:40,50
01/27/20 05:27:45,49
01/27/20 05:28:00,50
01/27/20 05:28:05,49
01/27/20 05:28:20,49
01/27/20 05:28:30,48
01/27/20 05:28:35,47
01/27/20 05:28:40,46
01/27/20 05:28:45,47
01/27/20 05:28:50,47
01/27/20 05:28:55,48
01/27/20 05:29:10,48
01/27/20 05:29:15,50
01/27/20 05:29:25,49
01/27/20 05:29:30,47
01/27/20 05:29:40,46
01/27/20 05:29:55,47
01/27/20 05:30:05,48
01/27/20 05:30:10,49
01/27/20 05:30:20,47
01/27/20 05:30:30,46
01/27/20 05:30:45,47
01/27/20 05:31:00,47
01/27/20 05:31:05,46
01/27/20 05:31:20,47
01/27/20 05:31:25,50
01/27/20 05:31:30,49
01/27/20 05:31:35,47
01/27/20 05:31:40,46
01/27/20 05:31:45,45
01/27/20 05:31:55,44
01/27/20 05:32:05,45
01/27/20 05:32:10,46
01/27/20 05:32:20,45
01/27/20 05:32:35,45
01/27/20 05:32:50,44
01/27/20 05:32:55,44
01/27/20 05:33:00,45
01/27/20 05:33:10,45
01/27/20 05:33:15,45
01/27/20 05:33:25,45
01/27/20 05:33:30,45
01/27/20 05:33:40,46
01/27/20 05:33:55,46
01/27/20 05:34:05,47
01/27/20 05:34:10,49
01/27/20 05:34:15,49
01/27/20 05:34:20,49
01/27/20 05:34:25,48
01/27/20 05:34:30,47
01/27/20 05:34:40,46
01/27/20 05:34:50,45
01/27/20 05:35:00,46
01/27/20 05:35:10,45
01/27/20 05:35:15,45
01/27/20 05:35:20,45
01/27/20 05:35:25,44
01/27/20 05:35:40,44
01/27/20 05:35:45,45
01/27/20 05:36:00,45
01/27/20 05:36:10,44
01/27/20 05:36:15,45
01/27/20 05:36:20,46
01/27/20 05:36:25,45
01/27/20 05:36:40,46
01/27/20 05:36:55,45
01/27/20 05:37:05,45
01/27/20 05:37:10,45
01/27/20 05:37:15,46
01/27/20 05:37:30,45
01/27/20 05:37:35,46
01/27/20 05:37:45,46
01/27/20 05:37:50,46
01/27/20 05:38:05,45
01/27/20 05:38:15,45
01/27/20 05:38:30,45
01/27/20 05:38:40,45
01/27/20 05:38:55,45
01/27/20 05:39:10,46
01/27/20 05:39:20,46
01/27/20 05:39:30,45
01/27/20 05:39:35,45
01/27/20 05:39:50,45
01/27/20 05:40:00,46
01/27/20 05:40:10,45
01/27/20 05:40:25,45
01/27/20 05:40:35,45
01/27/20 05:40:45,45
01/27/20 05:41:00,45
01/27/20 05:41:15,45
01/27/20 05:41:20,44
01/27/20 05:41:25,44
01/27/20 05:41:40,45
01/27/20 05:41:55,45
01/27/20 05:42:10,45
01/27/20 05:42:15,44
01/27/20 05:42:25,45
01/27/20 05:42:40,45
01/27/20 05:42:45,46
01/27/20 05:43:00,46
01/27/20 05:43:05,47
01/27/20 05:43:10,46
01/27/20 05:43:15,45
01/27/20 05:43:25,46
01/27/20 05:43:30,46
01/27/20 05:43:35,45
01/27/20 05:43:40,45
01/27/20 05:43:55,45
01/27/20 05:44:00,45
01/27/20 05:44:10,46
01/27/20 05:44:20,45
01/27/20 05:44:35,45
01/27/20 05:44:40,45
01/27/20 05:44:55,45
01/27/20 05:45:05,45
01/27/20 05:45:10,44
01/27/20 05:45:20,45
01/27/20 05:45:26,45
01/27/20 05:45:31,46
01/27/20 05:45:36,46
01/27/20 05:45:46,46
01/27/20 05:45:51,45
01/27/20 05:46:06,45
01/27/20 05:46:16,45
01/27/20 05:46:31,45
01/27/20 05:46:46,45
01/27/20 05:46:56,45
01/27/20 05:47:11,45
01/27/20 05:47:26,46
01/27/20 05:47:36,45
01/27/20 05:47:51,45
01/27/20 05:48:06,45
01/27/20 05:48:21,45
01/27/20 05:48:36,46
01/27/20 05:48:51,45
01/27/20 05:49:06,45
01/27/20 05:49:21,46
01/27/20 05:49:26,45
01/27/20 05:49:41,45
01/27/20 05:49:51,46
01/27/20 05:49:56,45
01/27/20 05:50:11,45
01/27/20 05:50:26,45
01/27/20 05:50:31,46
01/27/20 05:50:36,46
01/27/20 05:50:41,46
01/27/20 05:50:51,45
01/27/20 05:50:56,46
01/27/20 05:51:11,46
01/27/20 05:51:16,45
01/27/20 05:51:31,45
01/27/20 05:51:36,44
01/27/20 05:51:46,45
01/27/20 05:52:01,46
01/27/20 05:52:06,46
01/27/20 05:52:16,46
01/27/20 05:52:26,47
01/27/20 05:52:31,48
01/27/20 05:52:36,47
01/27/20 05:52:41,46
01/27/20 05:52:46,45
01/27/20 05:52:51,44
01/27/20 05:52:56,44
01/27/20 05:53:06,44
01/27/20 05:53:16,45
01/27/20 05:53:31,45
01/27/20 05:53:46,45
01/27/20 05:53:51,46
01/27/20 05:53:56,47
01/27/20 05:54:06,46
01/27/20 05:54:16,45
01/27/20 05:54:21,45
01/27/20 05:54:36,46
01/27/20 05:54:51,46
01/27/20 05:55:01,45
01/27/20 05:55:11,46
01/27/20 05:55:26,45
