,Time,Heart Rate
0,3:47:24,70
1,3:47:34,63
2,3:47:39,67
3,3:47:44,69
4,3:47:49,78
5,3:47:54,82
6,3:47:59,76
7,3:48:04,71
8,3:48:09,70
9,3:48:14,71
10,3:48:24,72
11,3:48:29,73
12,3:48:44,73
13,3:48:59,81
14,3:49:04,82
15,3:49:14,82
16,3:49:19,82
17,3:49:24,81
18,3:49:34,82
19,3:49:39,82
20,3:49:44,85
21,3:49:49,86
22,3:49:59,83
23,3:50:04,80
24,3:50:09,78
25,3:50:14,73
26,3:50:24,72
27,3:50:29,71
28,3:50:34,70
29,3:50:44,74
30,3:50:49,76
31,3:50:54,80
32,3:51:04,81
33,3:51:19,74
34,3:51:24,70
35,3:51:29,68
36,3:51:34,65
37,3:51:39,64
38,3:51:54,64
39,3:52:09,64
40,3:52:19,63
41,3:52:34,63
42,3:53:45,68
43,3:53:50,69
44,3:53:55,71
45,3:54:00,79
46,3:54:05,73
47,3:54:10,68
48,3:54:15,66
49,3:54:20,63
50,3:54:30,64
51,3:54:35,65
52,3:54:45,64
53,3:54:50,63
54,3:55:00,62
55,3:55:15,62
56,3:55:30,62
57,3:55:35,63
58,3:55:40,64
59,3:55:45,63
60,3:56:00,63
61,3:56:15,64
62,3:56:30,64
63,3:56:45,65
64,3:57:00,64
65,3:57:15,64
66,3:57:16,64
67,3:57:21,65
68,3:57:36,65
69,3:57:46,64
70,3:57:56,65
71,3:58:11,65
72,3:58:26,64
73,3:58:31,63
74,3:58:36,65
75,3:58:41,63
76,3:58:46,63
77,3:58:51,68
78,3:58:56,73
79,3:59:01,67
80,3:59:06,63
81,3:59:21,64
82,3:59:26,63
83,3:59:31,64
84,3:59:46,64
85,3:59:51,63
86,3:59:56,64
87,4:00:11,63
88,4:00:26,63
89,4:00:36,64
90,4:00:41,65
91,4:00:46,64
92,4:00:51,63
93,4:00:56,63
94,4:01:01,64
95,4:01:06,63
96,4:01:16,62
97,4:01:26,64
98,4:01:31,63
99,4:01:36,62
100,4:01:51,62
101,4:02:01,63
102,4:02:16,63
103,4:02:21,62
104,4:02:36,61
105,4:02:51,61
106,4:03:06,61
107,4:03:11,71
108,4:03:16,77
109,4:03:21,74
110,4:03:26,73
111,4:03:31,72
112,4:03:36,68
113,4:03:41,67
114,4:03:46,68
115,4:03:56,69
116,4:04:11,69
117,4:04:16,67
118,4:04:21,66
119,4:04:26,64
120,4:04:31,63
121,4:04:36,62
122,4:04:46,61
123,4:05:01,61
124,4:05:11,62
125,4:05:26,63
126,4:05:31,62
127,4:05:36,61
128,4:05:46,60
129,4:06:01,60
130,4:06:16,61
131,4:06:26,62
132,4:06:31,61
133,4:06:41,62
134,4:06:46,60
135,4:06:51,58
136,4:06:56,57
137,4:07:01,58
138,4:07:06,60
139,4:07:11,62
140,4:07:16,61
141,4:07:21,59
142,4:07:36,60
143,4:07:46,62
144,4:07:51,61
145,4:07:56,60
146,4:08:01,59
147,4:08:06,60
148,4:08:11,59
149,4:08:16,58
150,4:08:26,59
151,4:08:31,60
152,4:08:36,61
153,4:08:41,64
154,4:08:46,62
155,4:08:51,59
156,4:08:56,58
157,4:09:11,58
158,4:09:26,58
159,4:09:31,59
160,4:09:36,60
161,4:09:51,60
162,4:09:56,59
163,4:10:01,58
164,4:10:16,60
165,4:10:21,61
166,4:10:26,60
167,4:10:31,58
168,4:10:36,57
169,4:10:41,58
170,4:10:56,58
171,4:11:01,57
172,4:11:11,58
173,4:11:16,60
174,4:11:21,59
175,4:11:26,57
176,4:11:31,56
177,4:11:41,58
178,4:11:51,60
179,4:11:56,61
180,4:12:01,61
181,4:12:06,60
182,4:12:11,58
183,4:12:16,57
184,4:12:31,57
185,4:12:36,58
186,4:12:41,61
187,4:12:46,63
188,4:12:51,61
189,4:12:56,58
190,4:13:06,59
191,4:13:11,60
192,4:13:16,59
193,4:13:21,58
194,4:13:26,59
195,4:13:41,59
196,4:13:46,60
197,4:13:51,61
198,4:13:56,62
199,4:14:01,61
200,4:14:07,61
201,4:14:12,60
202,4:14:17,58
203,4:14:22,57
204,4:14:37,58
205,4:14:42,59
206,4:14:47,60
207,4:14:52,61
208,4:15:02,60
209,4:15:17,60
210,4:15:22,62
211,4:15:32,58
212,4:15:47,58
213,4:15:57,59
214,4:16:07,60
215,4:16:22,59
216,4:16:32,60
217,4:16:42,59
218,4:16:57,58
219,4:17:07,59
220,4:17:17,60
221,4:17:22,61
222,4:17:27,60
223,4:17:32,59
224,4:17:47,59
225,4:17:52,60
226,4:18:02,61
227,4:18:07,61
228,4:18:12,60
229,4:18:17,59
230,4:18:32,59
231,4:18:37,60
232,4:18:42,61
233,4:18:57,60
234,4:19:12,60
235,4:19:22,61
236,4:19:32,60
237,4:19:47,60
238,4:20:02,60
239,4:20:07,61
240,4:20:17,62
241,4:20:22,61
242,4:20:32,60
243,4:20:42,61
244,4:20:47,62
245,4:20:57,60
246,4:21:12,59
247,4:21:17,61
248,4:21:22,62
