,Time,Heart Rate
0,0:00:03,77
1,0:00:08,78
2,0:00:13,80
3,0:00:18,81
4,0:00:23,84
5,0:00:28,85
6,0:00:33,86
7,0:00:38,90
8,0:00:43,93
9,0:00:48,94
10,0:00:53,81
11,0:00:58,65
12,0:01:13,63
13,0:01:18,62
14,0:01:28,62
15,0:01:33,63
16,0:01:48,63
17,0:02:03,64
18,0:02:18,64
19,0:02:33,64
20,0:02:43,65
21,0:02:48,66
22,0:02:53,67
23,0:02:58,71
24,0:03:03,77
25,0:03:08,78
26,0:03:13,79
27,0:03:23,80
28,0:03:38,80
29,0:03:39,83
30,0:03:44,86
31,0:03:49,74
32,0:03:54,72
33,0:03:59,73
34,0:04:04,73
35,0:04:09,72
36,0:04:14,70
37,0:04:19,67
38,0:04:24,64
39,0:04:39,64
40,0:04:49,65
41,0:05:04,65
42,0:05:19,63
43,0:05:34,63
44,0:05:39,62
45,0:05:54,62
46,0:05:59,63
47,0:06:09,64
48,0:06:24,64
49,0:06:29,66
50,0:06:34,67
51,0:06:39,69
52,0:06:44,70
53,0:06:50,71
54,0:06:55,74
55,0:07:00,76
56,0:07:05,77
57,0:07:10,76
58,0:07:15,74
59,0:07:25,75
60,0:07:30,66
61,0:07:45,65
62,0:07:50,66
63,0:07:55,67
64,0:08:10,67
65,0:08:25,68
66,0:08:35,67
67,0:08:50,67
68,0:09:00,66
69,0:09:10,63
70,0:09:20,62
71,0:09:35,62
72,0:09:50,68
73,0:09:55,71
74,0:10:00,69
75,0:10:05,68
76,0:10:10,64
77,0:10:25,65
78,0:10:40,65
79,0:10:45,65
80,0:11:00,66
81,0:11:05,70
82,0:11:15,69
83,0:11:20,67
84,0:11:25,66
85,0:11:35,67
86,0:11:40,68
87,0:11:50,67
88,0:11:55,66
89,0:12:00,64
90,0:12:10,63
91,0:12:15,61
92,0:12:20,60
93,0:12:35,61
94,0:12:50,61
95,0:12:55,62
96,0:13:00,63
97,0:13:05,61
98,0:13:10,61
99,0:13:20,60
100,0:13:30,61
101,0:13:45,60
102,0:14:00,60
103,0:14:15,61
104,0:14:30,61
105,0:14:40,62
106,0:14:45,65
107,0:14:50,64
108,0:14:55,63
109,0:15:00,62
110,0:15:15,62
111,0:15:30,62
112,0:15:35,61
113,0:15:40,60
114,0:15:50,59
115,0:16:00,60
116,0:16:10,61
117,0:16:20,62
118,0:16:35,62
119,0:16:40,65
120,0:16:45,73
121,0:16:50,75
122,0:16:55,78
123,0:17:00,77
124,0:17:05,79
125,0:17:10,81
126,0:17:15,82
127,0:17:20,80
128,0:17:25,78
129,0:17:30,76
130,0:17:35,75
131,0:17:50,75
132,0:17:55,75
133,0:18:00,74
134,0:18:10,75
135,0:18:25,75
136,0:18:30,76
137,0:18:45,76
138,0:18:50,75
139,0:18:55,77
140,0:19:00,78
141,0:19:05,77
142,0:19:10,76
143,0:19:15,75
144,0:19:20,74
145,0:19:25,73
146,0:19:40,72
147,0:19:45,71
148,0:19:55,66
149,0:20:10,66
150,0:20:20,65
151,0:20:30,66
152,0:20:35,65
153,0:20:45,65
154,0:20:50,67
155,0:20:55,69
156,0:21:00,72
157,0:21:15,72
158,0:21:30,67
159,0:21:35,65
160,0:21:40,66
161,0:21:45,68
162,0:21:50,66
163,0:21:55,67
164,0:22:05,66
165,0:22:10,65
166,0:22:25,65
167,0:22:30,64
168,0:22:45,64
169,0:22:50,63
170,0:22:55,62
171,0:23:00,61
172,0:23:05,62
173,0:23:10,63
174,0:23:15,64
175,0:23:20,63
176,0:23:25,61
177,0:23:35,62
178,0:23:40,60
179,0:23:55,61
180,0:24:00,60
181,0:24:15,60
182,0:24:30,60
183,0:24:35,59
184,0:24:50,59
185,0:24:55,58
186,0:25:00,59
187,0:25:05,58
188,0:25:15,59
189,0:25:25,58
190,0:25:40,58
191,0:25:55,58
192,0:26:10,57
193,0:26:25,58
194,0:26:40,58
195,0:26:55,58
196,0:27:05,58
197,0:27:20,59
198,0:27:25,75
199,0:27:30,77
200,0:27:35,77
201,0:27:45,76
202,0:27:50,75
203,0:28:05,75
204,0:28:15,74
205,0:28:20,73
206,0:28:30,72
207,0:28:35,67
208,0:28:50,67
209,0:29:05,64
210,0:29:10,62
211,0:29:15,60
212,0:29:20,58
213,0:29:25,57
214,0:29:40,57
215,0:29:50,56
216,0:30:05,57
217,0:30:10,56
218,0:30:15,54
219,0:30:20,54
220,0:30:25,54
221,0:30:30,55
222,0:30:45,56
223,0:31:00,56
224,0:31:10,59
225,0:31:15,60
226,0:31:30,60
227,0:31:35,77
228,0:31:40,76
229,0:31:45,66
230,0:31:50,62
231,0:31:55,61
232,0:32:00,58
233,0:32:05,55
234,0:32:10,54
235,0:32:16,54
236,0:32:21,54
237,0:32:26,55
238,0:32:31,55
239,0:32:36,55
240,0:32:41,56
241,0:32:51,54
242,0:32:56,54
243,0:33:01,52
244,0:33:06,52
245,0:33:16,54
246,0:33:21,58
247,0:33:26,56
248,0:33:41,56
249,0:33:46,58
250,0:33:51,58
251,0:33:56,55
252,0:34:06,57
253,0:34:11,56
254,0:34:16,54
255,0:34:21,54
256,0:34:26,57
257,0:34:31,56
258,0:34:36,53
259,0:34:41,52
260,0:34:46,53
261,0:34:51,52
262,0:34:56,51
263,0:35:01,50
264,0:35:06,52
265,0:35:11,54
266,0:35:16,55
267,0:35:26,56
268,0:35:41,56
269,0:35:46,63
270,0:35:51,65
271,0:35:56,63
272,0:36:11,63
273,0:36:26,63
274,0:36:31,64
275,0:36:36,65
276,0:36:41,69
277,0:36:46,66
278,0:36:51,65
279,0:36:56,62
280,0:37:06,63
281,0:37:11,62
282,0:37:16,59
283,0:37:21,56
284,0:37:31,58
285,0:37:36,59
286,0:37:46,57
287,0:37:51,54
288,0:37:56,52
289,0:38:01,52
290,0:38:06,57
291,0:38:21,57
292,0:38:26,55
293,0:38:31,57
294,0:38:36,62
295,0:38:41,59
296,0:38:46,56
297,0:38:51,54
298,0:38:56,53
299,0:39:01,53
300,0:39:06,58
301,0:39:11,59
302,0:39:16,56
303,0:39:21,55
304,0:39:26,55
305,0:39:31,59
306,0:39:36,60
307,0:39:46,57
308,0:39:51,55
309,0:39:56,54
310,0:40:01,56
311,0:40:06,57
312,0:40:11,55
313,0:40:16,54
314,0:40:21,53
315,0:40:26,56
316,0:40:31,59
317,0:40:36,57
318,0:40:41,55
319,0:40:46,53
320,0:40:56,54
321,0:41:01,54
322,0:41:06,53
323,0:41:11,52
324,0:41:16,53
325,0:41:21,54
326,0:41:26,53
327,0:41:31,54
328,0:41:36,55
329,0:41:41,54
330,0:41:51,57
331,0:41:56,54
332,0:42:01,54
333,0:42:06,53
334,0:42:11,52
335,0:42:16,51
336,0:42:21,52
337,0:42:26,57
338,0:42:31,56
339,0:42:36,53
340,0:42:41,52
341,0:42:46,57
342,0:42:51,60
343,0:42:56,59
344,0:43:01,57
345,0:43:06,56
346,0:43:11,54
347,0:43:16,61
348,0:43:21,67
349,0:43:26,66
350,0:43:31,64
351,0:43:36,61
352,0:43:41,58
353,0:43:46,59
354,0:43:51,68
355,0:43:56,69
356,0:44:11,69
357,0:44:16,75
358,0:44:26,73
359,0:44:41,73
360,0:44:46,69
361,0:44:51,70
362,0:45:06,70
363,0:45:21,71
364,0:45:36,71
365,0:45:46,69
366,0:45:56,70
367,0:46:11,68
368,0:46:16,64
369,0:46:21,59
370,0:46:26,66
371,0:46:31,68
372,0:46:46,68
373,0:46:56,67
374,0:47:01,66
375,0:47:06,69
376,0:47:11,63
377,0:47:16,56
378,0:47:21,53
379,0:47:26,51
380,0:47:31,53
381,0:47:36,58
382,0:47:41,58
383,0:47:46,55
384,0:47:51,53
385,0:47:56,57
386,0:48:01,61
387,0:48:06,59
388,0:48:11,54
389,0:48:16,52
390,0:48:26,54
391,0:48:31,59
392,0:48:36,56
393,0:48:41,52
394,0:48:46,51
395,0:48:51,53
396,0:48:57,57
397,0:49:02,55
398,0:49:07,51
399,0:49:12,50
400,0:49:22,52
401,0:49:32,51
402,0:49:37,50
403,0:49:47,52
404,0:49:52,58
405,0:49:57,59
406,0:50:02,57
407,0:50:07,55
408,0:50:12,54
409,0:50:17,54
410,0:50:22,62
411,0:50:27,64
412,0:50:32,60
413,0:50:37,54
414,0:50:42,53
415,0:50:52,62
416,0:50:57,63
417,0:51:02,60
418,0:51:07,59
419,0:51:12,56
420,0:51:17,54
421,0:51:22,53
422,0:51:27,55
423,0:51:32,62
424,0:51:37,64
425,0:51:47,66
426,0:51:52,75
427,0:51:57,76
428,0:52:02,75
429,0:52:07,72
430,0:52:12,71
431,0:52:27,71
432,0:52:32,70
433,0:52:37,68
434,0:52:42,59
435,0:52:47,57
436,0:52:52,58
437,0:53:07,67
438,0:53:12,70
439,0:53:17,69
440,0:53:22,61
441,0:53:27,67
442,0:53:32,69
443,0:53:42,71
444,0:53:52,71
445,0:53:57,73
446,0:54:02,77
447,0:54:07,78
448,0:54:22,79
