dateTime,Heart Rate
01/25/20 05:00:03,71
01/25/20 05:00:18,72
01/25/20 05:00:33,70
01/25/20 05:00:38,68
01/25/20 05:00:43,69
01/25/20 05:00:48,70
01/25/20 05:00:53,71
01/25/20 05:01:03,70
01/25/20 05:01:13,73
01/25/20 05:01:18,73
01/25/20 05:01:28,72
01/25/20 05:01:38,71
01/25/20 05:01:43,69
01/25/20 05:01:53,70
01/25/20 05:02:03,71
01/25/20 05:02:13,72
01/25/20 05:02:18,74
01/25/20 05:02:33,72
01/25/20 05:02:38,69
01/25/20 05:02:43,66
01/25/20 05:02:48,65
01/25/20 05:02:53,67
01/25/20 05:02:58,69
01/25/20 05:03:03,70
01/25/20 05:03:08,71
01/25/20 05:03:23,71
01/25/20 05:03:33,70
01/25/20 05:03:38,68
01/25/20 05:03:43,67
01/25/20 05:03:53,69
01/25/20 05:03:58,70
01/25/20 05:04:03,71
01/25/20 05:04:18,72
01/25/20 05:04:28,71
01/25/20 05:04:33,70
01/25/20 05:04:43,69
01/25/20 05:04:48,67
01/25/20 05:04:58,66
01/25/20 05:05:03,67
01/25/20 05:05:08,69
01/25/20 05:05:13,70
01/25/20 05:05:18,71
01/25/20 05:05:33,71
01/25/20 05:05:38,70
01/25/20 05:05:48,71
01/25/20 05:05:53,69
01/25/20 05:05:58,67
01/25/20 05:06:03,66
01/25/20 05:06:08,65
01/25/20 05:06:13,63
01/25/20 05:06:18,61
01/25/20 05:06:23,63
01/25/20 05:06:28,66
01/25/20 05:06:33,69
01/25/20 05:06:38,70
01/25/20 05:06:43,68
01/25/20 05:06:48,66
01/25/20 05:06:53,65
01/25/20 05:06:58,66
01/25/20 05:07:03,68
01/25/20 05:07:08,70
01/25/20 05:07:13,71
01/25/20 05:07:28,72
01/25/20 05:07:33,71
01/25/20 05:07:38,69
01/25/20 05:07:43,70
01/25/20 05:07:58,70
01/25/20 05:08:03,71
01/25/20 05:08:13,72
01/25/20 05:08:23,73
01/25/20 05:08:38,72
01/25/20 05:08:43,71
01/25/20 05:08:48,70
01/25/20 05:08:58,69
01/25/20 05:09:13,70
01/25/20 05:09:18,71
01/25/20 05:09:23,70
01/25/20 05:09:33,69
01/25/20 05:09:38,68
01/25/20 05:09:48,70
01/25/20 05:10:03,71
01/25/20 05:10:18,71
01/25/20 05:10:33,71
01/25/20 05:10:48,71
01/25/20 05:11:03,71
01/25/20 05:11:08,70
01/25/20 05:11:13,69
01/25/20 05:11:23,70
01/25/20 05:11:28,72
01/25/20 05:11:38,71
01/25/20 05:11:43,69
01/25/20 05:11:53,70
01/25/20 05:12:08,70
01/25/20 05:12:13,71
01/25/20 05:12:23,72
01/25/20 05:12:28,71
01/25/20 05:12:43,72
01/25/20 05:12:48,71
01/25/20 05:13:03,71
01/25/20 05:13:08,72
01/25/20 05:13:13,71
01/25/20 05:13:28,72
01/25/20 05:13:43,71
01/25/20 05:13:58,71
01/25/20 05:14:08,72
01/25/20 05:14:13,73
01/25/20 05:14:18,72
01/25/20 05:14:28,71
01/25/20 05:14:38,69
01/25/20 05:14:43,67
01/25/20 05:14:53,68
01/25/20 05:14:58,69
01/25/20 05:15:03,70
01/25/20 05:15:18,70
01/25/20 05:15:28,70
01/25/20 05:15:43,70
01/25/20 05:15:44,70
01/25/20 05:15:49,72
01/25/20 05:15:54,71
01/25/20 05:15:59,70
01/25/20 05:16:14,70
01/25/20 05:16:29,71
01/25/20 05:16:39,72
01/25/20 05:16:54,72
01/25/20 05:16:59,73
01/25/20 05:17:04,72
01/25/20 05:17:14,71
01/25/20 05:17:29,72
01/25/20 05:17:34,71
01/25/20 05:17:44,72
01/25/20 05:17:54,71
01/25/20 05:18:04,70
01/25/20 05:18:09,68
01/25/20 05:18:14,65
01/25/20 05:18:19,66
01/25/20 05:18:24,68
01/25/20 05:18:29,69
01/25/20 05:18:34,70
01/25/20 05:18:44,71
01/25/20 05:18:49,72
01/25/20 05:18:54,73
01/25/20 05:18:59,72
01/25/20 05:19:09,71
01/25/20 05:19:14,71
01/25/20 05:19:24,72
01/25/20 05:19:29,71
01/25/20 05:19:44,71
01/25/20 05:19:49,72
01/25/20 05:20:04,71
01/25/20 05:20:09,70
01/25/20 05:20:14,67
01/25/20 05:20:19,65
01/25/20 05:20:24,66
01/25/20 05:20:29,68
01/25/20 05:20:34,69
01/25/20 05:20:49,70
01/25/20 05:20:54,71
01/25/20 05:20:59,72
