,Time,Heart Rate
0,2:27:19,70
1,2:43:41,70
2,2:43:56,70
3,2:44:06,70
4,2:44:11,72
5,2:44:16,74
6,2:44:21,79
7,2:44:26,77
8,2:44:31,76
9,2:44:36,74
10,2:44:41,72
11,2:44:51,74
12,2:44:56,75
13,2:45:01,74
14,2:45:06,75
15,2:45:21,75
16,2:45:31,74
17,2:45:36,73
18,2:45:41,72
19,2:45:46,73
20,2:46:01,73
21,2:46:06,75
22,2:46:11,76
23,2:46:16,74
24,2:46:21,73
25,2:46:26,72
26,2:46:41,71
27,2:46:46,71
28,2:46:51,70
29,2:46:56,69
30,2:47:01,68
31,2:47:11,69
32,2:47:26,69
33,2:47:31,70
34,2:47:36,72
35,2:47:41,73
36,2:47:51,74
37,2:47:56,75
38,2:48:01,74
39,2:48:06,75
40,2:48:11,78
41,2:48:16,81
42,2:48:21,80
43,2:48:26,77
44,2:48:31,76
45,2:48:36,76
46,2:48:46,75
47,2:48:56,74
48,2:49:06,76
49,2:49:21,76
50,2:49:36,77
51,2:49:41,76
52,2:49:56,76
53,2:49:57,76
54,2:50:02,75
55,2:50:07,74
56,2:50:17,72
57,2:50:22,71
58,2:50:27,69
59,2:50:32,67
60,2:50:37,66
61,2:50:42,62
62,2:50:47,61
63,2:50:52,60
64,2:51:02,62
65,2:51:07,63
66,2:51:12,65
67,2:51:22,67
68,2:51:27,68
69,2:51:42,68
70,2:51:47,67
71,2:51:57,68
72,2:52:02,69
73,2:52:07,68
74,2:52:12,61
75,2:52:17,58
76,2:52:22,56
77,2:52:32,55
78,2:52:42,54
79,2:52:57,57
80,2:53:02,58
81,2:53:07,59
82,2:53:12,60
83,2:53:17,61
84,2:53:22,62
85,2:53:27,64
86,2:53:40,64
87,2:53:50,65
88,2:53:55,66
89,2:54:10,66
90,2:54:20,68
91,2:54:25,69
92,2:54:30,70
93,2:54:35,71
94,2:54:50,71
95,2:54:55,71
96,2:55:10,71
97,2:55:20,69
98,2:55:25,58
99,2:55:30,57
100,2:55:35,55
101,2:55:40,54
102,2:55:50,53
103,2:55:55,54
104,2:56:00,56
105,2:56:05,55
106,2:56:10,54
107,2:56:15,53
108,2:56:20,52
109,2:56:25,51
110,2:56:35,50
111,2:56:45,49
112,2:56:50,49
113,2:57:00,48
114,2:57:15,48
115,2:57:30,48
116,2:57:45,48
117,2:57:55,47
118,2:58:10,47
119,2:58:20,46
120,2:58:35,46
121,2:58:45,47
122,2:59:00,47
123,2:59:15,46
124,2:59:30,46
125,2:59:40,45
126,2:59:55,46
127,3:00:10,46
128,3:00:25,46
129,3:00:35,47
130,3:00:40,47
131,3:00:55,47
132,3:01:10,47
133,3:01:25,47
134,3:01:40,47
135,3:01:55,47
136,3:02:00,48
137,3:02:15,48
138,3:02:20,47
139,3:02:26,47
140,3:02:36,48
141,3:02:46,47
142,3:02:51,48
143,3:03:01,49
144,3:03:16,49
145,3:03:31,49
146,3:03:36,48
147,3:03:46,49
148,3:03:56,50
149,3:04:11,50
150,3:04:26,50
151,3:04:36,49
152,3:04:46,48
153,3:05:01,48
154,3:05:11,47
155,3:05:16,48
156,3:05:21,49
157,3:05:26,50
158,3:05:31,49
159,3:05:46,50
160,3:05:56,50
161,3:06:01,49
162,3:06:06,50
163,3:06:21,48
164,3:06:31,49
165,3:06:36,50
166,3:06:41,50
167,3:06:46,49
168,3:06:56,50
169,3:07:11,50
170,3:07:26,50
171,3:07:31,49
172,3:07:46,49
173,3:07:51,50
174,3:07:56,49
175,3:08:01,48
176,3:08:16,48
177,3:08:21,50
178,3:08:36,50
179,3:08:51,49
180,3:09:06,49
181,3:09:21,49
182,3:09:31,49
183,3:09:46,49
184,3:10:01,50
185,3:10:16,50
186,3:10:21,49
187,3:10:36,49
188,3:10:46,50
189,3:10:52,50
190,3:11:07,50
191,3:11:22,50
192,3:11:37,50
193,3:11:42,51
194,3:11:47,50
195,3:12:02,50
196,3:12:07,49
197,3:12:17,48
198,3:12:27,49
199,3:12:32,50
200,3:12:47,50
201,3:13:02,50
