,Time,Heart Rate
0,0:00:04,68
1,0:00:09,67
2,0:00:24,66
3,0:00:34,65
4,0:00:49,65
5,0:00:59,66
6,0:01:04,67
7,0:01:09,66
8,0:01:15,66
9,0:01:20,65
10,0:01:30,64
11,0:01:45,64
12,0:01:50,65
13,0:01:55,66
14,0:02:10,66
15,0:02:15,65
16,0:02:25,66
17,0:02:40,65
18,0:02:50,66
19,0:02:55,65
20,0:03:10,65
21,0:03:15,66
22,0:03:30,66
23,0:03:40,67
24,0:03:45,66
25,0:04:00,66
26,0:04:05,65
27,0:04:10,64
28,0:04:25,65
29,0:04:40,65
30,0:04:50,66
31,0:05:05,66
32,0:05:10,65
33,0:05:25,65
34,0:05:30,64
35,0:05:35,64
36,0:05:40,65
37,0:05:55,64
38,0:06:10,65
39,0:06:15,66
40,0:06:25,65
41,0:06:30,64
42,0:06:40,65
43,0:06:55,66
44,0:07:00,65
45,0:07:10,64
46,0:07:15,65
47,0:07:20,66
48,0:07:35,66
49,0:07:40,67
50,0:07:45,66
51,0:07:55,67
52,0:08:05,66
53,0:08:15,65
54,0:08:20,64
55,0:08:30,65
56,0:08:35,66
57,0:08:50,65
58,0:09:00,66
59,0:09:05,67
60,0:09:10,68
61,0:09:15,67
62,0:09:20,66
63,0:09:30,67
64,0:09:35,66
65,0:09:40,65
66,0:09:55,65
67,0:10:10,65
68,0:10:20,66
69,0:10:25,67
70,0:10:30,66
71,0:10:35,67
72,0:10:40,66
73,0:10:55,66
74,0:11:05,67
75,0:11:20,66
76,0:11:30,65
77,0:11:45,66
78,0:11:50,67
79,0:12:00,66
80,0:12:15,66
81,0:12:25,67
82,0:12:30,66
83,0:12:35,67
84,0:12:40,66
85,0:12:45,64
86,0:12:55,65
87,0:13:00,66
88,0:13:05,67
89,0:13:10,68
90,0:13:15,67
91,0:13:30,67
92,0:13:35,66
93,0:13:40,65
94,0:13:45,66
95,0:13:55,67
96,0:14:10,66
97,0:14:25,67
98,0:14:35,66
99,0:14:45,65
100,0:14:50,67
101,0:14:55,68
102,0:15:10,68
103,0:15:20,67
104,0:15:35,67
105,0:15:40,66
