,Time,Heart Rate
0,1:13:07,70
1,1:13:22,70
2,1:13:27,70
3,1:13:37,85
4,1:13:56,85
5,1:14:09,85
6,1:14:19,84
7,1:14:24,73
8,1:14:29,75
9,1:14:34,76
10,1:14:44,75
11,1:14:49,74
12,1:14:54,73
13,1:14:59,74
14,1:15:09,76
15,1:15:24,76
16,1:15:29,78
17,1:15:34,79
18,1:15:39,80
19,1:15:49,79
20,1:15:54,80
21,1:16:09,80
22,1:16:24,80
23,1:16:34,83
24,1:16:39,84
25,1:16:44,82
26,1:16:49,81
27,1:16:54,79
28,1:17:09,79
29,1:17:12,79
30,1:17:17,78
31,1:17:22,79
32,1:17:27,83
33,1:17:32,83
34,1:17:47,84
35,1:17:52,85
36,1:18:02,84
37,1:18:07,85
38,1:18:12,86
39,1:18:27,86
40,1:18:37,85
41,1:18:47,86
42,1:19:02,86
43,1:19:17,85
44,1:19:22,86
45,1:19:27,89
46,1:19:42,89
47,1:19:47,86
48,1:19:52,87
49,1:20:02,84
50,1:20:12,85
51,1:20:27,85
52,1:20:42,86
53,1:20:49,86
54,1:20:54,87
55,1:21:04,88
56,1:21:09,90
57,1:21:19,88
58,1:21:29,89
59,1:21:39,90
60,1:21:44,90
61,1:21:59,91
62,1:22:04,92
63,1:22:09,93
64,1:22:14,94
65,1:22:29,96
66,1:22:39,95
67,1:22:44,93
68,1:22:49,93
69,1:22:54,94
70,1:22:59,92
71,1:23:04,90
72,1:23:09,88
73,1:23:14,87
74,1:23:19,88
75,1:23:24,86
76,1:23:29,86
77,1:23:44,85
78,1:23:54,84
79,1:23:59,82
80,1:24:04,81
81,1:24:09,82
82,1:24:14,84
83,1:24:19,85
84,1:24:24,86
85,1:24:34,87
86,1:24:39,86
87,1:24:44,83
88,1:24:54,82
89,1:24:59,83
90,1:25:04,85
91,1:25:09,86
92,1:25:14,87
93,1:25:29,87
94,1:25:39,86
95,1:25:54,86
96,1:26:04,83
97,1:26:14,85
98,1:26:19,86
99,1:26:24,87
100,1:26:29,88
101,1:26:34,89
102,1:26:44,87
103,1:26:54,86
104,1:26:59,85
105,1:27:04,86
106,1:27:14,84
107,1:27:19,84
108,1:27:24,83
109,1:27:29,84
110,1:27:44,83
111,1:27:59,83
112,1:28:14,83
113,1:28:19,81
114,1:28:29,84
115,1:28:34,84
116,1:28:44,83
117,1:28:49,82
118,1:28:54,81
119,1:29:09,81
120,1:29:14,84
121,1:29:19,85
122,1:29:34,85
123,1:29:44,84
124,1:29:59,84
125,1:30:04,82
126,1:30:14,83
127,1:30:19,82
128,1:30:34,82
129,1:30:39,80
130,1:30:54,80
131,1:31:09,80
132,1:31:11,81
133,1:31:16,84
134,1:31:21,87
135,1:31:26,86
136,1:31:36,85
137,1:31:51,85
138,1:32:01,87
139,1:32:06,88
140,1:32:16,89
141,1:32:21,88
142,1:32:36,87
143,1:32:51,87
144,1:33:01,86
145,1:33:06,84
146,1:33:21,84
147,1:33:36,84
148,1:33:41,85
149,1:33:56,85
150,1:34:01,86
151,1:34:06,87
152,1:34:21,86
153,1:34:26,87
154,1:34:31,92
155,1:34:36,94
156,1:34:41,93
157,1:34:51,91
158,1:34:56,89
159,1:35:01,86
160,1:35:11,85
161,1:35:16,85
162,1:35:26,83
163,1:35:31,81
164,1:35:41,82
165,1:35:56,82
166,1:36:11,84
167,1:36:16,85
168,1:36:21,86
169,1:36:26,85
170,1:36:36,86
171,1:36:41,87
172,1:36:46,88
173,1:36:56,89
174,1:37:01,90
175,1:37:16,90
176,1:37:21,85
177,1:37:26,77
178,1:37:31,75
179,1:37:36,75
180,1:37:41,77
181,1:37:56,77
182,1:38:01,78
183,1:38:06,79
184,1:38:11,80
185,1:38:17,81
186,1:38:22,84
187,1:38:27,82
188,1:38:42,82
189,1:38:57,82
190,1:39:02,83
191,1:39:17,81
192,1:39:22,77
193,1:39:27,74
194,1:39:32,74
195,1:39:42,75
196,1:39:57,75
197,1:40:07,73
198,1:40:12,72
199,1:40:17,73
200,1:40:32,73
201,1:40:47,74
202,1:40:52,75
203,1:41:02,76
204,1:41:07,77
205,1:41:22,77
206,1:41:27,78
207,1:41:37,77
208,1:41:52,76
209,1:42:07,74
210,1:42:17,75
211,1:42:22,74
212,1:42:27,72
213,1:42:42,72
214,1:42:47,73
215,1:42:52,72
216,1:42:57,73
217,1:43:02,74
218,1:43:17,74
219,1:43:22,76
220,1:43:27,77
221,1:43:32,78
222,1:43:37,79
223,1:43:42,76
224,1:43:52,77
225,1:43:57,78
226,1:44:02,79
227,1:44:07,80
228,1:44:12,81
229,1:44:22,80
230,1:44:27,78
231,1:44:42,78
232,1:44:52,78
233,1:44:57,79
234,1:45:02,78
235,1:45:07,76
236,1:45:12,73
237,1:45:18,72
238,1:45:33,73
239,1:45:38,74
240,1:45:48,75
241,1:45:53,76
242,1:45:58,76
243,1:46:13,76
244,1:46:28,77
245,1:46:33,78
246,1:46:48,76
247,1:46:53,74
248,1:47:03,73
249,1:47:18,73
250,1:47:33,72
251,1:47:38,72
252,1:47:43,72
253,1:47:48,71
254,1:47:53,70
255,1:48:08,71
256,1:48:13,72
257,1:48:28,72
258,1:48:33,73
259,1:48:38,74
260,1:48:43,73
261,1:48:53,74
262,1:49:03,75
263,1:49:08,76
264,1:49:13,76
265,1:49:28,76
266,1:49:38,74
267,1:49:43,73
268,1:49:48,74
269,1:49:53,78
270,1:49:58,79
271,1:50:03,80
272,1:50:08,79
273,1:50:13,78
274,1:50:18,77
275,1:50:28,78
276,1:50:43,78
277,1:50:48,77
278,1:51:03,77
279,1:51:08,76
280,1:51:13,74
281,1:51:23,74
282,1:51:33,75
283,1:51:38,76
284,1:51:43,75
285,1:51:48,73
286,1:51:58,73
287,1:52:03,72
288,1:52:08,76
289,1:52:13,80
290,1:52:23,79
291,1:52:28,79
292,1:52:38,78
293,1:52:53,78
294,1:52:58,77
295,1:53:08,76
296,1:53:18,74
297,1:53:33,76
298,1:53:38,75
299,1:53:43,76
300,1:53:48,77
