,HRV
0,649.2842987561861
1,626.5480520584399
2,609.3207300180302
3,605.6585919041672
4,590.1224237623553
5,579.7286459637813
6,406.3888583490676
7,342.3378334261648
8,324.6020405804943
9,304.2369363491897
10,305.1524264075896
11,278.63892416032985
12,270.1715599224093
13,292.4173124125058
14,328.5598358770652
15,328.6070739275167
16,328.0587928982562
17,329.4008200108999
18,343.8443060560578
19,346.55592329726056
20,351.10233988032707
21,351.4906810064148
22,349.55732906395536
23,364.179786753221
24,354.11171549969805
25,302.13627107464976
26,304.0861852356712
27,401.2589106713832
28,404.41299699642684
29,389.39514826069427
30,375.65263804434517
31,382.37215940741777
32,395.90641862666496
33,437.97438823724457
34,444.0947272953535
35,435.95616094299913
36,453.3866526929222
37,437.44784541842864
38,428.0345888741487
39,428.6361947546514
40,429.9248777123312
41,431.44035163898315
42,422.043976517476
43,390.9542178675129
44,378.1341308186686
45,391.84267258771
46,409.4212810200243
47,359.6575407172118
48,343.0678449888913
49,350.78196636623846
50,407.03268957111953
51,418.90892217107285
52,422.8971580442403
53,452.6226135453476
54,447.1252059557074
55,447.1252059557074
56,447.0696311424288
57,446.9953998576681
58,446.7192721440809
59,446.42324025763537
60,446.1447584633148
61,406.52369946752447
62,383.5596462904289
63,384.3436916499496
64,250.4844907965361
65,341.9005477992001
66,365.16133252745215
67,364.99538591678885
68,364.231988062175
69,428.3661985802243
70,428.04901029575683
71,424.8922694892186
72,417.8911823713256
73,412.2585597178817
74,411.5891750765405
75,406.62029672431794
76,394.674095992106
77,394.73465806048966
78,420.2507479249245
79,414.2555388742211
80,368.649974570121
81,365.642266964405
82,368.4475638357607
83,367.8257957445831
84,367.46098959560317
85,364.5889642591681
86,363.4068080891994
87,362.9935741285028
88,392.2852713749678
89,350.0459455125243
90,342.65767673195734
91,344.9362748205353
92,347.68838356272886
93,346.99634575298415
94,405.76053179353585
95,406.0599851880469
96,403.2728381343219
97,432.7393890924102
98,430.6840779312361
99,412.6425906665808
100,416.75881826119263
101,418.0179407013556
102,417.6071997778646
103,416.41628562438
104,419.7926564506601
105,375.32188345919405
106,375.60571576110016
107,377.0891289102124
108,314.0067744128105
109,310.9441429875376
110,303.90185995093725
111,289.2019374350998
112,274.32831025213784
113,244.83200520502518
114,207.89910452725704
115,160.11211616409932
116,187.03973164311319
117,236.2725998922993
118,256.6425056497936
119,262.1689782124032
120,354.8245394348959
121,426.5773992031335
122,433.04958310581145
123,435.51917442938174
124,440.4767671489699
125,444.68652369631917
126,446.5985990538922
127,446.4163883807045
128,455.62151941823004
129,454.27312840498223
130,449.15079639830213
131,430.4260399835103
132,350.01053855928376
133,347.37164829024147
134,405.1216716348339
135,403.50431933121973
136,402.8628751247516
137,448.07051106172753
138,448.4745894557638
139,449.64993012644106
140,450.5350639423967
141,454.383252040324
142,455.39838497466087
143,459.58471076487916
144,488.0425377101703
145,460.79003675669253
146,458.1489741606807
147,452.6149502980458
148,395.5207181107037
149,395.3737810848128
150,391.5664895022685
151,391.8379564131848
152,386.1695589908261
153,388.9366704624823
154,378.62758052814826
155,321.62501196524306
156,326.8050806935399
157,326.04162550040354
158,319.43584413972883
159,319.96958729655006
160,321.9931219437139
161,383.6312005290938
162,380.9076962705809
163,381.8309542990034
164,366.34673276349633
165,361.16609211424736
166,360.10651249987984
167,357.0628496615841
168,357.30313250545726
169,352.0216645053505
170,350.60168592852506
171,382.1510087107019
172,352.83710285952867
173,361.8684850005256
174,365.8994242477128
175,370.1758563726561
176,367.88364361801337
177,367.27386805004164
178,368.53594644443086
179,366.62449982688867
180,369.2218273012833
181,369.97261443080964
182,284.4119506871519
183,290.4910920199818
184,372.79816760414917
185,399.8045363369818
186,398.4385035256887
187,557.0767557346264
188,562.7179541471494
189,562.8979552349012
190,564.0085547318307
191,564.0085547318307
192,564.0085547318307
193,564.8912562542936
194,569.944894399728
195,568.7335050445266
196,570.7084115262858
197,571.3483570616705
198,428.81502621772904
199,340.44396256396703
200,340.8012942450535
201,340.96667839848436
202,339.9648729614888
203,339.1165860797687
204,173.0949871997956
205,348.61220855851883
206,365.99969302417327
207,364.58973167323836
208,364.41574523354967
209,414.6576358320549
210,414.38313851774086
211,413.5261414862817
212,414.1050563033565
213,410.9902463717321
214,409.2955923936443
215,430.5372439857638
216,410.033343142208
217,410.033343142208
218,410.6732305509381
219,401.5705220263425
220,363.9644581840187
221,363.2875435932808
222,357.48322650852447
223,357.0291001061275
224,367.1307768776755
225,361.5841625378183
226,304.3177208261643
227,300.813899464697
228,381.74545119888086
229,384.8381154985595
230,392.1338202698769
231,434.39224939184606
232,428.2908104355494
233,425.33978586582947
234,416.9765022388434
235,404.08599868926126
236,401.43432679307574
237,394.71959224604035
238,396.65461309913263
239,394.1926340122602
240,410.271861471912
241,415.5975641388556
242,374.3506786602175
243,390.4175103588767
244,389.1109619840473
245,395.53227749223953
246,401.9044335697496
247,422.9869326320958
248,423.0536405490087
249,377.1059533477748
250,377.4159227112772
251,372.15645725460337
252,376.7674701213312
253,383.8286243965727
254,369.8319816873282
255,368.5697960629413
256,367.50807393122255
257,367.50807393122255
258,318.870579084114
259,430.8976891129808
260,534.487115129746
261,533.8197250087114
262,537.5138796683045
263,542.2060411727459
264,546.0400211106271
265,545.8829801940867
266,545.6681013394858
267,546.422921926615
268,538.3506541918738
269,538.6815243283268
270,530.2327942564953
271,475.61772079933183
272,645.1412009792697
273,681.0214081810099
274,660.4711620440388
275,673.4028395490534
276,675.3757830935971
277,685.0439786465013
278,694.2620269875442
279,705.9638649945723
280,706.0731788564743
281,715.2306331173758
282,716.8606196462299
283,593.7205658195818
284,389.09040407375716
285,348.8465813181083
286,351.3162728831298
287,354.5799303045133
288,354.02863377162333
289,358.3923843276722
290,360.46394193690287
291,360.1574153422879
292,358.7324333139725
293,358.7324333139725
294,344.39055769800217
295,225.99994861277665
296,222.92030350190342
297,160.0131351055968
298,166.9182336906058
299,243.16149334487682
300,238.5723152295635
301,233.62891558453202
302,234.0045461681947
303,257.92554568690133
304,259.6391748356501
305,261.37988039692385
306,264.2959341907697
307,262.4031337588457
308,268.4990966644774
309,285.9708979043256
310,264.4536854173882
311,265.8259020476076
312,266.79253933525416
313,264.6852218719444
314,232.3397567507259
315,232.6830504476824
316,232.51002610722787
317,230.36185429332195
318,230.8408890160209
319,228.78389847783896
320,110.58191438490624
321,108.34276261932959
322,111.0833931469337
323,137.27121785763487
324,144.19996534477548
325,147.93230843760372
326,151.3785032395134
327,148.7442301096921
328,283.961008765744
329,325.1951827378594
330,325.7977184017708
331,325.0969333047052
332,325.0969333047052
333,327.96513418364515
334,330.7763061897596
335,329.89539122896815
336,327.00465733832544
337,329.5444681875661
338,331.0536769293386
339,296.49527679744955
340,212.37035685020348
341,210.77289147547074
342,211.0060305753806
343,211.33864269027663
344,209.34621393419243
345,208.55652986457963
346,216.28640535989987
347,232.23794610081643
348,229.06720778471612
349,224.5640622691915
350,213.5732198226679
351,211.91360500946416
352,222.55979641646232
353,212.3561865805814
354,226.8017314228053
355,233.06951055029708
356,240.32790654417903
357,242.19495896958668
358,230.80644195435417
359,219.0625364018833
360,196.4075282386157
361,170.0510536391222
362,170.2867244175863
363,172.1957913892998
364,138.07155805768
365,343.764060822297
366,347.2651497466854
367,346.1377937455365
368,346.55850925447817
369,369.7323190148498
370,367.97245780925766
371,369.39107321174265
372,369.7975910966325
373,368.64431599043473
374,365.7684043686406
375,365.6403674600488
376,301.7771504463847
377,316.113274828788
378,317.33770408448595
379,315.4986746349438
380,305.45341593194274
381,302.68049030194567
382,429.5807276173414
383,432.1834946595902
384,429.03340480834237
385,431.90260884718543
386,431.7460071506626
387,432.26187507987
388,430.9650283060151
389,433.5531923109217
390,438.409865864162
391,437.1396294803366
392,438.5282185186465
393,275.4241614802795
394,279.7111675491571
395,284.5494104869276
396,285.24236743969107
397,281.0015253538013
398,278.1098075485134
399,297.93018350093325
400,302.7280955466892
401,306.25502666410136
402,279.9864905589078
403,280.044600183012
404,324.7632296334278
405,329.92590796901237
406,329.62683012599683
407,327.5576301755485
408,338.16644743063665
409,333.73372261659216
410,333.24436940025015
411,326.85771761194013
412,326.85771761194013
413,333.25289468201834
414,336.57429267939057
415,346.93138726388213
416,341.34726971962743
417,340.0643101852628
418,342.32653704432687
419,340.06781740423213
420,339.0828934135975
421,333.20181306965685
422,336.4753230106565
423,334.2039697849671
424,355.5212324830606
425,348.738095437358
426,324.9404977279777
427,330.444835231665
428,320.6073852499821
429,312.92414217142516
430,319.6138068017209
