,HR
695,74.35
696,74.18
697,74.0
698,73.85
699,73.8
700,73.78
701,73.8
702,73.85
703,73.92
704,73.95
705,73.98
706,74.0
707,74.0
708,73.98
709,73.95
710,73.88
711,73.8
712,73.72
713,73.63
714,73.45
715,73.3
716,73.17
717,72.97
718,72.77
719,72.57
720,72.35
721,72.1
722,71.83
723,71.7
724,71.57
725,71.35
726,71.27
727,71.22
728,71.17
729,71.1
730,71.22
731,71.33
732,71.4
733,71.43
734,71.5
735,71.58
736,71.67
737,71.77
738,71.87
739,72.02
740,72.22
741,72.45
742,72.63
743,72.82
744,73.03
745,73.23
746,73.4
747,73.6
748,73.8
749,74.02
750,74.2
751,74.35
752,74.48
753,74.62
754,74.65
755,74.68
756,74.72
757,74.77
758,74.8
759,74.8
760,74.75
761,74.68
762,74.58
763,74.47
764,74.4
765,74.35
766,74.28
767,74.27
768,74.25
769,74.27
770,74.28
771,74.3
772,74.32
773,74.35
774,74.48
775,74.6
776,74.72
777,74.92
778,75.12
779,75.3
780,75.47
781,75.63
782,75.82
783,75.88
784,75.98
785,76.18
786,76.28
787,76.4
788,76.55
789,76.73
790,76.73
791,76.75
792,76.8
793,76.9
794,76.95
795,77.0
796,77.03
797,77.07
798,77.12
799,77.17
800,77.1
801,77.02
802,76.98
803,76.92
804,76.83
805,76.77
806,76.68
807,76.48
808,76.32
809,76.15
810,75.98
811,75.87
812,75.73
813,75.6
814,75.58
815,75.57
816,75.53
817,75.45
818,75.35
819,75.3
820,75.27
821,75.22
822,75.18
823,75.23
824,75.23
825,75.22
826,75.25
827,75.25
828,75.27
829,75.27
830,75.33
831,75.42
832,75.48
833,75.55
834,75.58
835,75.6
836,75.63
837,75.63
838,75.63
839,75.63
840,75.67
841,75.72
842,75.77
843,75.78
844,75.77
845,75.72
846,75.63
847,75.53
848,75.35
849,75.12
850,74.9
851,74.67
852,74.42
853,74.13
854,73.85
855,73.57
856,73.3
857,73.05
858,72.8
859,72.58
860,72.43
861,72.32
862,72.22
863,72.17
864,72.13
865,72.12
866,72.12
867,72.18
868,72.23
869,72.28
870,72.37
871,72.45
872,72.6
873,72.77
874,72.88
875,73.0
876,73.12
877,73.2
878,73.3
879,73.33
880,73.35
881,73.37
882,73.37
883,73.28
884,73.28
885,73.3
886,73.3
887,73.32
888,73.33
889,73.4
890,73.45
891,73.5
892,73.55
893,73.58
894,73.62
895,73.67
896,73.68
897,73.72
898,73.77
899,73.83
900,73.88
901,73.92
902,73.93
903,73.97
904,74.0
905,74.03
906,74.05
907,74.05
908,74.1
909,74.15
910,74.18
911,74.22
912,74.2
913,74.15
914,74.1
915,74.05
916,74.0
917,74.12
918,74.23
919,74.28
920,74.35
921,74.38
922,74.38
923,74.42
924,74.4
925,74.35
926,74.3
927,74.25
928,74.18
929,74.08
930,74.02
931,73.95
932,73.92
933,73.87
934,73.9
935,73.97
936,74.03
937,74.13
938,74.3
939,74.48
940,74.65
941,74.82
942,74.98
943,75.13
944,75.23
945,75.25
946,75.25
947,75.22
948,75.18
949,75.12
950,74.98
951,74.9
952,74.8
953,74.75
954,74.75
955,74.77
956,74.78
957,74.75
958,74.72
959,74.67
960,74.6
961,74.52
962,74.4
963,74.28
964,74.18
965,74.1
966,74.05
967,74.03
968,74.1
969,74.15
970,74.2
971,74.23
972,74.3
973,74.42
974,74.53
975,74.63
976,74.7
977,74.57
978,74.43
979,74.28
980,74.13
981,74.08
982,74.32
983,74.55
984,74.85
985,75.17
986,75.45
987,75.8
988,76.15
989,76.75
990,77.35
991,77.95
992,78.52
993,79.08
994,79.62
995,80.12
996,80.65
997,81.23
998,81.72
999,82.2
1000,82.72
1001,83.25
1002,83.43
1003,83.62
1004,83.78
1005,84.02
1006,84.23
1007,84.43
1008,84.68
1009,84.95
1010,85.18
1011,85.33
1012,85.5
1013,85.6
1014,85.68
1015,85.8
1016,85.9
1017,86.07
1018,86.22
1019,86.28
1020,86.37
1021,86.45
1022,86.55
1023,86.63
1024,86.72
1025,86.77
1026,86.85
1027,86.98
1028,87.02
1029,87.08
1030,87.17
1031,87.27
1032,87.47
1033,87.7
1034,87.95
1035,88.22
1036,88.5
1037,88.82
1038,88.97
1039,89.17
1040,89.38
1041,89.5
1042,89.33
1043,89.1
1044,88.85
1045,88.62
1046,88.38
1047,88.08
1048,87.78
1049,87.23
1050,86.65
1051,86.08
1052,85.5
1053,84.95
1054,84.38
1055,83.8
1056,83.15
1057,82.5
1058,81.88
1059,81.25
1060,80.58
1061,79.9
1062,79.55
1063,79.22
1064,78.9
1065,78.57
1066,78.25
1067,78.0
1068,77.72
1069,77.37
1070,77.1
1071,76.85
1072,76.57
1073,76.3
1074,76.18
1075,75.85
1076,75.52
1077,75.17
1078,74.82
1079,74.55
1080,74.28
1081,74.05
1082,73.83
1083,73.65
1084,73.47
1085,73.32
1086,73.12
1087,72.85
1088,72.6
1089,72.35
1090,72.08
1091,71.82
1092,71.47
1093,71.1
1094,70.75
1095,70.38
1096,70.02
1097,69.63
1098,69.42
1099,69.18
1100,68.92
1101,68.65
1102,68.38
1103,68.12
1104,67.85
1105,67.57
1106,67.33
1107,67.12
1108,66.92
1109,66.75
1110,66.6
1111,66.45
1112,66.3
1113,66.1
1114,65.92
1115,65.78
1116,65.7
1117,65.62
1118,65.57
1119,65.52
1120,65.52
1121,65.53
1122,65.55
1123,65.52
1124,65.48
1125,65.47
1126,65.45
1127,65.38
1128,65.3
1129,65.22
1130,65.13
1131,65.07
1132,65.02
1133,64.98
1134,64.8
1135,64.78
1136,64.77
1137,64.73
1138,64.7
1139,64.67
1140,64.62
1141,64.57
1142,64.6
1143,64.62
1144,64.62
1145,64.58
1146,64.55
1147,64.5
1148,64.45
1149,64.38
1150,64.28
1151,64.18
1152,64.08
1153,63.98
1154,63.87
1155,63.77
1156,63.68
1157,63.62
1158,63.55
1159,63.48
1160,63.43
1161,63.38
1162,63.33
1163,63.3
1164,63.27
1165,63.23
1166,63.22
1167,63.22
1168,63.23
1169,63.27
1170,63.28
1171,63.28
1172,63.3
1173,63.33
1174,63.35
1175,63.35
1176,63.33
1177,63.3
1178,63.25
1179,63.22
1180,63.17
1181,63.12
1182,63.1
1183,63.15
1184,63.22
1185,63.32
1186,63.43
1187,63.57
1188,63.68
1189,63.83
1190,63.97
1191,64.1
1192,64.23
1193,64.3
1194,64.37
1195,64.43
1196,64.52
1197,64.62
1198,64.72
1199,64.83
1200,64.93
1201,65.0
1202,65.02
1203,65.03
1204,65.07
1205,65.12
1206,65.18
1207,65.25
1208,65.3
1209,65.37
1210,65.42
1211,65.52
1212,65.6
1213,65.68
1214,65.75
1215,65.82
1216,65.9
1217,65.98
1218,66.07
1219,66.15
1220,66.22
1221,66.32
1222,66.4
1223,66.48
1224,66.55
1225,66.63
1226,66.7
1227,66.73
1228,66.75
1229,66.73
1230,66.72
1231,66.7
1232,66.68
1233,66.67
1234,66.63
1235,66.58
1236,66.55
1237,66.5
1238,66.43
1239,66.35
1240,66.27
1241,66.2
1242,66.12
1243,66.02
1244,65.92
1245,65.78
1246,65.63
1247,65.48
1248,65.35
1249,65.22
1250,65.08
1251,64.98
1252,64.93
1253,64.95
1254,65.0
1255,65.07
1256,65.17
1257,65.28
1258,65.43
1259,65.57
1260,65.72
1261,65.88
1262,65.98
1263,66.05
1264,66.1
1265,66.1
1266,66.05
1267,66.02
1268,66.02
1269,66.0
1270,66.03
1271,66.02
1272,66.02
1273,66.0
1274,65.98
1275,65.95
1276,65.9
1277,65.83
1278,65.78
1279,65.73
1280,65.73
1281,65.72
1282,65.72
1283,65.72
1284,65.72
1285,65.68
1286,65.63
1287,65.57
1288,65.5
1289,65.45
1290,65.4
1291,65.38
1292,65.35
1293,65.32
1294,65.3
1295,65.28
1296,65.27
1297,65.25
1298,65.22
1299,65.2
1300,65.2
1301,65.2
1302,65.22
1303,65.23
1304,65.23
1305,65.23
1306,65.25
1307,65.27
1308,65.27
1309,65.25
1310,65.25
1311,65.22
1312,65.17
1313,65.12
1314,65.03
1315,64.92
1316,64.73
1317,64.52
1318,64.28
1319,63.95
1320,63.68
1321,63.43
1322,63.23
1323,63.08
1324,62.97
1325,62.92
1326,62.95
1327,63.0
1328,63.03
1329,63.08
1330,63.13
1331,63.17
1332,63.22
1333,63.25
1334,63.3
1335,63.37
1336,63.43
1337,63.52
1338,63.58
1339,63.65
1340,63.68
1341,63.7
1342,63.75
1343,63.78
1344,63.82
1345,63.88
1346,63.97
1347,64.12
1348,64.28
1349,64.45
1350,64.62
1351,64.73
1352,64.85
1353,64.93
1354,65.0
1355,65.07
1356,65.12
1357,65.18
1358,65.27
1359,65.32
1360,65.3
1361,65.28
1362,65.28
1363,65.28
1364,65.28
1365,65.28
1366,65.27
1367,65.25
1368,65.25
1369,65.25
1370,65.28
1371,65.33
1372,65.42
1373,65.53
1374,65.55
1375,65.62
1376,65.73
1377,65.72
1378,65.7
1379,65.8
1380,65.95
1381,66.2
1382,66.4
1383,66.57
1384,66.7
1385,66.78
1386,66.8
1387,66.78
1388,66.75
1389,66.7
1390,66.62
1391,66.53
1392,66.43
1393,66.37
1394,66.28
1395,66.2
1396,66.1
1397,66.0
1398,65.9
1399,65.8
1400,65.7
1401,65.6
1402,65.48
1403,65.4
1404,65.33
1405,65.25
1406,65.17
1407,65.05
1408,64.95
1409,64.87
1410,64.77
1411,64.7
1412,64.62
1413,64.58
1414,64.62
1415,64.65
1416,64.68
1417,64.72
1418,64.77
1419,64.82
1420,64.8
1421,64.78
1422,64.75
1423,64.72
1424,64.68
1425,64.63
1426,64.58
1427,64.53
1428,64.5
1429,64.47
1430,64.4
1431,64.32
1432,64.2
1433,64.05
1434,64.0
1435,63.92
1436,63.82
1437,63.87
1438,63.9
1439,63.93
1440,63.85
1441,63.67
1442,63.52
1443,63.38
1444,63.27
1445,63.18
1446,63.12
1447,63.05
1448,63.0
1449,62.97
1450,62.97
1451,62.98
1452,63.0
1453,63.02
1454,63.03
1455,63.05
1456,63.07
1457,63.1
1458,63.13
1459,63.17
1460,63.22
1461,63.3
1462,63.4
1463,63.5
1464,63.62
1465,63.72
1466,63.82
1467,63.92
1468,63.95
1469,63.97
1470,63.98
1471,63.97
1472,63.97
1473,63.97
1474,63.92
1475,63.85
1476,63.78
1477,63.72
1478,63.62
1479,63.55
1480,63.6
1481,63.62
1482,63.62
1483,63.63
1484,63.63
1485,63.65
1486,63.65
1487,63.65
1488,63.62
1489,63.6
1490,63.6
1491,63.6
1492,63.6
1493,63.62
1494,63.63
1495,63.65
1496,63.67
1497,63.68
1498,63.7
1499,63.7
1500,63.72
1501,63.72
1502,63.72
1503,63.72
1504,63.72
1505,63.73
1506,63.75
1507,63.78
1508,63.82
1509,63.85
1510,63.9
1511,63.93
1512,63.97
1513,64.0
1514,64.05
1515,64.1
1516,64.15
1517,64.2
1518,64.23
1519,64.27
1520,64.28
1521,64.27
1522,64.23
1523,64.18
1524,64.13
1525,64.12
1526,64.12
1527,64.12
1528,64.15
1529,64.18
1530,64.22
1531,64.23
1532,64.27
1533,64.28
1534,64.3
1535,64.33
1536,64.37
1537,64.37
1538,64.38
1539,64.38
1540,64.38
1541,64.4
1542,64.45
1543,64.52
1544,64.6
1545,64.68
1546,64.78
1547,64.87
1548,64.95
1549,65.02
1550,65.03
1551,65.03
1552,65.03
1553,65.02
1554,65.02
1555,65.03
1556,65.07
1557,65.1
1558,65.15
1559,65.2
1560,65.23
1561,65.25
1562,65.25
1563,65.25
1564,65.25
1565,65.23
1566,65.23
1567,65.23
1568,65.25
1569,65.28
1570,65.32
1571,65.37
1572,65.43
1573,65.5
1574,65.55
1575,65.6
1576,65.65
1577,65.65
1578,65.67
1579,65.67
1580,65.67
1581,65.68
1582,65.68
1583,65.67
1584,65.63
1585,65.58
1586,65.52
1587,65.45
1588,65.33
1589,65.23
1590,65.13
1591,65.08
1592,65.03
1593,64.97
1594,64.9
1595,64.83
1596,64.77
1597,64.73
1598,64.7
1599,64.65
1600,64.62
1601,64.58
1602,64.53
1603,64.47
1604,64.42
1605,64.4
1606,64.4
1607,64.42
1608,64.43
1609,64.47
1610,64.53
1611,64.62
1612,64.7
1613,64.78
1614,64.83
1615,64.85
1616,64.87
1617,64.88
1618,64.87
1619,64.85
1620,64.83
1621,64.82
1622,64.82
1623,64.82
1624,64.8
1625,64.78
1626,64.75
1627,64.73
1628,64.7
1629,64.67
1630,64.65
1631,64.67
1632,64.67
1633,64.68
1634,64.68
1635,64.68
1636,64.7
1637,64.73
1638,64.75
1639,64.77
1640,64.78
1641,64.75
1642,64.72
1643,64.7
1644,64.68
1645,64.67
1646,64.67
1647,64.67
1648,64.72
1649,64.75
1650,64.8
1651,64.83
1652,64.85
1653,64.88
1654,64.92
1655,64.93
1656,64.93
1657,64.93
1658,64.95
1659,65.0
1660,65.03
1661,65.03
1662,65.0
1663,64.93
1664,64.85
1665,64.72
1666,64.53
1667,64.32
1668,64.12
1669,63.93
1670,63.75
1671,63.55
1672,63.33
1673,63.13
1674,62.97
1675,62.83
1676,62.68
1677,62.55
1678,62.45
1679,62.37
1680,62.28
1681,62.1
1682,61.95
1683,61.82
1684,61.73
1685,61.67
1686,61.6
1687,61.5
1688,61.4
1689,61.28
1690,61.15
1691,60.98
1692,60.83
1693,60.67
1694,60.53
1695,60.4
1696,60.28
1697,60.18
1698,60.1
1699,60.02
1700,59.93
1701,59.88
1702,59.85
1703,59.82
1704,59.78
1705,59.75
1706,59.7
1707,59.67
1708,59.63
1709,59.6
1710,59.57
1711,59.53
1712,59.52
1713,59.5
1714,59.48
1715,59.48
1716,59.5
1717,59.52
1718,59.52
1719,59.5
1720,59.48
1721,59.5
1722,59.53
1723,59.6
1724,59.63
1725,59.68
1726,59.77
1727,59.88
1728,60.0
1729,60.08
1730,60.17
1731,60.25
1732,60.35
1733,60.43
1734,60.5
1735,60.55
1736,60.6
1737,60.87
1738,61.37
1739,61.87
1740,62.37
1741,62.98
1742,63.57
1743,64.13
1744,64.67
1745,65.17
1746,65.65
1747,66.15
1748,66.65
1749,67.13
1750,67.63
1751,68.12
1752,68.6
1753,69.1
1754,69.6
1755,70.08
1756,70.58
1757,71.07
1758,71.55
1759,72.03
1760,72.53
1761,73.03
1762,73.5
1763,73.95
1764,74.33
1765,74.73
1766,75.17
1767,75.55
1768,75.87
1769,76.12
1770,76.33
1771,76.53
1772,76.7
1773,76.88
1774,77.08
1775,77.32
1776,77.57
1777,77.87
1778,78.15
1779,78.43
1780,78.72
1781,78.98
1782,79.25
1783,79.5
1784,79.77
1785,80.0
1786,80.23
1787,80.45
1788,80.63
1789,80.82
1790,81.0
1791,81.15
1792,81.32
1793,81.52
1794,81.75
1795,81.98
1796,82.2
1797,82.18
1798,81.92
1799,81.62
1800,81.3
1801,80.97
1802,80.63
1803,80.28
1804,79.92
1805,79.53
1806,79.17
1807,78.8
1808,78.43
1809,78.07
1810,77.67
1811,77.27
1812,76.85
1813,76.42
1814,75.98
1815,75.57
1816,75.12
1817,74.67
1818,74.23
1819,73.8
1820,73.35
1821,72.9
1822,72.45
1823,72.02
1824,71.65
1825,71.27
1826,70.85
1827,70.47
1828,70.15
1829,69.9
1830,69.67
1831,69.47
1832,69.28
1833,69.08
1834,68.87
1835,68.62
1836,68.33
1837,68.02
1838,67.72
1839,67.45
1840,67.2
1841,66.98
1842,66.75
1843,66.5
1844,66.27
1845,66.05
1846,65.78
1847,65.57
1848,65.53
1849,65.52
1850,65.5
1851,65.53
1852,65.53
1853,65.48
1854,65.4
1855,65.3
1856,65.2
1857,65.08
1858,64.95
1859,64.82
1860,64.68
1861,64.55
1862,64.42
1863,64.3
1864,64.23
1865,64.2
1866,64.17
1867,64.13
1868,64.1
1869,64.08
1870,64.07
1871,64.07
1872,64.08
1873,64.07
1874,64.05
1875,64.03
1876,64.03
1877,64.07
1878,64.1
1879,64.15
1880,64.2
1881,64.27
1882,64.37
1883,64.5
1884,64.65
1885,64.8
1886,64.97
1887,65.15
1888,65.33
1889,65.52
1890,65.7
1891,65.85
1892,65.98
1893,66.1
1894,66.18
1895,66.23
1896,66.3
1897,66.33
1898,66.35
1899,66.33
1900,66.3
1901,66.25
1902,66.22
1903,66.2
1904,66.18
1905,66.18
1906,66.23
1907,66.25
1908,66.13
1909,66.02
1910,65.9
1911,65.78
1912,65.68
1913,65.62
1914,65.55
1915,65.5
1916,65.47
1917,65.45
1918,65.47
1919,65.48
1920,65.53
1921,65.6
1922,65.67
1923,65.73
1924,65.77
1925,65.8
1926,65.83
1927,65.85
1928,65.88
1929,65.9
1930,65.92
1931,65.93
1932,65.95
1933,66.0
1934,66.05
1935,66.1
1936,66.13
1937,66.15
1938,66.15
1939,66.13
1940,66.12
1941,66.08
1942,66.03
1943,65.95
1944,65.87
1945,65.78
1946,65.7
1947,65.6
1948,65.52
1949,65.43
1950,65.35
1951,65.27
1952,65.23
1953,65.2
1954,65.18
1955,65.2
1956,65.22
1957,65.25
1958,65.3
1959,65.35
1960,65.4
1961,65.43
1962,65.47
1963,65.5
1964,65.52
1965,65.53
1966,65.55
1967,65.57
1968,65.57
1969,65.57
1970,65.57
1971,65.58
1972,65.58
1973,65.57
1974,65.55
1975,65.53
1976,65.52
1977,65.5
1978,65.47
1979,65.47
1980,65.43
1981,65.42
1982,65.42
1983,65.42
1984,65.43
1985,65.45
1986,65.47
1987,65.52
1988,65.55
1989,65.6
1990,65.65
1991,65.7
1992,65.73
1993,65.75
1994,65.77
1995,65.78
1996,65.8
1997,65.82
1998,65.83
1999,65.87
2000,65.88
2001,65.9
2002,65.93
2003,65.97
2004,65.98
2005,66.0
2006,66.0
2007,66.0
2008,65.98
2009,65.97
2010,65.97
2011,65.98
2012,65.97
2013,65.97
2014,66.0
2015,66.02
2016,66.03
2017,66.07
2018,66.1
2019,66.15
2020,66.18
2021,66.23
2022,66.28
2023,66.33
2024,66.4
2025,66.47
2026,66.53
2027,66.6
2028,66.67
2029,66.73
2030,66.8
2031,66.85
2032,66.92
2033,66.98
2034,67.05
2035,67.13
2036,67.22
2037,67.3
2038,67.38
2039,67.45
2040,67.53
2041,67.6
2042,67.65
2043,67.72
2044,67.77
2045,67.8
2046,67.85
2047,67.88
2048,67.92
2049,67.95
2050,67.98
2051,68.0
2052,68.02
2053,68.05
2054,68.1
2055,68.13
2056,68.17
2057,68.2
2058,68.23
2059,68.25
2060,68.28
2061,68.32
2062,68.33
2063,68.35
2064,68.37
2065,68.4
2066,68.43
2067,68.47
2068,68.5
2069,68.52
2070,68.53
2071,68.53
2072,68.53
2073,68.53
2074,68.5
2075,68.48
2076,68.47
2077,68.43
2078,68.38
2079,68.23
2080,68.27
2081,68.3
2082,68.33
2083,68.38
2084,68.43
2085,68.65
2086,68.88
2087,69.12
2088,69.32
2089,69.5
2090,69.65
2091,69.73
2092,69.83
2093,69.95
2094,70.05
2095,70.18
2096,70.3
2097,70.48
2098,70.67
2099,70.9
2100,71.15
2101,71.42
2102,71.68
2103,71.92
2104,72.15
2105,72.38
2106,72.58
2107,72.73
2108,72.93
2109,73.17
2110,73.4
2111,73.62
2112,73.58
2113,73.53
2114,73.47
2115,73.42
2116,73.38
2117,73.37
2118,73.38
2119,73.32
2120,73.25
2121,73.18
2122,73.12
2123,73.03
2124,72.93
2125,72.8
2126,72.65
2127,72.5
2128,72.35
2129,72.22
2130,72.1
2131,71.97
2132,71.85
2133,71.73
2134,71.63
2135,71.53
2136,71.45
2137,71.37
2138,71.37
2139,71.42
2140,71.3
